bin	Marker Lineage	# Genomes	# Markers	# Marker Sets	0	1	2	3	4	5	Completeness	Contamination	user_genome	Domain	Phylum	Class	Order	Family	Genus	Species	bin_length	bin_%GC	contig_count	min_contig_length
bin.291	root	5656	56	24	55	1	0	0	0	0	4.17	0	id290	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	262914	67	43	2.5k
bin.294	k__Bacteria	5449	104	58	96	8	0	0	0	0	12.07	0	id293	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	292088	64	49	2.5k
bin.295	root	5656	56	24	53	3	0	0	0	0	12.5	0	id294	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	342172	60	51	2.5k
bin.298	k__Bacteria	5449	104	58	98	6	0	0	0	0	1.88	0	id297	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	271944	62	40	2.5k
bin.304	root	5656	56	24	56	0	0	0	0	0	0	0	id303	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	236303	63	38	2.5k
bin.306	root	5656	56	24	56	0	0	0	0	0	0	0	id305	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	355851	35	25	2.5k
bin.310	k__Bacteria	5449	104	58	101	3	0	0	0	0	2.04	0	id309	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	905399	63	128	2.5k
bin.318	root	5656	56	24	56	0	0	0	0	0	0	0	id317	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	276221	27	33	2.5k
bin.319	k__Bacteria	5449	104	58	100	4	0	0	0	0	6.9	0	id318	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	876472	63	109	2.5k
bin.325	k__Bacteria	5449	101	57	98	3	0	0	0	0	2.11	0	id324	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	244657	59	31	2.5k
bin.327	root	5656	56	24	55	1	0	0	0	0	4.17	0	id326	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	643093	61	87	2.5k
bin.329	root	5656	56	24	56	0	0	0	0	0	0	0	id328	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1974977	53	198	2.5k
bin.330	k__Bacteria	5449	104	58	98	5	0	0	1	0	8.05	5.17	id329	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1489423	56	118	2.5k
bin.331	root	5656	56	24	56	0	0	0	0	0	0	0	id330	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	333568	33	16	2.5k
bin.333	k__Bacteria	5449	104	58	101	3	0	0	0	0	5.17	0	id332	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	3696819	55	413	2.5k
bin.334	root	5656	56	24	56	0	0	0	0	0	0	0	id333	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	210227	40	12	2.5k
bin.336	k__Bacteria	5449	101	57	101	0	0	0	0	0	0	0	id335	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	271018	57	20	2.5k
bin.344	root	5656	56	24	56	0	0	0	0	0	0	0	id343	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	483918	56	45	2.5k
bin.352	root	5656	56	24	56	0	0	0	0	0	0	0	id351	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	299210	56	28	2.5k
bin.354	root	5656	56	24	56	0	0	0	0	0	0	0	id353	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	314895	58	49	2.5k
bin.359	root	5656	56	24	55	1	0	0	0	0	4.17	0	id358	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	718656	61	110	2.5k
bin.361	k__Bacteria	5449	101	56	89	12	0	0	0	0	15.36	0	id360	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	309990	42	33	2.5k
bin.362	root	5656	56	24	56	0	0	0	0	0	0	0	id361	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	257476	61	29	2.5k
bin.366	root	5656	56	24	55	1	0	0	0	0	4.17	0	id365	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	643752	35	40	2.5k
bin.368	k__Bacteria	5449	104	58	100	4	0	0	0	0	5.17	0	id367	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1170689	66	180	2.5k
bin.373	root	5656	56	24	55	1	0	0	0	0	4.17	0	id372	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	213239	55	33	2.5k
bin.374	k__Archaea	207	149	107	135	14	0	0	0	0	2.73	0	id373	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	269668	49	6	2.5k
bin.375	k__Archaea	207	149	107	122	23	2	2	0	0	12.32	2.8	id374	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1609928	35	97	2.5k
bin.383	root	5656	56	24	56	0	0	0	0	0	0	0	id382	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	261037	60	10	2.5k
bin.389	root	5656	56	24	56	0	0	0	0	0	0	0	id388	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	295489	45	1	2.5k
bin.391	root	5656	56	24	56	0	0	0	0	0	0	0	id390	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	204482	35	19	2.5k
bin.392	root	5656	56	24	56	0	0	0	0	0	0	0	id391	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	447320	33	30	2.5k
bin.400	k__Bacteria	5449	104	58	98	6	0	0	0	0	6.9	0	id399	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	3725173	55	288	2.5k
bin.402	root	5656	56	24	56	0	0	0	0	0	0	0	id401	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	528918	37	69	2.5k
bin.403	root	5656	56	24	54	2	0	0	0	0	8.33	0	id402	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	2819228	64	299	2.5k
bin.405	k__Bacteria	5449	104	58	101	3	0	0	0	0	5.17	0	id404	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	886457	54	51	2.5k
bin.406	root	5656	56	24	56	0	0	0	0	0	0	0	id405	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	582437	41	11	2.5k
bin.407	k__Bacteria	5449	103	58	98	5	0	0	0	0	8.62	0	id406	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	235942	45	30	2.5k
bin.408	root	5656	56	24	56	0	0	0	0	0	0	0	id407	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	303664	63	35	2.5k
bin.411	root	5656	56	24	56	0	0	0	0	0	0	0	id410	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	264676	55	14	2.5k
bin.412	root	5656	56	24	56	0	0	0	0	0	0	0	id411	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	270196	56	39	2.5k
bin.420	k__Bacteria	5449	104	58	97	7	0	0	0	0	8.62	0	id419	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	530556	58	68	2.5k
bin.427	root	5656	56	24	56	0	0	0	0	0	0	0	id426	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	393334	45	1	2.5k
bin.436	root	5656	56	24	56	0	0	0	0	0	0	0	id435	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	238426	39	24	2.5k
bin.440	root	5656	56	24	56	0	0	0	0	0	0	0	id439	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	264270	39	12	2.5k
bin.449	root	5656	56	24	56	0	0	0	0	0	0	0	id448	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	224688	41	1	2.5k
bin.453	root	5656	56	24	56	0	0	0	0	0	0	0	id452	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	455770	53	14	2.5k
bin.456	root	5656	56	24	56	0	0	0	0	0	0	0	id455	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	254932	62	6	2.5k
bin.459	root	5656	56	24	56	0	0	0	0	0	0	0	id458	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	492241	51	22	2.5k
bin.469	k__Bacteria	5449	104	58	98	6	0	0	0	0	8.62	0	id468	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	656694	56	87	2.5k
bin.470	k__Bacteria	5449	101	57	99	2	0	0	0	0	3.51	0	id469	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	233052	61	14	2.5k
bin.472	root	5656	56	24	56	0	0	0	0	0	0	0	id471	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	257377	60	19	2.5k
bin.473	k__Bacteria	5449	104	58	99	5	0	0	0	0	8.62	0	id472	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	488385	66	78	2.5k
bin.475	root	5656	56	24	56	0	0	0	0	0	0	0	id474	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	4149049	58	455	2.5k
bin.476	root	5656	56	24	56	0	0	0	0	0	0	0	id475	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	216413	49	1	2.5k
bin.485	root	5656	56	24	56	0	0	0	0	0	0	0	id484	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	254924	58	30	2.5k
bin.488	root	5656	56	24	56	0	0	0	0	0	0	0	id487	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	231814	41	23	2.5k
bin.489	root	5656	56	24	56	0	0	0	0	0	0	0	id488	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	497377	51	26	2.5k
bin.494	root	5656	56	24	56	0	0	0	0	0	0	0	id493	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	244672	30	2	2.5k
bin.507	k__Bacteria	5449	101	57	98	3	0	0	0	0	5.26	0	id506	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	218542	65	37	2.5k
bin.003	root	5656	56	24	56	0	0	0	0	0	0	0	id2	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	551857	29	3	10k
bin.013	root	5656	56	24	56	0	0	0	0	0	0	0	id12	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	216413	49	1	10k
bin.022	root	5656	56	24	56	0	0	0	0	0	0	0	id21	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	314982	61	15	10k
bin.024	root	5656	56	24	56	0	0	0	0	0	0	0	id23	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	560464	39	13	10k
bin.030	root	5656	56	24	56	0	0	0	0	0	0	0	id29	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	455770	53	14	10k
bin.037	root	5656	56	24	56	0	0	0	0	0	0	0	id36	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	423492	63	27	10k
bin.039	root	5656	56	24	56	0	0	0	0	0	0	0	id38	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	359506	34	4	10k
bin.042	root	5656	56	24	56	0	0	0	0	0	0	0	id41	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	250685	58	4	10k
bin.045	root	5656	56	24	54	2	0	0	0	0	8.33	0	id44	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	815695	58	56	10k
bin.046	root	5656	56	24	56	0	0	0	0	0	0	0	id45	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	365350	70	30	10k
bin.048	k__Bacteria	5449	104	58	103	1	0	0	0	0	1.72	0	id47	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	365122	57	28	10k
bin.050	k__Bacteria	5449	104	58	101	3	0	0	0	0	5.17	0	id49	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1166485	54	46	10k
bin.051	root	5656	56	24	56	0	0	0	0	0	0	0	id50	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	234801	55	8	10k
bin.055	k__Bacteria	5449	104	58	100	4	0	0	0	0	6.9	0	id54	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	449452	65	35	10k
bin.056	root	5656	56	24	56	0	0	0	0	0	0	0	id55	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	224688	41	1	10k
bin.058	root	5656	56	24	56	0	0	0	0	0	0	0	id57	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	329234	63	24	10k
bin.059	root	5656	56	24	56	0	0	0	0	0	0	0	id58	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	631441	57	36	10k
bin.060	root	5656	56	24	56	0	0	0	0	0	0	0	id59	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	239457	42	18	10k
bin.066	root	5656	56	24	56	0	0	0	0	0	0	0	id65	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	301117	65	24	10k
bin.069	root	5656	56	24	56	0	0	0	0	0	0	0	id68	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	215013	60	12	10k
bin.078	root	5656	56	24	56	0	0	0	0	0	0	0	id77	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	551848	66	40	10k
bin.083	root	5656	56	24	56	0	0	0	0	0	0	0	id82	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	393334	45	1	10k
bin.098	root	5656	56	24	56	0	0	0	0	0	0	0	id97	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	359570	60	26	10k
bin.099	root	5656	56	24	56	0	0	0	0	0	0	0	id98	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	346597	46	1	10k
bin.104	root	5656	56	24	56	0	0	0	0	0	0	0	id103	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	338143	57	2	10k
bin.108	root	5656	56	24	56	0	0	0	0	0	0	0	id107	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	491046	52	30	10k
bin.114	root	5656	56	24	54	1	1	0	0	0	8.33	4.17	id113	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	297222	43	21	10k
bin.118	k__Bacteria	5449	104	58	98	6	0	0	0	0	8.62	0	id117	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	303335	65	24	10k
bin.120	root	5656	56	24	56	0	0	0	0	0	0	0	id119	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	326944	58	25	10k
bin.121	root	5656	56	24	56	0	0	0	0	0	0	0	id120	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	734265	63	50	10k
bin.125	root	5656	56	24	56	0	0	0	0	0	0	0	id124	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	815872	62	58	10k
bin.128	root	5656	56	24	56	0	0	0	0	0	0	0	id127	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	251543	62	19	10k
bin.131	k__Bacteria	5449	104	58	94	10	0	0	0	0	12.54	0	id130	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	570942	58	44	10k
bin.140	root	5656	56	24	56	0	0	0	0	0	0	0	id139	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	348160	62	26	10k
bin.149	root	5656	56	24	56	0	0	0	0	0	0	0	id148	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	222389	61	18	10k
bin.151	root	5656	56	24	56	0	0	0	0	0	0	0	id150	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	269431	36	14	10k
bin.152	root	5656	56	24	56	0	0	0	0	0	0	0	id151	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	331747	63	25	10k
bin.155	root	5656	56	24	55	1	0	0	0	0	4.17	0	id154	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	994861	62	73	10k
bin.156	root	5656	56	24	54	2	0	0	0	0	8.33	0	id155	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1319147	65	91	10k
bin.162	root	5656	56	24	56	0	0	0	0	0	0	0	id161	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	314017	63	24	10k
bin.166	root	5656	56	24	56	0	0	0	0	0	0	0	id165	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	213665	62	17	10k
bin.170	k__Bacteria	5449	104	58	96	8	0	0	0	0	10.34	0	id169	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	321414	63	27	10k
bin.176	root	5656	56	24	56	0	0	0	0	0	0	0	id175	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	265370	58	21	10k
bin.177	root	5656	56	24	56	0	0	0	0	0	0	0	id176	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	311603	61	24	10k
bin.179	root	5656	56	24	56	0	0	0	0	0	0	0	id178	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1319145	64	78	10k
bin.181	root	5656	56	24	54	2	0	0	0	0	8.33	0	id180	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	322244	63	22	10k
bin.183	k__Bacteria	5449	104	58	95	9	0	0	0	0	5.64	0	id182	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	856008	58	67	10k
bin.190	root	5656	56	24	55	1	0	0	0	0	4.17	0	id189	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	304074	68	22	10k
bin.192	k__Bacteria	5449	103	57	95	8	0	0	0	0	9.25	0	id191	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	539151	57	39	10k
bin.195	root	5656	56	24	55	1	0	0	0	0	4.17	0	id194	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	297234	63	20	10k
bin.197	root	5656	56	24	56	0	0	0	0	0	0	0	id196	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1747630	62	107	10k
bin.206	k__Bacteria	5449	104	58	100	4	0	0	0	0	6.9	0	id205	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1202067	66	84	10k
bin.207	k__Bacteria	5449	104	58	102	2	0	0	0	0	2.59	0	id206	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	737466	66	51	10k
bin.209	root	5656	56	24	56	0	0	0	0	0	0	0	id208	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	306063	64	24	10k
bin.221	k__Bacteria	5449	104	58	94	10	0	0	0	0	10	0	id220	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	550636	57	39	10k
bin.234	root	5656	56	24	56	0	0	0	0	0	0	0	id233	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	244804	60	7	10k
bin.237	root	5656	56	24	56	0	0	0	0	0	0	0	id236	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	616872	65	42	10k
bin.243	k__Bacteria	5449	104	58	100	4	0	0	0	0	3.45	0	id242	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	201627	61	16	10k
bin.257	k__Bacteria	2921	141	86	114	27	0	0	0	0	6.53	0	id256	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	302425	66	23	10k
bin.260	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	id259	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	414994	50	5	10k
bin.262	root	5656	56	24	54	2	0	0	0	0	8.33	0	id261	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	993991	63	71	10k
bin.263	k__Bacteria	5449	104	58	102	2	0	0	0	0	3.45	0	id262	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	261377	67	20	10k
bin.264	root	5656	56	24	56	0	0	0	0	0	0	0	id263	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	245143	46	15	10k
bin.266	root	5656	56	24	56	0	0	0	0	0	0	0	id265	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	695429	56	42	10k
bin.270	root	5656	56	24	56	0	0	0	0	0	0	0	id269	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	353030	36	26	10k
bin.276	root	5656	56	24	56	0	0	0	0	0	0	0	id275	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	303388	61	15	10k
bin.277	root	5656	56	24	56	0	0	0	0	0	0	0	id276	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	207162	40	9	10k
bin.279	root	5656	56	24	55	1	0	0	0	0	4.17	0	id278	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	325490	65	24	10k
bin.281	root	5656	56	24	56	0	0	0	0	0	0	0	id280	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	301741	60	22	10k
bin.289	k__Bacteria	5449	104	58	97	7	0	0	0	0	5.17	0	id288	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	367579	58	29	10k
bin.293	root	5656	56	24	56	0	0	0	0	0	0	0	id292	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	346727	55	4	10k
bin.294	root	5656	56	24	55	1	0	0	0	0	4.17	0	id293	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	470580	60	35	10k
bin.295	k__Bacteria	5449	104	58	95	9	0	0	0	0	12.07	0	id294	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	639991	62	47	10k
bin.296	root	5656	56	24	56	0	0	0	0	0	0	0	id295	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	334701	33	15	10k
bin.299	root	5656	56	24	56	0	0	0	0	0	0	0	id298	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	254932	62	6	10k
bin.309	root	5656	56	24	56	0	0	0	0	0	0	0	id308	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	237297	62	20	10k
bin.311	root	5656	56	24	55	1	0	0	0	0	4.17	0	id310	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	251301	61	21	10k
bin.314	root	5656	56	24	56	0	0	0	0	0	0	0	id313	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	682249	57	33	10k
bin.315	root	5656	56	24	56	0	0	0	0	0	0	0	id314	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	371832	61	26	10k
bin.316	k__Archaea	207	149	107	125	20	4	0	0	0	9.51	1.87	id315	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	1386483	34	67	10k
bin.319	root	5656	56	24	55	1	0	0	0	0	4.17	0	id318	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	305794	44	21	10k
bin.328	root	5656	56	24	56	0	0	0	0	0	0	0	id327	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	244672	30	2	10k
bin.334	root	5656	56	24	56	0	0	0	0	0	0	0	id333	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	465705	51	18	10k
bin.342	k__Bacteria	5449	100	55	96	4	0	0	0	0	7.27	0	id341	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	435873	63	26	10k
bin.344	k__Bacteria	5449	104	58	96	8	0	0	0	0	12.07	0	id343	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	279889	59	22	10k
bin.348	root	5656	56	24	56	0	0	0	0	0	0	0	id347	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	481094	64	34	10k
bin.349	root	5656	56	24	56	0	0	0	0	0	0	0	id348	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	462274	51	21	10k
bin.350	root	5656	56	24	56	0	0	0	0	0	0	0	id349	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	582437	41	11	10k
bin.351	root	5656	56	24	56	0	0	0	0	0	0	0	id350	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	346518	63	11	10k
bin.352	root	5656	56	24	56	0	0	0	0	0	0	0	id351	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	232513	67	19	10k
bin.356	root	5656	56	24	56	0	0	0	0	0	0	0	id355	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	290322	52	20	10k
bin.360	root	5656	56	24	55	1	0	0	0	0	4.17	0	id359	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	340140	61	22	10k
bin.364	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	id363	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	324624	36	5	10k
bin.365	root	5656	56	24	56	0	0	0	0	0	0	0	id364	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	308541	54	1	10k
bin.368	root	5656	56	24	56	0	0	0	0	0	0	0	id367	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	324030	39	3	10k
bin.369	root	5656	56	24	56	0	0	0	0	0	0	0	id368	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	494834	42	1	10k
bin.373	root	5656	56	24	55	1	0	0	0	0	4.17	0	id372	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	224253	56	13	10k
bin.375	k__Bacteria	5449	104	58	97	7	0	0	0	0	10.34	0	id374	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	2969930	61	174	10k
bin.378	root	5656	56	24	56	0	0	0	0	0	0	0	id377	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	426522	61	33	10k
bin.382	root	5656	56	24	56	0	0	0	0	0	0	0	id381	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	437781	39	1	10k
bin.383	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	id382	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	317688	37	9	10k
bin.386	k__Archaea	207	149	107	135	14	0	0	0	0	2.73	0	id385	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	269668	49	6	10k
bin.388	root	5656	56	24	56	0	0	0	0	0	0	0	id387	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	295489	45	1	10k
bin.389	root	5656	56	24	56	0	0	0	0	0	0	0	id388	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	493427	63	36	10k
bin.391	root	5656	56	24	55	1	0	0	0	0	4.17	0	id390	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	223437	62	19	10k
bin.392	k__Bacteria	5449	104	58	104	0	0	0	0	0	0	0	id391	Unclassified Bacteria	NA	NA	NA	NA	NA	NA	255615	39	20	10k
