locus_tag	ftype	length_bp	gene	EC_number	COG	product
FGCHFFMF_01822	CDS	723	phnL	2.7.8.37	COG4778	Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase subunit PhnL
FGCHFFMF_01823	CDS	1155	phnM	3.6.1.63	COG3454	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase
FGCHFFMF_01824	CDS	573	phnN	2.7.4.23	COG3709	Ribose 1,5-bisphosphate phosphokinase PhnN
FGCHFFMF_01825	CDS	765	phnP_2	3.1.4.55	COG1235	Phosphoribosyl 1,2-cyclic phosphate phosphodiesterase
FGCHFFMF_01826	CDS	456				hypothetical protein
FGCHFFMF_01827	CDS	1125	phnA	3.11.1.2		Phosphonoacetate hydrolase
FGCHFFMF_01828	CDS	396	zapA			Cell division protein ZapA
FGCHFFMF_01829	CDS	750				hypothetical protein
FGCHFFMF_01830	CDS	2388	pheT	6.1.1.20		Phenylalanine--tRNA ligase beta subunit
FGCHFFMF_01831	CDS	1800				hypothetical protein
FGCHFFMF_01832	CDS	1191			COG2385	putative protein
FGCHFFMF_01833	CDS	1056	queA	2.4.99.17		S-adenosylmethionine:tRNA ribosyltransferase-isomerase
FGCHFFMF_01834	CDS	1443	icd	1.1.1.42	COG0473	Isocitrate dehydrogenase [NADP]
FGCHFFMF_01835	CDS	159				hypothetical protein
FGCHFFMF_01836	CDS	816				hypothetical protein
FGCHFFMF_01837	CDS	684				hypothetical protein
FGCHFFMF_01838	CDS	792				hypothetical protein
FGCHFFMF_01839	CDS	945	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGCHFFMF_01840	CDS	429	panD	4.1.1.11	COG0853	Aspartate 1-decarboxylase
FGCHFFMF_01841	CDS	855	panC	6.3.2.1	COG0414	Pantothenate synthetase
FGCHFFMF_01842	CDS	801	panB	2.1.2.11	COG0413	3-methyl-2-oxobutanoate hydroxymethyltransferase
FGCHFFMF_01843	CDS	648	tmk_1	2.7.4.9		Thymidylate kinase
FGCHFFMF_01844	CDS	504	folK	2.7.6.3	COG0801	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine pyrophosphokinase
FGCHFFMF_01845	CDS	1167	dapL_2	2.6.1.83	COG0436	LL-diaminopimelate aminotransferase
FGCHFFMF_01846	CDS	768	yisK		COG0179	putative protein YisK
FGCHFFMF_01847	CDS	765	dapB	1.17.1.8	COG0289	4-hydroxy-tetrahydrodipicolinate reductase
FGCHFFMF_01848	CDS	882	dapA	4.3.3.7	COG0329	4-hydroxy-tetrahydrodipicolinate synthase
FGCHFFMF_01849	CDS	837	dapF	5.1.1.7	COG0253	Diaminopimelate epimerase
FGCHFFMF_01850	CDS	1275	lysA	4.1.1.20	COG0019	Diaminopimelate decarboxylase
FGCHFFMF_01851	CDS	657				hypothetical protein
FGCHFFMF_01852	CDS	1395	argH	4.3.2.1	COG0165	Argininosuccinate lyase
FGCHFFMF_01853	CDS	357	argG	6.3.4.5	COG0137	Argininosuccinate synthase
FGCHFFMF_01854	CDS	1014	trpD	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
FGCHFFMF_01855	CDS	1392	dtd3	3.1.1.96		D-aminoacyl-tRNA deacylase
FGCHFFMF_01856	CDS	1614	metG	6.1.1.10		Methionine--tRNA ligase
FGCHFFMF_01857	CDS	957				hypothetical protein
FGCHFFMF_01858	CDS	645	tmk_2	2.7.4.9	COG0125	Thymidylate kinase
FGCHFFMF_01859	CDS	1668	dauA		COG0659	C4-dicarboxylic acid transporter DauA
FGCHFFMF_01860	CDS	1131	mftC	2.-.-.-	COG0535	Putative mycofactocin radical SAM maturase MftC
FGCHFFMF_01861	CDS	525				hypothetical protein
FGCHFFMF_01862	CDS	852				hypothetical protein
FGCHFFMF_01863	CDS	792				hypothetical protein
FGCHFFMF_01864	CDS	807				hypothetical protein
FGCHFFMF_01865	CDS	1011	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FGCHFFMF_01866	CDS	1194	mshA_3	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
FGCHFFMF_01867	CDS	435	proS	6.1.1.15	COG0442	Proline--tRNA ligase
FGCHFFMF_01868	CDS	186				hypothetical protein
FGCHFFMF_01869	CDS	1407				hypothetical protein
FGCHFFMF_01870	CDS	1743	rnjA	3.1.-.-	COG0595	Ribonuclease J1
FGCHFFMF_01871	CDS	420	yccU		COG1832	putative protein YccU
FGCHFFMF_01872	CDS	708	rhlG_2	1.1.1.100		Rhamnolipids biosynthesis 3-oxoacyl-[acyl-carrier-protein] reductase
FGCHFFMF_01873	CDS	1695				hypothetical protein
FGCHFFMF_01874	CDS	2265	acnA	4.2.1.3	COG1048	Aconitate hydratase A
FGCHFFMF_01875	CDS	390				hypothetical protein
FGCHFFMF_01876	CDS	1038				hypothetical protein
FGCHFFMF_01877	CDS	1554				hypothetical protein
FGCHFFMF_01878	CDS	492				hypothetical protein
FGCHFFMF_01879	CDS	216				hypothetical protein
FGCHFFMF_01880	CDS	321				hypothetical protein
FGCHFFMF_01881	tRNA	77				tRNA-Glu(ctc)
FGCHFFMF_01882	CDS	717	ispD	2.7.7.60	COG1211	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
FGCHFFMF_01883	CDS	1356	radA	3.6.4.-	COG1066	DNA repair protein RadA
FGCHFFMF_01884	CDS	855				hypothetical protein
FGCHFFMF_01885	CDS	738	mkl_2		COG1127	putative ribonucleotide transport ATP-binding protein mkl
FGCHFFMF_01886	CDS	798	mlaE_2		COG0767	Intermembrane phospholipid transport system permease protein MlaE
FGCHFFMF_01887	CDS	1137	alr1	5.1.1.1	COG0787	Alanine racemase 1
FGCHFFMF_01888	CDS	1374	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
FGCHFFMF_01889	CDS	504	rplI		COG0359	50S ribosomal protein L9
FGCHFFMF_01890	CDS	267				hypothetical protein
FGCHFFMF_01891	CDS	429				Single-stranded DNA-binding protein
FGCHFFMF_01892	CDS	369	rpsF		COG0360	30S ribosomal protein S6
FGCHFFMF_01893	CDS	1383				hypothetical protein
FGCHFFMF_01894	CDS	3051				hypothetical protein
FGCHFFMF_01895	tRNA	74				tRNA-Gln(ttg)
FGCHFFMF_01896	CDS	2820				hypothetical protein
FGCHFFMF_01897	CDS	468	cymR_2			HTH-type transcriptional regulator CymR
FGCHFFMF_01898	CDS	762	sufC		COG0396	Vegetative protein 296
FGCHFFMF_01899	CDS	1440				hypothetical protein
FGCHFFMF_01900	CDS	1302	sufB		COG0719	FeS cluster assembly protein SufB
FGCHFFMF_01901	CDS	309	doxA			Naphthalene 1,2-dioxygenase system, ferredoxin component
FGCHFFMF_01902	CDS	1248	sufS	2.8.1.7	COG0520	Cysteine desulfurase SufS
FGCHFFMF_01903	CDS	432	sufE			Cysteine desulfuration protein SufE
FGCHFFMF_01904	CDS	309	sufT			Fe-S protein maturation auxiliary factor SufT
FGCHFFMF_01905	CDS	399				hypothetical protein
FGCHFFMF_01906	CDS	1161	tolB_3			Tol-Pal system protein TolB
FGCHFFMF_01907	CDS	534				hypothetical protein
FGCHFFMF_01908	CDS	183	rpmF		COG0333	50S ribosomal protein L32
FGCHFFMF_01909	CDS	993	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
FGCHFFMF_01910	CDS	993	fabH_2	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
FGCHFFMF_01911	CDS	939	fabD	2.3.1.39		Malonyl CoA-acyl carrier protein transacylase
FGCHFFMF_01912	CDS	744	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
FGCHFFMF_01913	CDS	240	acpP_3		COG0236	Acyl carrier protein
FGCHFFMF_01914	CDS	1248	fabF_4	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
FGCHFFMF_01915	CDS	717	rnc	3.1.26.3		Ribonuclease 3
FGCHFFMF_01916	CDS	474	nqo6_2	7.1.1.-	COG0377	NADH-quinone oxidoreductase subunit 6
FGCHFFMF_01917	CDS	543	ndhJ_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit J, chloroplastic
FGCHFFMF_01918	CDS	1230	nqo4_2	7.1.1.-	COG0649	NADH-quinone oxidoreductase subunit 4
FGCHFFMF_01919	CDS	489	nqo2	7.1.1.-	COG1905	NADH-quinone oxidoreductase subunit 2
FGCHFFMF_01920	CDS	1311	nuoF	7.1.1.-	COG1894	NADH-quinone oxidoreductase subunit F
FGCHFFMF_01921	CDS	2832				hypothetical protein
FGCHFFMF_01922	CDS	1410				hypothetical protein
FGCHFFMF_01923	CDS	2475	rsbW	2.7.11.1		Serine-protein kinase RsbW
FGCHFFMF_01924	CDS	636	rex_2		COG2344	Redox-sensing transcriptional repressor Rex
FGCHFFMF_01925	CDS	987	pdxA2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
FGCHFFMF_01926	CDS	861	rsmA	2.1.1.182	COG0030	Ribosomal RNA small subunit methyltransferase A
FGCHFFMF_01927	CDS	1836	glmS	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
FGCHFFMF_01928	CDS	390	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
FGCHFFMF_01929	CDS	1803	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
FGCHFFMF_01930	CDS	768	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
FGCHFFMF_01931	CDS	495	resA_2			Thiol-disulfide oxidoreductase ResA
FGCHFFMF_01932	CDS	780				hypothetical protein
FGCHFFMF_01933	CDS	912	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
FGCHFFMF_01934	CDS	204				hypothetical protein
FGCHFFMF_01935	CDS	789	thiG	2.8.1.10	COG2022	Thiazole synthase
FGCHFFMF_01936	CDS	1113	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
FGCHFFMF_01937	CDS	606	sigK		COG1595	ECF RNA polymerase sigma factor SigK
FGCHFFMF_01938	CDS	255				hypothetical protein
FGCHFFMF_01939	CDS	1212	rlmI_2	2.1.1.191	COG1092	Ribosomal RNA large subunit methyltransferase I
FGCHFFMF_01940	CDS	300				hypothetical protein
FGCHFFMF_01941	CDS	1131	aroB	4.2.3.4	COG0337	3-dehydroquinate synthase
FGCHFFMF_01942	CDS	462				hypothetical protein
FGCHFFMF_01943	CDS	612				hypothetical protein
FGCHFFMF_01944	CDS	579	algU_4		COG1595	RNA polymerase sigma-H factor
FGCHFFMF_01945	CDS	1092	ychF		COG0012	Ribosome-binding ATPase YchF
FGCHFFMF_01946	CDS	258				hypothetical protein
FGCHFFMF_01947	CDS	1002	fda	4.1.2.13	COG0191	Fructose-bisphosphate aldolase
FGCHFFMF_01948	CDS	2952				hypothetical protein
FGCHFFMF_01949	CDS	954				hypothetical protein
FGCHFFMF_01950	CDS	840				hypothetical protein
FGCHFFMF_01951	CDS	165	ndhK	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit K, chloroplastic
FGCHFFMF_01952	CDS	417				hypothetical protein
FGCHFFMF_01953	CDS	1080	hycE		COG3261	Formate hydrogenlyase subunit 5
FGCHFFMF_01954	CDS	360	ndhI_2	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit I, chloroplastic
FGCHFFMF_01955	CDS	333	hypA			Hydrogenase maturation factor HypA
FGCHFFMF_01956	CDS	678	hypB		COG0378	Hydrogenase maturation factor HypB
FGCHFFMF_01957	CDS	351	rsbV		COG1366	Anti-sigma-B factor antagonist
FGCHFFMF_01958	CDS	2034				hypothetical protein
FGCHFFMF_01959	CDS	1509	lysS	6.1.1.6		Lysine--tRNA ligase
FGCHFFMF_01960	CDS	1245	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
FGCHFFMF_01961	CDS	684	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
FGCHFFMF_01962	CDS	876	ilvE_2	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
FGCHFFMF_01963	CDS	1482	gltX1_1	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
FGCHFFMF_01964	CDS	738		2.1.1.-		Putative TrmH family tRNA/rRNA methyltransferase
FGCHFFMF_01965	CDS	2037	rcsC_9	2.7.13.3		Sensor histidine kinase RcsC
FGCHFFMF_01966	CDS	1602	wecA	2.7.8.33		Undecaprenyl-phosphate alpha-N-acetylglucosaminyl 1-phosphate transferase
FGCHFFMF_01967	CDS	672				hypothetical protein
FGCHFFMF_01968	CDS	720				hypothetical protein
FGCHFFMF_01969	CDS	600				hypothetical protein
FGCHFFMF_01970	CDS	1959				hypothetical protein
FGCHFFMF_01971	CDS	291	groS2		COG0234	10 kDa chaperonin 2
FGCHFFMF_01972	CDS	1917	dnaK_2			Chaperone protein DnaK
FGCHFFMF_01973	CDS	1761				hypothetical protein
FGCHFFMF_01974	CDS	939				hypothetical protein
FGCHFFMF_01975	CDS	1503				hypothetical protein
FGCHFFMF_01976	CDS	1086	zraR_2		COG2204	Transcriptional regulatory protein ZraR
FGCHFFMF_01977	CDS	1668				hypothetical protein
FGCHFFMF_01978	CDS	435	rnr	3.1.13.1	COG0557	Ribonuclease R
FGCHFFMF_01979	CDS	237				hypothetical protein
FGCHFFMF_01980	CDS	1947	ompA			Outer membrane protein A
FGCHFFMF_01981	CDS	696				hypothetical protein
FGCHFFMF_01982	CDS	738				hypothetical protein
FGCHFFMF_01983	CDS	1371				hypothetical protein
FGCHFFMF_01984	CDS	285				hypothetical protein
FGCHFFMF_01985	CDS	723	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
FGCHFFMF_01986	CDS	648	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
FGCHFFMF_01987	CDS	834				hypothetical protein
FGCHFFMF_01988	CDS	315				hypothetical protein
FGCHFFMF_01989	CDS	984				hypothetical protein
FGCHFFMF_01990	CDS	678	ytrE		COG1136	ABC transporter ATP-binding protein YtrE
FGCHFFMF_01991	CDS	1257				hypothetical protein
FGCHFFMF_01992	CDS	450				hypothetical protein
FGCHFFMF_01993	CDS	621				hypothetical protein
FGCHFFMF_01994	CDS	516				hypothetical protein
FGCHFFMF_01995	CDS	3399				hypothetical protein
FGCHFFMF_01996	CDS	207	cspB_2		COG1278	Cold shock protein CspB
FGCHFFMF_01997	CDS	135				hypothetical protein
FGCHFFMF_01998	CDS	402				hypothetical protein
FGCHFFMF_01999	CDS	1587	glpK	2.7.1.30	COG0554	Glycerol kinase
FGCHFFMF_02000	CDS	2028				hypothetical protein
FGCHFFMF_02001	CDS	828				hypothetical protein
FGCHFFMF_02002	CDS	1002	glcK	2.7.1.2	COG1940	Glucokinase
FGCHFFMF_02003	CDS	270	yccX	3.6.1.7		Acylphosphatase
FGCHFFMF_02004	CDS	276	hup_2			DNA-binding protein HU
FGCHFFMF_02005	CDS	351				hypothetical protein
FGCHFFMF_02006	CDS	1038				hypothetical protein
FGCHFFMF_02007	CDS	153				hypothetical protein
FGCHFFMF_02008	CDS	1461				hypothetical protein
FGCHFFMF_02009	CDS	714				hypothetical protein
FGCHFFMF_02010	CDS	945	cpoB_6			Cell division coordinator CpoB
FGCHFFMF_02011	CDS	1053	cpoB_7			Cell division coordinator CpoB
FGCHFFMF_02012	CDS	1212				hypothetical protein
FGCHFFMF_02013	CDS	1029				hypothetical protein
FGCHFFMF_02014	CDS	633	mltC	4.2.2.-		Membrane-bound lytic murein transglycosylase C
FGCHFFMF_02015	CDS	390				hypothetical protein
FGCHFFMF_02016	CDS	1698				hypothetical protein
FGCHFFMF_02017	CDS	516	hndA_2	1.12.1.3	COG1905	NADP-reducing hydrogenase subunit HndA
FGCHFFMF_02018	CDS	594				hypothetical protein
FGCHFFMF_02019	CDS	774				hypothetical protein
FGCHFFMF_02020	CDS	1248				hypothetical protein
FGCHFFMF_02021	CDS	1905	uvrC		COG0322	UvrABC system protein C
FGCHFFMF_02022	CDS	813	uvrB		COG0556	UvrABC system protein B
FGCHFFMF_02023	CDS	1098	nifA		COG3604	Nif-specific regulatory protein
FGCHFFMF_02024	CDS	1089		3.2.1.4		Endoglucanase C307
FGCHFFMF_02025	CDS	1122	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
FGCHFFMF_02026	CDS	354	yajC		COG1862	Sec translocon accessory complex subunit YajC
FGCHFFMF_02027	CDS	984	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
FGCHFFMF_02028	CDS	1569	aftB	2.4.2.-		Terminal beta-(1->2)-arabinofuranosyltransferase
FGCHFFMF_02029	CDS	411				hypothetical protein
FGCHFFMF_02030	CDS	237				hypothetical protein
FGCHFFMF_02031	CDS	843	bepA_4	3.4.-.-		Beta-barrel assembly-enhancing protease
FGCHFFMF_02032	CDS	774	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
FGCHFFMF_02033	CDS	882	spo0J		COG1475	Stage 0 sporulation protein J
FGCHFFMF_02034	CDS	309				hypothetical protein
FGCHFFMF_02035	CDS	921				hypothetical protein
FGCHFFMF_02036	CDS	402				hypothetical protein
FGCHFFMF_02037	CDS	1449	gltX1_2	6.1.1.17	COG0008	Glutamate--tRNA ligase 1
FGCHFFMF_02038	CDS	1929				hypothetical protein
FGCHFFMF_02039	CDS	2376				hypothetical protein
FGCHFFMF_02040	CDS	1335				hypothetical protein
FGCHFFMF_02041	CDS	2322	clpC		COG0542	Negative regulator of genetic competence ClpC/MecB
FGCHFFMF_02042	CDS	807	lnrL_3	3.6.3.-	COG1131	Linearmycin resistance ATP-binding protein LnrL
FGCHFFMF_02043	CDS	819				hypothetical protein
FGCHFFMF_02044	CDS	222				hypothetical protein
FGCHFFMF_02045	CDS	480	dsrE2		COG2210	Sulfur carrier protein DsrE2
FGCHFFMF_02046	CDS	612				hypothetical protein
FGCHFFMF_02047	CDS	432				hypothetical protein
FGCHFFMF_02048	CDS	1275				hypothetical protein
FGCHFFMF_02049	CDS	780				hypothetical protein
FGCHFFMF_02050	CDS	300				hypothetical protein
FGCHFFMF_02051	CDS	1620				hypothetical protein
FGCHFFMF_02052	CDS	1761				hypothetical protein
FGCHFFMF_02053	CDS	1389	rcsC_10	2.7.13.3		Sensor histidine kinase RcsC
FGCHFFMF_02054	CDS	699	phoB_1		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
FGCHFFMF_02055	CDS	705				hypothetical protein
FGCHFFMF_02056	CDS	540	flr			Flavoredoxin
FGCHFFMF_02057	CDS	444	rimI	2.3.1.266	COG0456	[Ribosomal protein S18]-alanine N-acetyltransferase
FGCHFFMF_02058	CDS	786				hypothetical protein
FGCHFFMF_02059	CDS	711	tsaB		COG1214	tRNA threonylcarbamoyladenosine biosynthesis protein TsaB
FGCHFFMF_02060	CDS	429	tsaE		COG0802	tRNA threonylcarbamoyladenosine biosynthesis protein TsaE
FGCHFFMF_02061	CDS	1023	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
FGCHFFMF_02062	CDS	813	cpoB_8			Cell division coordinator CpoB
FGCHFFMF_02063	CDS	372				hypothetical protein
FGCHFFMF_02064	CDS	435				hypothetical protein
FGCHFFMF_02065	CDS	984	nnr		COG0062	Bifunctional NAD(P)H-hydrate repair enzyme Nnr
FGCHFFMF_02066	CDS	906	cbiET		COG2241	Cobalamin biosynthesis bifunctional protein CbiET
FGCHFFMF_02067	CDS	1089	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
FGCHFFMF_02068	CDS	813		2.1.1.272	COG1010	Cobalt-factor III methyltransferase
FGCHFFMF_02069	CDS	921				hypothetical protein
FGCHFFMF_02070	CDS	402	higA		COG5499	Antitoxin HigA
FGCHFFMF_02071	CDS	288	higB	3.1.-.-	COG4680	mRNA interferase HigB
FGCHFFMF_02072	CDS	144				hypothetical protein
FGCHFFMF_02073	CDS	315				hypothetical protein
FGCHFFMF_02074	CDS	168				hypothetical protein
FGCHFFMF_02075	CDS	702				hypothetical protein
FGCHFFMF_02076	CDS	192				hypothetical protein
FGCHFFMF_02077	CDS	1866	norR			Anaerobic nitric oxide reductase transcription regulator NorR
FGCHFFMF_02078	CDS	504				hypothetical protein
FGCHFFMF_02079	CDS	1128	gldA	1.1.1.6	COG0371	Glycerol dehydrogenase
FGCHFFMF_02080	CDS	1662	pnp	2.7.7.8	COG1185	Polyribonucleotide nucleotidyltransferase
FGCHFFMF_02081	CDS	1092	aroF	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Tyr-sensitive
FGCHFFMF_02082	CDS	777				hypothetical protein
FGCHFFMF_02083	CDS	966	rfaQ_2	2.-.-.-	COG0859	Lipopolysaccharide core heptosyltransferase RfaQ
FGCHFFMF_02084	CDS	1017	rfaF_2	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
FGCHFFMF_02085	CDS	819				hypothetical protein
FGCHFFMF_02086	CDS	1080	rfaF_3	2.-.-.-	COG0859	ADP-heptose--LPS heptosyltransferase 2
FGCHFFMF_02087	CDS	171				hypothetical protein
FGCHFFMF_02088	CDS	963				hypothetical protein
FGCHFFMF_02089	CDS	426	nrdR		COG1327	Transcriptional repressor NrdR
FGCHFFMF_02090	CDS	1689	dsbD	1.8.1.8	COG4232	Thiol:disulfide interchange protein DsbD
FGCHFFMF_02091	CDS	723				hypothetical protein
FGCHFFMF_02092	CDS	894	chmD	1.1.1.364		dTDP-4-oxo-6-deoxy-D-allose reductase
FGCHFFMF_02093	CDS	759				hypothetical protein
FGCHFFMF_02094	CDS	1047				hypothetical protein
FGCHFFMF_02095	CDS	1512				hypothetical protein
FGCHFFMF_02096	CDS	1404	rcsC_11	2.7.13.3		Sensor histidine kinase RcsC
FGCHFFMF_02097	CDS	702	phoB_2		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
FGCHFFMF_02098	CDS	111				hypothetical protein
FGCHFFMF_02099	CDS	1377		3.4.24.-	COG0750	Putative zinc metalloprotease
FGCHFFMF_02100	CDS	1185	dxr	1.1.1.267	COG0743	1-deoxy-D-xylulose 5-phosphate reductoisomerase
FGCHFFMF_02101	CDS	828	cdsA	2.7.7.41	COG0575	Phosphatidate cytidylyltransferase
FGCHFFMF_02102	CDS	504	uppS	2.5.1.-	COG0020	Isoprenyl transferase
FGCHFFMF_02103	CDS	1617				hypothetical protein
FGCHFFMF_02104	CDS	1890				hypothetical protein
