	locus_tag	ftype	length_bp	gene	EC_number	COG	product	COG_category_ID	COG_name	COG_Gene	COG_pathway	PubMed_ID	PDB_ID	Hexadecimal	COG_category_desc
610	FGCHFFMF_00588	CDS	423	nudG	3.6.1.65	COG0494	CTP pyrophosphohydrolase	V	8-oxo-dGTP pyrophosphatase MutT and related house-cleaning NTP pyrophosphohydrolases, NUDIX family	MutT			4V14	FCFCBC	Defense mechanisms
611	FGCHFFMF_00589	CDS	405				hypothetical protein								
612	FGCHFFMF_00590	CDS	900				hypothetical protein								
613	FGCHFFMF_00591	CDS	1923				hypothetical protein								
614	FGCHFFMF_00592	CDS	459				hypothetical protein								
615	FGCHFFMF_00593	CDS	420				hypothetical protein								
616	FGCHFFMF_00594	CDS	1584	thyX	2.1.1.148		Flavin-dependent thymidylate synthase								
617	FGCHFFMF_00595	CDS	816				hypothetical protein								
618	FGCHFFMF_00596	CDS	669				hypothetical protein								
619	FGCHFFMF_00597	CDS	3099				hypothetical protein								
620	FGCHFFMF_00598	tRNA	77				tRNA-Val(cac)								
621	FGCHFFMF_00599	CDS	198	swrD		COG1582	Swarming motility protein SwrD	N	Swarming motility protein SwrD	SwrD		29061663		DCFCAC	Cell motility
622	FGCHFFMF_00600	CDS	813	pomA		COG1291	Chemotaxis protein PomA	N	Flagellar motor component MotA	MotA				DCFCAC	Cell motility
623	FGCHFFMF_00601	CDS	789	motB		COG1360	Motility protein B	N	Flagellar motor protein MotB	MotB				DCFCAC	Cell motility
624	FGCHFFMF_00602	CDS	471				hypothetical protein								
625	FGCHFFMF_00603	CDS	1023	fliM		COG1868	Flagellar motor switch protein FliM	N	Flagellar motor switch protein FliM	FliM			2HP7	DCFCAC	Cell motility
626	FGCHFFMF_00604	CDS	972				hypothetical protein								
627	FGCHFFMF_00605	CDS	615				hypothetical protein								
628	FGCHFFMF_00606	CDS	756	fliP		COG1338	Flagellar biosynthetic protein FliP	N	Flagellar biosynthesis protein FliP	FliP			5H72	DCFCAC	Cell motility
629	FGCHFFMF_00607	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ	N	Flagellar biosynthesis protein FliQ	FliQ			6F2D	DCFCAC	Cell motility
630	FGCHFFMF_00608	CDS	801	fliR		COG1684	Flagellar biosynthetic protein FliR	N	Flagellar biosynthesis protein FliR	FliR			6S3R	DCFCAC	Cell motility
631	FGCHFFMF_00609	CDS	1128	flhB		COG1377	Flagellar biosynthetic protein FlhB	N	Flagellar biosynthesis protein FlhB	FlhB			6S3L	DCFCAC	Cell motility
632	FGCHFFMF_00610	CDS	2115	flhA		COG1298	Flagellar biosynthesis protein FlhA	N	Flagellar biosynthesis protein FlhA	FlhA			6AI0	DCFCAC	Cell motility
633	FGCHFFMF_00611	CDS	1263	flhF		COG1419	Flagellar biosynthesis protein FlhF	N	Flagellar biosynthesis GTPase FlhF	FlhF			3SYN	DCFCAC	Cell motility
634	FGCHFFMF_00612	CDS	927	ylxH		COG0455	Flagellum site-determining protein YlxH	N	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase	FlhG			1G3Q	DCFCAC	Cell motility
635	FGCHFFMF_00612	CDS	927	ylxH		COG0455	Flagellum site-determining protein YlxH	D	MinD-like ATPase FlhG/YlxH, activator of the FlhF-type GTPase	FlhG			1G3Q	FCFCDC	Cell cycle control, cell division, chromosome partitioning
636	FGCHFFMF_00613	CDS	438				hypothetical protein								
637	FGCHFFMF_00614	CDS	774	sigD		COG1191	RNA polymerase sigma-D factor	K	DNA-directed RNA polymerase specialized sigma subunit	FliA	RNA polymerase		1RP3	FCDCEC	Transcription
638	FGCHFFMF_00615	CDS	1671				hypothetical protein								
639	FGCHFFMF_00616	CDS	333				hypothetical protein								
640	FGCHFFMF_00617	CDS	705				hypothetical protein								
641	FGCHFFMF_00618	CDS	2121				hypothetical protein								
642	FGCHFFMF_00619	CDS	318				hypothetical protein								
643	FGCHFFMF_00620	CDS	1203				hypothetical protein								
644	FGCHFFMF_00621	CDS	654				hypothetical protein								
645	FGCHFFMF_00622	CDS	873	nadK	2.7.1.23	COG0061	NAD kinase	H	NAD kinase	NadK			1SUW	DCDCFC	Coenzyme transport and metabolism
646	FGCHFFMF_00623	CDS	1038				hypothetical protein								
647	FGCHFFMF_00624	CDS	1689	recN		COG0497	DNA repair protein RecN	L	DNA repair ATPase RecN	RecN			4AD8	FCDCDC	Replication, recombination and repair
648	FGCHFFMF_00625	CDS	1449				hypothetical protein								
649	FGCHFFMF_00626	CDS	3501				hypothetical protein								
650	FGCHFFMF_00627	CDS	1170				hypothetical protein								
651	FGCHFFMF_00628	CDS	1035				hypothetical protein								
652	FGCHFFMF_00629	CDS	1542				hypothetical protein								
653	FGCHFFMF_00630	CDS	630				hypothetical protein								
654	FGCHFFMF_00631	CDS	1395				hypothetical protein								
655	FGCHFFMF_00632	CDS	825				hypothetical protein								
656	FGCHFFMF_00633	CDS	1308				hypothetical protein								
657	FGCHFFMF_00634	CDS	3171	mdtC_1			Multidrug resistance protein MdtC								
658	FGCHFFMF_00635	CDS	489				hypothetical protein								
659	FGCHFFMF_00636	CDS	861				hypothetical protein								
660	FGCHFFMF_00637	CDS	876				hypothetical protein								
661	FGCHFFMF_00638	CDS	756				hypothetical protein								
662	FGCHFFMF_00639	CDS	624				hypothetical protein								
663	FGCHFFMF_00640	CDS	720				hypothetical protein								
664	FGCHFFMF_00641	CDS	1068	xerC_1		COG4973	Tyrosine recombinase XerC	L	Site-specific recombinase XerC	XerC				FCDCDC	Replication, recombination and repair
665	FGCHFFMF_00642	CDS	324		2.8.1.-	COG0607	Sulfurtransferase	P	Rhodanese-related sulfurtransferase	PspE	Urea cycle		1TQ1	CCCCFC	Inorganic ion transport and metabolism
666	FGCHFFMF_00643	CDS	1149	fabH_1	2.3.1.180		3-oxoacyl-[acyl-carrier-protein] synthase 3								
667	FGCHFFMF_00644	CDS	228				hypothetical protein								
668	FGCHFFMF_00645	CDS	459				hypothetical protein								
669	FGCHFFMF_00646	CDS	819				hypothetical protein								
670	FGCHFFMF_00647	CDS	408	hspA		COG0071	Spore protein SP21	O	Small heat shock protein IbpA, HSP20 family	IbpA			1GME	9CFCAC	Posttranslational modification, protein turnover, chaperones
671	FGCHFFMF_00648	tRNA	75				tRNA-Gly(ccc)								
672	FGCHFFMF_00649	CDS	2211				hypothetical protein								
673	FGCHFFMF_00650	CDS	747				hypothetical protein								
674	FGCHFFMF_00651	CDS	855				hypothetical protein								
675	FGCHFFMF_00652	CDS	453				hypothetical protein								
676	FGCHFFMF_00653	CDS	129				hypothetical protein								
677	FGCHFFMF_00654	CDS	423				hypothetical protein								
678	FGCHFFMF_00655	CDS	444				hypothetical protein								
679	FGCHFFMF_00656	CDS	612				hypothetical protein								
680	FGCHFFMF_00657	CDS	2070				hypothetical protein								
681	FGCHFFMF_00658	CDS	762				hypothetical protein								
682	FGCHFFMF_00659	CDS	690				hypothetical protein								
683	FGCHFFMF_00660	CDS	477				hypothetical protein								
684	FGCHFFMF_00661	CDS	1065				hypothetical protein								
685	FGCHFFMF_00662	CDS	453				hypothetical protein								
686	FGCHFFMF_00663	CDS	207				hypothetical protein								
687	FGCHFFMF_00664	CDS	987	sctC_1			Type 3 secretion system secretin								
688	FGCHFFMF_00665	CDS	1005				hypothetical protein								
689	FGCHFFMF_00666	CDS	306				hypothetical protein								
690	FGCHFFMF_00667	CDS	546		3.2.2.-	COG1611	Putative cytokinin riboside 5'-monophosphate phosphoribohydrolase	F	Nucleotide monophosphate nucleosidase PpnN/YdgH, Lonely Guy (LOG) family	PpnN		25728768;27941785;31023582;31420341	2PMB	DCECFC	Nucleotide transport and metabolism
691	FGCHFFMF_00668	CDS	435				hypothetical protein								
692	FGCHFFMF_00669	CDS	561				hypothetical protein								
693	FGCHFFMF_00670	CDS	1977				hypothetical protein								
694	FGCHFFMF_00671	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II	E	Nitrogen regulatory protein PII	GlnK		24610711	2GW8	DCFCFC	Amino acid transport and metabolism
695	FGCHFFMF_00671	CDS	339	glnB_1		COG0347	Nitrogen regulatory protein P-II	T	Nitrogen regulatory protein PII	GlnK		24610711	2GW8	FCFCAC	Signal transduction mechanisms
696	FGCHFFMF_00672	CDS	2166	glnA_2	6.3.1.2		Glutamine synthetase								
697	FGCHFFMF_00673	CDS	1068	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2	C	Cytochrome bd-type quinol oxidase, subunit 2	AppB			6RKO	BCFCFC	Energy production and conversion
698	FGCHFFMF_00674	CDS	1332	appC	7.1.1.3	COG1271	Cytochrome bd-II ubiquinol oxidase subunit 1	C	Cytochrome bd-type quinol oxidase, subunit 1	AppC			5DOQ	BCFCFC	Energy production and conversion
699	FGCHFFMF_00675	CDS	1968	kimA		COG0531	Potassium transporter KimA	E	Serine transporter YbeC, amino acid:H+ symporter family	PotE			3LRB	DCFCFC	Amino acid transport and metabolism
700	FGCHFFMF_00676	CDS	738				hypothetical protein								
701	FGCHFFMF_00677	CDS	975	ywlC	2.7.7.87	COG0009	Threonylcarbamoyl-AMP synthase	J	tRNA A37 threonylcarbamoyladenosine synthetase subunit TsaC/SUA5/YrdC	TsaC	tRNA modification		1HRU	FCCCFC	Translation, ribosomal structure and biogenesis
702	FGCHFFMF_00678	CDS	2031	tkt	2.2.1.1		Transketolase								
703	FGCHFFMF_00679	CDS	1260	tyrS	6.1.1.1		Tyrosine--tRNA ligase								
704	FGCHFFMF_00680	CDS	696				hypothetical protein								
705	FGCHFFMF_00681	CDS	1311				hypothetical protein								
706	FGCHFFMF_00682	CDS	372				hypothetical protein								
707	FGCHFFMF_00683	CDS	948				hypothetical protein								
708	FGCHFFMF_00684	CDS	987				hypothetical protein								
709	FGCHFFMF_00685	CDS	882			COG1721	putative protein	S	Uncharacterized conserved protein, DUF58 family, contains vWF domain	YeaD2				CCCCCC	Function unknown
710	FGCHFFMF_00686	CDS	1062				hypothetical protein								
711	FGCHFFMF_00687	CDS	1758				hypothetical protein								
712	FGCHFFMF_00688	CDS	795				hypothetical protein								
713	FGCHFFMF_00689	CDS	456				hypothetical protein								
714	FGCHFFMF_00690	CDS	327	yciH		COG0023	putative protein YciH	J	Translation initiation factor 1 (eIF-1/SUI1)	SUI1	Translation factors		1D1R	FCCCFC	Translation, ribosomal structure and biogenesis
715	FGCHFFMF_00691	CDS	819	cof	3.6.1.-		HMP-PP phosphatase								
716	FGCHFFMF_00692	CDS	696				hypothetical protein								
717	FGCHFFMF_00693	CDS	726	trmL	2.1.1.207		tRNA (cytidine(34)-2'-O)-methyltransferase								
718	FGCHFFMF_00694	CDS	351				hypothetical protein								
719	FGCHFFMF_00695	CDS	366				hypothetical protein								
720	FGCHFFMF_00696	CDS	396				hypothetical protein								
721	FGCHFFMF_00697	CDS	903	speE_1	2.5.1.104	COG0421	Polyamine aminopropyltransferase	E	Spermidine synthase (polyamine aminopropyltransferase)	SpeE			6BQ2	DCFCFC	Amino acid transport and metabolism
722	FGCHFFMF_00698	CDS	2145	ppk	2.7.4.1		Polyphosphate kinase								
723	FGCHFFMF_00699	CDS	816				hypothetical protein								
724	FGCHFFMF_00700	CDS	1146				hypothetical protein								
725	FGCHFFMF_00701	tRNA	86				tRNA-Ile(gat)								
726	FGCHFFMF_00702	CDS	1062				hypothetical protein								
727	FGCHFFMF_00703	CDS	888	coaX	2.7.1.33	COG1521	Type III pantothenate kinase	H	Pantothenate kinase type III	CoaX			2F9T	DCDCFC	Coenzyme transport and metabolism
728	FGCHFFMF_00704	CDS	1422				hypothetical protein								
729	FGCHFFMF_00705	tRNA	78				tRNA-Val(gac)								
730	FGCHFFMF_00706	CDS	984				hypothetical protein								
731	FGCHFFMF_00707	CDS	1422				hypothetical protein								
732	FGCHFFMF_00708	CDS	1797				hypothetical protein								
733	FGCHFFMF_00709	CDS	2232				hypothetical protein								
734	FGCHFFMF_00710	CDS	2247				hypothetical protein								
735	FGCHFFMF_00711	CDS	1905				hypothetical protein								
736	FGCHFFMF_00712	CDS	2736	ppdK	2.7.9.1	COG0574	Pyruvate, phosphate dikinase	G	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	PpsA	Gluconeogenesis		5HV6	CCFCFC	Carbohydrate transport and metabolism
737	FGCHFFMF_00713	CDS	2133	glyS	6.1.1.14	COG0751	Glycine--tRNA ligase beta subunit	J	Glycyl-tRNA synthetase, beta subunit	GlyS	Aminoacyl-tRNA synthetases			FCCCFC	Translation, ribosomal structure and biogenesis
738	FGCHFFMF_00714	CDS	939	glyQ	6.1.1.14	COG0752	Glycine--tRNA ligase alpha subunit	J	Glycyl-tRNA synthetase, alpha subunit	GlyQ	Aminoacyl-tRNA synthetases		1J5W	FCCCFC	Translation, ribosomal structure and biogenesis
739	FGCHFFMF_00715	CDS	669				hypothetical protein								
740	FGCHFFMF_00716	CDS	1455				hypothetical protein								
741	FGCHFFMF_00717	CDS	3219	mdtC_2			Multidrug resistance protein MdtC								
742	FGCHFFMF_00718	CDS	207	cspLA		COG1278	Cold shock-like protein CspLA	K	Cold shock protein, CspA family	CspC			1C9O	FCDCEC	Transcription
743	FGCHFFMF_00719	CDS	699	cysG_1	4.99.1.4		Siroheme synthase								
744	FGCHFFMF_00720	CDS	1644	pfp_2	2.7.1.90	COG0205	Pyrophosphate--fructose 6-phosphate 1-phosphotransferase	G	6-phosphofructokinase	PfkA	Glycolysis		1KZH	CCFCFC	Carbohydrate transport and metabolism
745	FGCHFFMF_00721	CDS	369				hypothetical protein								
746	FGCHFFMF_00722	CDS	2409	recG	3.6.4.12	COG1200	ATP-dependent DNA helicase RecG	L	RecG-like helicase	RecG			1GM5	FCDCDC	Replication, recombination and repair
747	FGCHFFMF_00723	CDS	192	rpmB		COG0227	50S ribosomal protein L28	J	Ribosomal protein L28	RpmB	Ribosome 50S subunit		2JZ6	FCCCFC	Translation, ribosomal structure and biogenesis
748	FGCHFFMF_00724	CDS	381			COG0251	RutC family protein	V	Enamine deaminase RidA, house cleaning of reactive enamine intermediates, YjgF/YER057c/UK114 family	RidA	Pyrimidine degradation	22094463;32205462	1J7H	FCFCBC	Defense mechanisms
749	FGCHFFMF_00725	CDS	2334	relA	2.7.6.5	COG0317	GTP pyrophosphokinase	K	(p)ppGpp synthase/hydrolase, HD superfamily	SpoT			1TDJ	FCDCEC	Transcription
750	FGCHFFMF_00725	CDS	2334	relA	2.7.6.5	COG0317	GTP pyrophosphokinase	T	(p)ppGpp synthase/hydrolase, HD superfamily	SpoT			1TDJ	FCFCAC	Signal transduction mechanisms
751	FGCHFFMF_00726	CDS	648				hypothetical protein								
752	FGCHFFMF_00727	CDS	651				hypothetical protein								
753	FGCHFFMF_00728	CDS	1122	garK	2.7.1.165	COG1929	Glycerate 2-kinase	G	Glycerate kinase	GlxK	Non-phosphorylated Entner-Doudoroff pathway		1TO6	CCFCFC	Carbohydrate transport and metabolism
754	FGCHFFMF_00729	CDS	1920	thrZ	6.1.1.3	COG0441	Threonine--tRNA ligase 2	J	Threonyl-tRNA synthetase	ThrS	Aminoacyl-tRNA synthetases		1NYQ	FCCCFC	Translation, ribosomal structure and biogenesis
755	FGCHFFMF_00730	CDS	759				hypothetical protein								
756	FGCHFFMF_00731	CDS	699	psd	4.1.1.65		Phosphatidylserine decarboxylase proenzyme								
757	FGCHFFMF_00732	CDS	1122				hypothetical protein								
758	FGCHFFMF_00733	CDS	909	secF		COG0341	Protein translocase subunit SecF	U	Preprotein translocase subunit SecF	SecF		28830929	2FYH	ACFCAC	Intracellular trafficking, secretion, and vesicular transport
759	FGCHFFMF_00734	CDS	1353	secDF		COG0341	Protein translocase subunit SecDF	U	Preprotein translocase subunit SecF	SecF		28830929	2FYH	ACFCAC	Intracellular trafficking, secretion, and vesicular transport
760	FGCHFFMF_00735	CDS	5580				hypothetical protein								
761	FGCHFFMF_00736	CDS	423				hypothetical protein								
762	FGCHFFMF_00737	CDS	951	argF	2.1.3.3	COG0078	Ornithine carbamoyltransferase	E	Ornithine carbamoyltransferase	ArgF	Arginine biosynthesis		1A1S	DCFCFC	Amino acid transport and metabolism
763	FGCHFFMF_00738	CDS	1227	argD	2.6.1.11	COG4992	Acetylornithine aminotransferase	E	Acetylornithine/succinyldiaminopimelate/putrescine aminotransferase	ArgD	Arginine biosynthesis		2E54	DCFCFC	Amino acid transport and metabolism
764	FGCHFFMF_00739	CDS	882	argB	2.7.2.8	COG0548	Acetylglutamate kinase	E	N-acetylglutamate kinase	ArgB	Arginine biosynthesis		3S6G	DCFCFC	Amino acid transport and metabolism
765	FGCHFFMF_00740	CDS	1341	trmFO	2.1.1.74	COG1206	Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO	J	Folate-dependent tRNA-U54 methylase TrmFO/GidA	TrmFO	tRNA modification	16027442		FCCCFC	Translation, ribosomal structure and biogenesis
766	FGCHFFMF_00741	CDS	2349	topA	5.6.2.1		DNA topoisomerase 1								
767	FGCHFFMF_00742	CDS	1116				hypothetical protein								
768	FGCHFFMF_00743	CDS	2154	ftsA_1			Cell division protein FtsA								
769	FGCHFFMF_00744	CDS	612	cheC_1	3.-.-.-	COG1776	CheY-P phosphatase CheC	T	Phosphoaspartate phosphatase CheC, specific for CheY-P	CheC			2F9Z	FCFCAC	Signal transduction mechanisms
770	FGCHFFMF_00745	CDS	1950	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA	T	Chemotaxis protein histidine kinase CheA	CheA			1B3Q	FCFCAC	Signal transduction mechanisms
771	FGCHFFMF_00746	CDS	1047	cheB_2	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase	T	Chemotaxis response regulator CheB, contains REC and protein-glutamate methylesterase domains	CheB			1A2O	FCFCAC	Signal transduction mechanisms
772	FGCHFFMF_00747	CDS	366	cheY_1		COG0784	Chemotaxis protein CheY	T	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	CheY			6QRJ	FCFCAC	Signal transduction mechanisms
773	FGCHFFMF_00748	CDS	501	cheW		COG0835	Chemotaxis protein CheW	T	Chemotaxis signal transduction protein CheW	CheW			2QDL	FCFCAC	Signal transduction mechanisms
774	FGCHFFMF_00749	CDS	1287	mcpB		COG0840	Methyl-accepting chemotaxis protein McpB	T	Methyl-accepting chemotaxis protein (MCP)	Tar			1QU7	FCFCAC	Signal transduction mechanisms
775	FGCHFFMF_00750	CDS	495	cheD	3.5.1.44	COG1871	Chemoreceptor glutamine deamidase CheD	T	Chemotaxis receptor (MCP) glutamine deamidase CheD	CheD			2F9Z	FCFCAC	Signal transduction mechanisms
776	FGCHFFMF_00751	CDS	630	cheC_2	3.-.-.-	COG1776	CheY-P phosphatase CheC	T	Phosphoaspartate phosphatase CheC, specific for CheY-P	CheC			2F9Z	FCFCAC	Signal transduction mechanisms
777	FGCHFFMF_00752	CDS	366	cheY_2		COG0784	Chemotaxis protein CheY	T	CheY-like REC (receiver) domain, includes chemotaxis protein CheY  and sporulation regulator Spo0F	CheY			6QRJ	FCFCAC	Signal transduction mechanisms
778	FGCHFFMF_00753	CDS	336	glnB_2		COG0347	Nitrogen regulatory protein P-II	T	Nitrogen regulatory protein PII	GlnK		24610711	2GW8	FCFCAC	Signal transduction mechanisms
779	FGCHFFMF_00753	CDS	336	glnB_2		COG0347	Nitrogen regulatory protein P-II	E	Nitrogen regulatory protein PII	GlnK		24610711	2GW8	DCFCFC	Amino acid transport and metabolism
780	FGCHFFMF_00754	CDS	1584	bepA_1	3.4.-.-		Beta-barrel assembly-enhancing protease								
781	FGCHFFMF_00755	CDS	654				hypothetical protein								
782	FGCHFFMF_00756	CDS	1176	bepA_2	3.4.-.-		Beta-barrel assembly-enhancing protease								
783	FGCHFFMF_00757	CDS	834	cheR	2.1.1.80		Chemotaxis protein methyltransferase								
784	FGCHFFMF_00758	CDS	1764				hypothetical protein								
785	FGCHFFMF_00759	CDS	474				hypothetical protein								
786	FGCHFFMF_00760	CDS	2301	cpoB_4			Cell division coordinator CpoB								
787	FGCHFFMF_00761	CDS	876	prmC	2.1.1.297		Release factor glutamine methyltransferase								
788	FGCHFFMF_00762	CDS	1074	prfA		COG0216	Peptide chain release factor 1	J	Protein chain release factor RF1	PrfA	Translation factors		1RQ0	FCCCFC	Translation, ribosomal structure and biogenesis
789	FGCHFFMF_00763	CDS	216	rpmE		COG0254	50S ribosomal protein L31	J	Ribosomal protein L31	RpmE	Ribosome 50S subunit		1VS6	FCCCFC	Translation, ribosomal structure and biogenesis
790	FGCHFFMF_00764	CDS	1260	rho	3.6.4.-	COG1158	Transcription termination factor Rho	K	Transcription termination factor Rho	Rho			1PVO	FCDCEC	Transcription
791	FGCHFFMF_00765	CDS	1461				hypothetical protein								
792	FGCHFFMF_00766	CDS	1443				hypothetical protein								
793	FGCHFFMF_00767	CDS	1194				hypothetical protein								
794	FGCHFFMF_00768	CDS	867	rny_1	3.1.-.-		Ribonuclease Y								
795	FGCHFFMF_00769	CDS	573	coaE	2.7.1.24		Dephospho-CoA kinase								
796	FGCHFFMF_00770	CDS	2700	polA	2.7.7.7		DNA polymerase I, thermostable								
797	FGCHFFMF_00771	CDS	831				hypothetical protein								
798	FGCHFFMF_00772	CDS	849				hypothetical protein								
799	FGCHFFMF_00773	CDS	2112				hypothetical protein								
800	FGCHFFMF_00774	CDS	1008	oppF		COG4608	Oligopeptide transport ATP-binding protein OppF	E	ABC-type oligopeptide transport system, ATPase component	AppF				DCFCFC	Amino acid transport and metabolism
801	FGCHFFMF_00775	CDS	690	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A	L	DNA gyrase/topoisomerase IV, subunit A	GyrA			1SUU	FCDCDC	Replication, recombination and repair
802	FGCHFFMF_00776	CDS	2835	sasA_3	2.7.-.-		Adaptive-response sensory-kinase SasA								
803	FGCHFFMF_00777	CDS	381	thiE_1	2.5.1.3		Thiamine-phosphate synthase								
804	FGCHFFMF_00778	CDS	696	thiE_2	2.5.1.3		Thiamine-phosphate synthase								
805	FGCHFFMF_00779	CDS	1140	braC		COG0683	Leucine-, isoleucine-, valine-, threonine-, and alanine-binding protein	E	ABC-type branched-chain amino acid transport system, periplasmic component	LivK			1USG	DCFCFC	Amino acid transport and metabolism
