	seqname	contigLen	totalAvgDepth	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam	29a45e09-e5c8-45c0-9213-0cc1e124c5aa.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
7471	NODE_7472_length_9983_cov_4.067687	9983	6.4491	6.4491	6.72885	bin.037	67.0							Bacteria?					
7481	NODE_7482_length_9970_cov_4.017045	9970	6.41548	6.41548	7.12038	bin.037	69.0							Bacteria?					
7521	NODE_7522_length_9938_cov_4.139634	9938	6.4812	6.4812	7.80788	bin.037	64.0							Bacteria?					
7555	NODE_7556_length_9915_cov_4.521400	9915	7.08008	7.08008	9.9029	bin.037	70.0							Bacteria?					
7610	NODE_7611_length_9871_cov_4.155460	9871	6.73346	6.73346	7.18866	bin.037	70.0							Bacteria?					
7632	NODE_7633_length_9856_cov_4.516070	9856	7.15228	7.15228	8.19583	bin.037	71.0							Bacteria?					
7729	NODE_7730_length_9782_cov_4.530277	9782	7.05845	7.05845	11.2097	bin.037	66.0							Bacteria?					
7751	NODE_7752_length_9766_cov_4.550201	9766	6.92658	6.92658	7.2837	bin.037	67.0							Bacteria?					
7777	NODE_7778_length_9748_cov_4.299598	9748	6.73338	6.73338	7.03912	bin.037	68.0							Bacteria?					
7782	NODE_7783_length_9742_cov_4.829462	9742	7.57131	7.57131	9.93047	bin.037	66.0							Bacteria?					
7800	NODE_7801_length_9733_cov_4.362058	9733	6.91276	6.91276	11.3759	bin.037	64.0							Bacteria?					
7801	NODE_7802_length_9733_cov_4.022629	9733	6.50391	6.50391	7.68268	bin.037	65.0	bin.037	0.587	0.013	0.093	0.173	0.587	dsDNAphage	9731.0	0.0	14.3	0.0	|full
7803	NODE_7804_length_9732_cov_4.376046	9732	6.87445	6.87445	8.16365	bin.037	65.0							Bacteria?					
7804	NODE_7805_length_9731_cov_4.505374	9731	6.92162	6.92162	5.95732	bin.037	65.0							Bacteria?					
7807	NODE_7808_length_9730_cov_4.503359	9730	6.99906	6.99906	15.2347	bin.037	67.0							Bacteria?					
7843	NODE_7844_length_9708_cov_4.667254	9708	7.44256	7.44256	10.7207	bin.037	68.0							Bacteria?					
7854	NODE_7855_length_9699_cov_4.245749	9699	6.80899	6.80899	7.04782	bin.037	66.0							Bacteria?					
7884	NODE_7885_length_9674_cov_3.966317	9674	6.36256	6.36256	7.14509	bin.037	71.0							Bacteria?					
7892	NODE_7893_length_9668_cov_4.438989	9668	6.76466	6.76466	7.61031	bin.037	64.0							Bacteria?					
7911	NODE_7912_length_9650_cov_4.535800	9650	7.198	7.198	9.41805	bin.037	67.0							Bacteria?					
7988	NODE_7989_length_9599_cov_3.649099	9599	5.89491	5.89491	6.85185	bin.037	66.0							Bacteria?					
7996	NODE_7997_length_9594_cov_3.992871	9594	6.22903	6.22903	10.1595	bin.037	65.0							Bacteria?					
8069	NODE_8070_length_9547_cov_4.444058	9547	6.86964	6.86964	7.74044	bin.037	65.0							Bacteria?					
8088	NODE_8089_length_9532_cov_3.486652	9532	5.59945	5.59945	5.15664	bin.037	64.0	bin.037	0.993	0.16	0.153	0.527	0.993	dsDNAphage	9515.0	1.0	13.3	0.0	|full
8102	NODE_8103_length_9521_cov_4.000317	9521	6.33913	6.33913	8.28268	bin.037	67.0							Bacteria?					
8104	NODE_8105_length_9519_cov_4.180685	9519	6.54467	6.54467	9.12862	bin.037	67.0							Bacteria?					
8109	NODE_8110_length_9516_cov_4.479653	9516	7.1482	7.1482	7.64196	bin.037	68.0							Bacteria?					
8113	NODE_8114_length_9513_cov_4.002643	9513	6.3674	6.3674	7.53467	bin.037	65.0							Bacteria?					
8150	NODE_8151_length_9485_cov_4.508908	9485	7.04392	7.04392	6.45867	bin.037	67.0							Bacteria?					
8205	NODE_8206_length_9447_cov_4.019272	9447	6.37819	6.37819	5.04455	bin.037	68.0							Bacteria?					
8214	NODE_8215_length_9441_cov_3.927019	9441	6.23496	6.23496	6.31259	bin.037	66.0							Bacteria?					
8242	NODE_8243_length_9429_cov_4.189140	9429	6.66343	6.66343	5.92067	bin.037	66.0							Bacteria?					
8285	NODE_8286_length_9403_cov_3.987805	9403	6.15055	6.15055	6.19624	bin.037	66.0							Bacteria?					
8317	NODE_8318_length_9385_cov_4.455841	9385	7.20152	7.20152	8.06208	bin.037	68.0							Bacteria?					
8528	NODE_8529_length_9264_cov_4.327180	9264	6.76651	6.76651	8.11323	bin.037	68.0							Bacteria?					
8589	NODE_8590_length_9225_cov_4.564013	9225	6.9935	6.9935	6.72505	bin.037	67.0							Bacteria?					
8634	NODE_8635_length_9198_cov_5.853877	9198	9.24912	9.24912	13.6321	bin.037	68.0							Bacteria?					
8643	NODE_8644_length_9194_cov_4.194332	9194	6.65469	6.65469	8.02829	bin.037	67.0							Bacteria?					
8644	NODE_8645_length_9194_cov_4.127913	9194	6.49115	6.49115	7.60215	bin.037	69.0							Bacteria?					
8647	NODE_8648_length_9193_cov_4.393740	9193	6.71215	6.71215	10.2094	bin.037	66.0							Bacteria?					
8718	NODE_8719_length_9156_cov_4.203934	9156	6.56585	6.56585	8.01543	bin.037	67.0							Bacteria?					
8731	NODE_8732_length_9151_cov_4.499890	9151	7.08332	7.08332	8.32936	bin.037	66.0							Bacteria?					
8735	NODE_8736_length_9149_cov_4.720145	9149	7.28059	7.28059	9.67078	bin.037	66.0							Bacteria?					
8763	NODE_8764_length_9134_cov_4.811543	9134	7.70971	7.70971	8.99525	bin.037	66.0							Bacteria?					
8860	NODE_8861_length_9072_cov_4.157037	9072	6.48027	6.48027	7.60562	bin.037	66.0							Bacteria?					
8928	NODE_8929_length_9027_cov_4.373161	9027	7.04348	7.04348	9.68672	bin.037	65.0							Bacteria?					
8983	NODE_8984_length_9000_cov_4.292677	9000	6.59616	6.59616	10.7289	bin.037	68.0							Bacteria?					
8990	NODE_8991_length_8997_cov_3.901364	8997	6.13236	6.13236	8.86208	bin.037	65.0							Bacteria?					
8994	NODE_8995_length_8995_cov_3.852237	8995	6.20124	6.20124	9.93659	bin.037	68.0							Bacteria?					
9148	NODE_9149_length_8905_cov_4.368701	8905	7.01713	7.01713	6.82222	bin.037	68.0							Bacteria?					
9253	NODE_9254_length_8852_cov_4.669774	8852	7.36382	7.36382	9.8679	bin.037	67.0							Bacteria?					
9277	NODE_9278_length_8839_cov_4.791439	8839	7.42111	7.42111	8.40349	bin.037	68.0							Bacteria?					
9286	NODE_9287_length_8834_cov_5.650074	8834	8.99574	8.99574	10.515	bin.037	66.0							Bacteria?					
9295	NODE_9296_length_8829_cov_4.616139	8829	7.18032	7.18032	7.87856	bin.037	65.0							Bacteria?					
9331	NODE_9332_length_8806_cov_4.823220	8806	7.60062	7.60062	10.495	bin.037	67.0							Bacteria?					
9387	NODE_9388_length_8775_cov_5.520528	8775	8.14725	8.14725	16.3971	bin.037	67.0							Bacteria?					
9392	NODE_9393_length_8772_cov_4.279798	8772	6.34516	6.34516	6.92137	bin.037	65.0							Bacteria?					
9398	NODE_9399_length_8770_cov_3.897189	8770	6.10209	6.10209	9.95312	bin.037	63.0	bin.037	1.0	0.24	0.307	0.087	1.0	dsDNAphage	8766.0	2.0	22.2	0.0	|full
9423	NODE_9424_length_8756_cov_3.882197	8756	6.23937	6.23937	7.11081	bin.037	65.0							Bacteria?					
9532	NODE_9533_length_8695_cov_4.076273	8695	6.42762	6.42762	7.38496	bin.037	66.0							Bacteria?					
9546	NODE_9547_length_8685_cov_4.105910	8685	6.14083	6.14083	6.91809	bin.037	66.0	bin.037	0.047	0.0	0.007	0.52	0.52	NCLDV	8683.0	0.0	12.5	0.0	|full
9557	NODE_9558_length_8681_cov_4.612103	8681	7.26456	7.26456	12.8257	bin.037	69.0							Bacteria?					
9565	NODE_9566_length_8676_cov_4.628929	8676	7.26789	7.26789	8.28705	bin.037	66.0							Bacteria?					
9601	NODE_9602_length_8656_cov_5.820370	8656	7.30684	7.30684	7.7176	bin.037	69.0							Bacteria?					
9697	NODE_9698_length_8611_cov_12.108228	8611	5.94362	5.94362	15.6284	bin.037	64.0							Bacteria?					
9732	NODE_9733_length_8599_cov_6.867275	8599	9.34347	9.34347	9.72679	bin.037	65.0							Bacteria?					
9733	NODE_9734_length_8599_cov_4.119031	8599	6.70091	6.70091	5.87484	bin.037	69.0							Bacteria?					
9791	NODE_9792_length_8571_cov_5.934359	8571	7.49887	7.49887	9.56658	bin.037	68.0							Bacteria?					
9795	NODE_9796_length_8569_cov_3.755344	8569	5.86827	5.86827	4.60454	bin.037	67.0							Bacteria?					
9895	NODE_9896_length_8517_cov_5.129638	8517	7.92482	7.92482	8.79027	bin.037	66.0							Bacteria?					
9906	NODE_9907_length_8512_cov_4.627291	8512	7.03564	7.03564	8.10647	bin.037	68.0							Bacteria?					
9907	NODE_9908_length_8512_cov_4.536360	8512	7.22949	7.22949	9.43521	bin.037	68.0							Bacteria?					
10003	NODE_10004_length_8455_cov_4.178810	8455	6.32643	6.32643	6.2908	bin.037	66.0							Bacteria?					
10012	NODE_10013_length_8451_cov_3.685207	8451	5.94699	5.94699	5.78222	bin.037	67.0							Bacteria?					
10053	NODE_10054_length_8429_cov_4.343205	8429	6.88332	6.88332	6.62956	bin.037	65.0							Bacteria?					
10143	NODE_10144_length_8388_cov_4.599664	8388	7.16618	7.16618	7.54974	bin.037	66.0							Bacteria?					
10158	NODE_10159_length_8383_cov_4.196446	8383	6.56759	6.56759	8.12349	bin.037	67.0							Bacteria?					
10174	NODE_10175_length_8378_cov_4.181545	8378	6.7105	6.7105	9.12248	bin.037	65.0	bin.037	0.0	0.0	0.007	0.567	0.567	NCLDV	7615.0	0.0	12.5	0.0	|full
10255	NODE_10256_length_8341_cov_4.055998	8341	6.3593	6.3593	8.0996	bin.037	68.0							Bacteria?					
10291	NODE_10292_length_8324_cov_4.836135	8324	7.41828	7.41828	11.6136	bin.037	67.0							Bacteria?					
10302	NODE_10303_length_8320_cov_4.464610	8320	7.12876	7.12876	10.7404	bin.037	66.0							Bacteria?					
10316	NODE_10317_length_8314_cov_4.031360	8314	6.50331	6.50331	7.73464	bin.037	70.0							Bacteria?					
10343	NODE_10344_length_8301_cov_4.553480	8301	7.08379	7.08379	6.7308	bin.037	68.0							Bacteria?					
10352	NODE_10353_length_8295_cov_4.595388	8295	7.19251	7.19251	10.1164	bin.037	63.0							Bacteria?					
10372	NODE_10373_length_8286_cov_3.719718	8286	5.96866	5.96866	5.73405	bin.037	67.0							Bacteria?					
10392	NODE_10393_length_8278_cov_4.120516	8278	6.54331	6.54331	6.45878	bin.037	66.0							Bacteria?					
10405	NODE_10406_length_8273_cov_5.653322	8273	7.00135	7.00135	7.31893	bin.037	66.0							Bacteria?					
10410	NODE_10411_length_8271_cov_4.794547	8271	7.71617	7.71617	9.28352	bin.037	66.0							Bacteria?					
10427	NODE_10428_length_8259_cov_4.275597	8259	6.55371	6.55371	8.23759	bin.037	68.0							Bacteria?					
10430	NODE_10431_length_8257_cov_4.311387	8257	6.51708	6.51708	9.25133	bin.037	68.0							Bacteria?					
10432	NODE_10433_length_8256_cov_4.216071	8256	6.74352	6.74352	6.34175	bin.037	65.0							Bacteria?					
10448	NODE_10449_length_8250_cov_4.877242	8250	7.6784	7.6784	11.8989	bin.037	65.0							Bacteria?					
10513	NODE_10514_length_8215_cov_4.210539	8215	6.82343	6.82343	8.11203	bin.037	67.0							Bacteria?					
10523	NODE_10524_length_8211_cov_5.012138	8211	7.85659	7.85659	9.50572	bin.037	66.0							Bacteria?					
10580	NODE_10581_length_8188_cov_4.666298	8188	7.12055	7.12055	9.79205	bin.037	67.0							Bacteria?					
10647	NODE_10648_length_8148_cov_4.625602	8148	7.58577	7.58577	8.32438	bin.037	66.0							Bacteria?					
10656	NODE_10657_length_8146_cov_4.372265	8146	6.68021	6.68021	7.1483	bin.037	67.0							Bacteria?					
10663	NODE_10664_length_8144_cov_4.026456	8144	6.54053	6.54053	9.00047	bin.037	69.0							Bacteria?					
10690	NODE_10691_length_8133_cov_4.372369	8133	6.91883	6.91883	11.4336	bin.037	65.0							Bacteria?					
10703	NODE_10704_length_8127_cov_4.392963	8127	6.79992	6.79992	11.0602	bin.037	67.0							Bacteria?					
10717	NODE_10718_length_8122_cov_4.414900	8122	6.51693	6.51693	7.24243	bin.037	64.0							Bacteria?					
10744	NODE_10745_length_8109_cov_3.945865	8109	6.12791	6.12791	6.92055	bin.037	66.0							Bacteria?					
10755	NODE_10756_length_8103_cov_4.150845	8103	6.50346	6.50346	8.65302	bin.037	69.0							Bacteria?					
10837	NODE_10838_length_8067_cov_4.077009	8067	6.57421	6.57421	6.42966	bin.037	63.0							Bacteria?					
10950	NODE_10951_length_8022_cov_9.324338	8022	5.34667	5.34667	10.9059	bin.037	66.0							Bacteria?					
10954	NODE_10955_length_8020_cov_4.394852	8020	6.95413	6.95413	6.33636	bin.037	69.0							Bacteria?					
10963	NODE_10964_length_8014_cov_4.147506	8014	6.50852	6.50852	8.06074	bin.037	68.0							Bacteria?					
10981	NODE_10982_length_8007_cov_4.842681	8007	7.65738	7.65738	9.32961	bin.037	67.0							Bacteria?					
10984	NODE_10985_length_8006_cov_3.763426	8006	6.08821	6.08821	5.70206	bin.037	65.0							Bacteria?					
11044	NODE_11045_length_7981_cov_4.166540	7981	6.68727	6.68727	9.39422	bin.037	67.0							Bacteria?					
11068	NODE_11069_length_7973_cov_4.728846	7973	7.33286	7.33286	9.60075	bin.037	69.0							Bacteria?					
11081	NODE_11082_length_7966_cov_4.765896	7966	7.52085	7.52085	11.0128	bin.037	70.0							Bacteria?					
11085	NODE_11086_length_7965_cov_4.703540	7965	7.48381	7.48381	9.08468	bin.037	65.0							Bacteria?					
11103	NODE_11104_length_7959_cov_4.119560	7959	6.39685	6.39685	4.05965	bin.037	67.0							Bacteria?					
11162	NODE_11163_length_7935_cov_4.775635	7935	6.98446	6.98446	11.5873	bin.037	67.0							Bacteria?					
11206	NODE_11207_length_7912_cov_4.545501	7912	7.36975	7.36975	7.80563	bin.037	69.0							Bacteria?					
11283	NODE_11284_length_7878_cov_3.958584	7878	6.33333	6.33333	9.46201	bin.037	66.0							Bacteria?					
11314	NODE_11315_length_7868_cov_3.981953	7868	6.52591	6.52591	5.73273	bin.037	67.0							Bacteria?					
11315	NODE_11316_length_7868_cov_3.950595	7868	6.25421	6.25421	8.76211	bin.037	67.0							Bacteria?					
11339	NODE_11340_length_7859_cov_4.253203	7859	6.53665	6.53665	8.61594	bin.037	64.0							Bacteria?					
11383	NODE_11384_length_7843_cov_4.654083	7843	7.1348	7.1348	10.6941	bin.037	67.0							Bacteria?					
11388	NODE_11389_length_7842_cov_4.359188	7842	6.76989	6.76989	9.80085	bin.037	62.0							Bacteria?					
11433	NODE_11434_length_7827_cov_3.915980	7827	6.32838	6.32838	6.17835	bin.037	70.0							Bacteria?					
11452	NODE_11453_length_7821_cov_4.255601	7821	6.50085	6.50085	6.71112	bin.037	67.0							Bacteria?					
11454	NODE_11455_length_7820_cov_4.032840	7820	6.36701	6.36701	7.07828	bin.037	69.0							Bacteria?					
11519	NODE_11520_length_7804_cov_4.205833	7804	6.71205	6.71205	8.37258	bin.037	67.0							Bacteria?					
11546	NODE_11547_length_7795_cov_4.748450	7795	7.35618	7.35618	10.5387	bin.037	68.0							Bacteria?					
11584	NODE_11585_length_7785_cov_4.239327	7785	6.65986	6.65986	10.4067	bin.037	66.0							Bacteria?					
11615	NODE_11616_length_7774_cov_4.659541	7774	7.11818	7.11818	6.71936	bin.037	67.0							Bacteria?					
11620	NODE_11621_length_7772_cov_4.175457	7772	6.65219	6.65219	7.28015	bin.037	67.0							Bacteria?					
11687	NODE_11688_length_7749_cov_4.624383	7749	7.10212	7.10212	7.54894	bin.037	70.0							Bacteria?					
11794	NODE_11795_length_7711_cov_4.455068	7711	6.85452	6.85452	7.66214	bin.037	69.0							Bacteria?					
11853	NODE_11854_length_7692_cov_3.869582	7692	5.81199	5.81199	8.45265	bin.037	66.0							Bacteria?					
11918	NODE_11919_length_7668_cov_4.222251	7668	6.73238	6.73238	7.68225	bin.037	66.0							Bacteria?					
11926	NODE_11927_length_7665_cov_4.822733	7665	7.63313	7.63313	7.78014	bin.037	67.0							Bacteria?					
11988	NODE_11989_length_7642_cov_4.597206	7642	7.36145	7.36145	6.49628	bin.037	68.0							Bacteria?					
12009	NODE_12010_length_7634_cov_4.972556	7634	7.63642	7.63642	11.0485	bin.037	66.0							Bacteria?					
12121	NODE_12122_length_7595_cov_4.351061	7595	6.83076	6.83076	7.04281	bin.037	67.0							Bacteria?					
12128	NODE_12129_length_7590_cov_4.370139	7590	6.83118	6.83118	8.55379	bin.037	67.0							Bacteria?					
12134	NODE_12135_length_7588_cov_5.078986	7588	7.99516	7.99516	8.23506	bin.037	67.0							Bacteria?					
12176	NODE_12177_length_7576_cov_3.549129	7576	5.65594	5.65594	9.65703	bin.037	67.0							Bacteria?					
12179	NODE_12180_length_7575_cov_4.810771	7575	6.39259	6.39259	8.69703	bin.037	67.0							Bacteria?					
12183	NODE_12184_length_7574_cov_4.474930	7574	6.64978	6.64978	10.3613	bin.037	66.0							Bacteria?					
12208	NODE_12209_length_7563_cov_4.390916	7563	6.86713	6.86713	7.77923	bin.037	66.0							Bacteria?					
12298	NODE_12299_length_7536_cov_4.014971	7536	6.2521	6.2521	7.42471	bin.037	67.0							Bacteria?					
12322	NODE_12323_length_7527_cov_3.844888	7527	5.93493	5.93493	10.4179	bin.037	64.0							Bacteria?					
12352	NODE_12353_length_7515_cov_4.702681	7515	6.98316	6.98316	10.5721	bin.037	66.0							Bacteria?					
12391	NODE_12392_length_7504_cov_4.015573	7504	6.37191	6.37191	6.21344	bin.037	67.0							Bacteria?					
12433	NODE_12434_length_7487_cov_4.001076	7487	6.55772	6.55772	8.14921	bin.037	69.0							Bacteria?					
12482	NODE_12483_length_7472_cov_4.235001	7472	6.75758	6.75758	7.14672	bin.037	62.0	bin.037	0.58	0.007	0.28	0.587	0.587	NCLDV	5829.0	0.0	20.0	0.0	|full
12500	NODE_12501_length_7464_cov_4.022945	7464	6.48346	6.48346	5.99235	bin.037	64.0	bin.037	0.673	0.14	0.653	0.313	0.673	dsDNAphage	7159.0	0.0	25.0	0.0	|full
12617	NODE_12618_length_7425_cov_4.581004	7425	7.07217	7.07217	7.99244	bin.037	64.0							Bacteria?					
12682	NODE_12683_length_7402_cov_3.654689	7402	5.67319	5.67319	5.72164	bin.037	69.0							Bacteria?					
12696	NODE_12697_length_7398_cov_3.905080	7398	6.21882	6.21882	7.96927	bin.037	64.0							Bacteria?					
12835	NODE_12836_length_7356_cov_4.420216	7356	6.91507	6.91507	8.59302	bin.037	66.0							Bacteria?					
12855	NODE_12856_length_7351_cov_4.520696	7351	7.11846	7.11846	6.66277	bin.037	65.0							Bacteria?					
12857	NODE_12858_length_7351_cov_4.179002	7351	6.59228	6.59228	7.46938	bin.037	66.0							Bacteria?					
12897	NODE_12898_length_7339_cov_4.334020	7339	6.75866	6.75866	8.26425	bin.037	64.0							Bacteria?					
12935	NODE_12936_length_7324_cov_4.871784	7324	7.62838	7.62838	6.17084	bin.037	68.0							Bacteria?					
12957	NODE_12958_length_7318_cov_4.448024	7318	7.06459	7.06459	5.79135	bin.037	67.0							Bacteria?					
12958	NODE_12959_length_7318_cov_4.003304	7318	6.36537	6.36537	7.90935	bin.037	67.0							Bacteria?					
12988	NODE_12989_length_7310_cov_4.248656	7310	6.74455	6.74455	9.86222	bin.037	67.0							Bacteria?					
13080	NODE_13081_length_7283_cov_4.104593	7283	6.52587	6.52587	8.23925	bin.037	67.0							Bacteria?					
13091	NODE_13092_length_7280_cov_4.449135	7280	6.76676	6.76676	12.3275	bin.037	67.0							Bacteria?					
13100	NODE_13101_length_7277_cov_4.462199	7277	7.0195	7.0195	6.5945	bin.037	70.0							Bacteria?					
13151	NODE_13152_length_7262_cov_4.946025	7262	7.96105	7.96105	8.66859	bin.037	66.0							Bacteria?					
13187	NODE_13188_length_7251_cov_4.667315	7251	6.96888	6.96888	10.9193	bin.037	68.0							Bacteria?					
13188	NODE_13189_length_7251_cov_4.046554	7251	6.56598	6.56598	5.91246	bin.037	68.0							Bacteria?					
13214	NODE_13215_length_7243_cov_3.127574	7243	5.08544	5.08544	6.56735	bin.037	67.0							Bacteria?					
13246	NODE_13247_length_7235_cov_4.171031	7235	6.44813	6.44813	7.65893	bin.037	70.0							Bacteria?					
13266	NODE_13267_length_7230_cov_3.784669	7230	6.08503	6.08503	5.90255	bin.037	67.0							Bacteria?					
13293	NODE_13294_length_7223_cov_3.660156	7223	5.71115	5.71115	5.8683	bin.037	68.0							Bacteria?					
13298	NODE_13299_length_7222_cov_4.276266	7222	6.98077	6.98077	8.44379	bin.037	68.0							Bacteria?					
13327	NODE_13328_length_7216_cov_5.082251	7216	7.93716	7.93716	8.60639	bin.037	69.0							Bacteria?					
13328	NODE_13329_length_7216_cov_3.827259	7216	5.72955	5.72955	4.86626	bin.037	62.0							Bacteria?					
13357	NODE_13358_length_7207_cov_4.131292	7207	6.58977	6.58977	8.5241	bin.037	67.0							Bacteria?					
13430	NODE_13431_length_7185_cov_4.243338	7185	6.71713	6.71713	4.98033	bin.037	65.0							Bacteria?					
13442	NODE_13443_length_7182_cov_3.114214	7182	5.05674	5.05674	5.28329	bin.037	69.0							Bacteria?					
13489	NODE_13490_length_7169_cov_3.596992	7169	5.71164	5.71164	6.31038	bin.037	65.0							Bacteria?					
13519	NODE_13520_length_7160_cov_3.850387	7160	5.9893	5.9893	4.68905	bin.037	63.0							Bacteria?					
13547	NODE_13548_length_7152_cov_4.629139	7152	7.13639	7.13639	10.266	bin.037	66.0							Bacteria?					
13572	NODE_13573_length_7145_cov_3.910155	7145	6.20729	6.20729	5.87717	bin.037	66.0							Bacteria?					
13584	NODE_13585_length_7139_cov_4.885658	7139	6.69838	6.69838	6.28476	bin.037	69.0							Bacteria?					
13592	NODE_13593_length_7138_cov_4.537202	7138	7.00916	7.00916	7.11512	bin.037	67.0							Bacteria?					
13714	NODE_13715_length_7105_cov_4.305816	7105	6.70324	6.70324	8.70199	bin.037	66.0							Bacteria?					
13719	NODE_13720_length_7103_cov_4.426220	7103	6.98562	6.98562	9.44192	bin.037	69.0							Bacteria?					
13720	NODE_13721_length_7103_cov_4.338110	7103	6.57011	6.57011	9.37572	bin.037	66.0							Bacteria?					
13821	NODE_13822_length_7075_cov_4.714103	7075	7.4156	7.4156	10.1092	bin.037	67.0							Bacteria?					
13853	NODE_13854_length_7066_cov_3.945657	7066	6.23221	6.23221	6.96245	bin.037	67.0	bin.037	0.613	0.0	0.0	0.447	0.613	dsDNAphage	6732.0	1.0	25.0	12.5	|full
13864	NODE_13865_length_7062_cov_4.518196	7062	6.97902	6.97902	10.3977	bin.037	68.0							Bacteria?					
13877	NODE_13878_length_7059_cov_4.720874	7059	7.27804	7.27804	6.56644	bin.037	66.0							Bacteria?					
13915	NODE_13916_length_7049_cov_4.884329	7049	7.67865	7.67865	10.3658	bin.037	64.0							Bacteria?					
13951	NODE_13952_length_7043_cov_3.761878	7043	6.06267	6.06267	5.70935	bin.037	70.0							Bacteria?					
13959	NODE_13960_length_7041_cov_3.865302	7041	6.08228	6.08228	6.6891	bin.037	67.0							Bacteria?					
