	seqname	contigLen	totalAvgDepth	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam	2c11f2d7-e513-4790-bed2-3d20f1d9d7cd.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
21554	NODE_21555_length_6113_cov_3.478046	6113	5.42982	5.42982	4.37257	bin.017	31.0	bin.017	0.693	0.633	0.267	0.513	0.693	dsDNAphage	6111.0	0.0	20.0	0.0	|full
25533	NODE_25534_length_5438_cov_3.261007	5438	5.07375	5.07375	6.16177	bin.017	33.0	bin.017	0.873	0.893	0.727	0.453	0.893	ssDNA	1368.0	0.0	14.3	0.0	|full
26174	NODE_26175_length_5350_cov_3.554674	5350	5.60462	5.60462	5.69318	bin.017	30.0	bin.017	0.947	0.76	0.64	0.993	0.993	NCLDV	5348.0	0.0	100.0	0.0	|full
26326	NODE_26327_length_5331_cov_3.231615	5331	5.08454	5.08454	3.18394	bin.017	31.0	bin.017	0.94	0.82	0.42	0.453	0.94	dsDNAphage	5329.0	0.0	30.0	0.0	|full
26475	NODE_26476_length_5311_cov_3.760845	5311	6.01511	6.01511	5.40788	bin.017	31.0							Bacteria?					
27934	NODE_27935_length_5123_cov_3.218627	5123	5.15202	5.15202	6.41129	bin.017	32.0							Bacteria?					
28023	NODE_28024_length_5112_cov_3.394700	5112	5.40347	5.40347	4.44105	bin.017	31.0	bin.017	0.947	0.627	0.653	0.293	0.947	dsDNAphage	5108.0	0.0	40.0	0.0	|full
12079	NODE_12080_length_9138_cov_2.941319	9138	4.70872	4.70872	5.543	bin.018	60.0							Bacteria?					
14203	NODE_14204_length_8122_cov_3.990331	8122	6.03763	6.03763	7.46109	bin.018	66.0							Bacteria?					
14373	NODE_14374_length_8058_cov_2.829064	8058	4.77339	4.77339	3.91299	bin.018	67.0							Bacteria?					
14741	NODE_14742_length_7909_cov_4.614464	7909	7.37917	7.37917	10.3636	bin.018	61.0							Bacteria?					
15404	NODE_15405_length_7667_cov_2.830399	7667	4.60835	4.60835	4.67588	bin.018	64.0							Bacteria?					
17284	NODE_17285_length_7089_cov_2.529713	7089	4.0405	4.0405	4.11762	bin.018	64.0							Bacteria?					
20685	NODE_20686_length_6279_cov_2.975578	6279	4.68608	4.68608	4.39227	bin.018	64.0	bin.018	0.933	0.253	0.113	0.213	0.933	dsDNAphage	6184.0	0.0	22.2	0.0	|full
20926	NODE_20927_length_6231_cov_2.661431	6231	4.28268	4.28268	4.14554	bin.018	60.0							Bacteria?					
21297	NODE_21298_length_6162_cov_3.344359	6162	4.78859	4.78859	7.30928	bin.018	64.0							Bacteria?					
21606	NODE_21607_length_6103_cov_2.626984	6103	4.18058	4.18058	4.85267	bin.018	64.0							Bacteria?					
23209	NODE_23210_length_5809_cov_2.686653	5809	4.26453	4.26453	3.06206	bin.018	61.0							Bacteria?					
23536	NODE_23537_length_5753_cov_2.805721	5753	4.19258	4.19258	3.97127	bin.018	63.0							Bacteria?					
24815	NODE_24816_length_5544_cov_2.617963	5544	4.15536	4.15536	3.80833	bin.018	62.0							Bacteria?					
25048	NODE_25049_length_5512_cov_2.694521	5512	4.27154	4.27154	3.62386	bin.018	63.0							Bacteria?					
25064	NODE_25065_length_5509_cov_3.661716	5509	5.82497	5.82497	6.64452	bin.018	68.0							Bacteria?					
25350	NODE_25351_length_5463_cov_3.320636	5463	4.62789	4.62789	6.38775	bin.018	64.0							Bacteria?					
25549	NODE_25550_length_5435_cov_3.597212	5435	5.67133	5.67133	5.33617	bin.018	62.0							Bacteria?					
25939	NODE_25940_length_5380_cov_2.796620	5380	4.76348	4.76348	4.07226	bin.018	64.0							Bacteria?					
26086	NODE_26087_length_5362_cov_2.699830	5362	4.3538	4.3538	5.90515	bin.018	60.0							Bacteria?					
26332	NODE_26333_length_5331_cov_2.569560	5331	4.13781	4.13781	4.35585	bin.018	65.0							Bacteria?					
26436	NODE_26437_length_5316_cov_3.248622	5316	4.98432	4.98432	7.08291	bin.018	61.0							Bacteria?					
26743	NODE_26744_length_5275_cov_2.559770	5275	4.09073	4.09073	4.49572	bin.018	61.0							Bacteria?					
27101	NODE_27102_length_5230_cov_2.174686	5230	3.24862	3.24862	2.59911	bin.018	63.0							Bacteria?					
27224	NODE_27225_length_5215_cov_3.446705	5215	5.15617	5.15617	5.58117	bin.018	65.0							Bacteria?					
27227	NODE_27228_length_5215_cov_2.818798	5215	4.68904	4.68904	5.03821	bin.018	63.0							Bacteria?					
27509	NODE_27510_length_5177_cov_2.931667	5177	4.54665	4.54665	7.50489	bin.018	61.0							Bacteria?					
27747	NODE_27748_length_5147_cov_3.244698	5147	4.6594	4.6594	4.72987	bin.018	67.0							Bacteria?					
28008	NODE_28009_length_5114_cov_2.682941	5114	4.16942	4.16942	4.5787	bin.018	62.0							Bacteria?					
28588	NODE_28589_length_5052_cov_2.469882	5052	3.96369	3.96369	3.12744	bin.018	60.0	bin.018	0.127	0.013	0.133	0.64	0.64	NCLDV	4838.0	0.0	20.0	0.0	|full
28645	NODE_28646_length_5046_cov_2.385895	5046	4.11091	4.11091	3.64716	bin.018	65.0							Bacteria?					
21	NODE_22_length_234673_cov_9.044660	234673	14.0345	14.0345	18.1441	bin.019	30.0	bin.019	1.0	0.013	0.06	0.633	1.0	dsDNAphage	234665.0	12.0	35.2	0.9	|full
2	NODE_3_length_440350_cov_109.518941	440350	169.75	169.75	471.455	bin.020	62.0							Bacteria?					
3	NODE_4_length_423791_cov_111.039074	423791	171.98	171.98	518.118	bin.020	62.0							Bacteria?					
5	NODE_6_length_352532_cov_113.869935	352532	176.65	176.65	504.71	bin.020	62.0							Bacteria?					
6	NODE_7_length_346660_cov_111.206036	346660	172.795	172.795	493.194	bin.020	63.0							Bacteria?					
8	NODE_9_length_313916_cov_110.646949	313916	172.24	172.24	410.478	bin.020	64.0							Bacteria?					
9	NODE_10_length_313842_cov_114.348233	313842	177.52	177.52	642.5	bin.020	63.0							Bacteria?					
19	NODE_20_length_251543_cov_110.347341	251543	171.838	171.838	441.394	bin.020	64.0							Bacteria?					
47	NODE_48_length_178516_cov_110.357580	178516	171.334	171.334	440.092	bin.020	63.0							Bacteria?					
90	NODE_91_length_134251_cov_110.850256	134251	172.399	172.399	480.111	bin.020	65.0							Bacteria?					
110	NODE_111_length_121080_cov_114.174328	121080	175.24	175.24	486.095	bin.020	61.0							Bacteria?					
141	NODE_142_length_112665_cov_113.873075	112665	177.377	177.377	482.603	bin.020	64.0							Bacteria?					
148	NODE_149_length_109642_cov_112.131302	109642	174.047	174.047	485.911	bin.020	65.0							Bacteria?					
197	NODE_198_length_92992_cov_114.582169	92992	176.489	176.489	481.845	bin.020	60.0							Bacteria?					
233	NODE_234_length_86097_cov_115.855408	86097	180.176	180.176	694.43	bin.020	64.0							Bacteria?					
278	NODE_279_length_80538_cov_105.701092	80538	164.21	164.21	502.368	bin.020	64.0							Bacteria?					
293	NODE_294_length_78622_cov_106.686331	78622	165.951	165.951	437.389	bin.020	64.0							Bacteria?					
308	NODE_309_length_76764_cov_115.106324	76764	177.534	177.534	503.72	bin.020	60.0							Bacteria?					
321	NODE_322_length_74803_cov_109.625328	74803	170.274	170.274	374.672	bin.020	64.0							Bacteria?					
369	NODE_370_length_70284_cov_116.682752	70284	173.844	173.844	946.39	bin.020	62.0							Bacteria?					
395	NODE_396_length_68236_cov_118.593552	68236	177.631	177.631	677.19	bin.020	62.0							Bacteria?					
452	NODE_453_length_64050_cov_108.089538	64050	167.967	167.967	481.69	bin.020	65.0							Bacteria?					
900	NODE_901_length_46657_cov_113.804772	46657	176.895	176.895	430.074	bin.020	58.0	bin.020	0.867	0.0	0.187	0.027	0.867	dsDNAphage	46625.0	2.0	25.0	9.1	|full
976	NODE_977_length_44848_cov_117.928248	44848	182.113	182.113	616.618	bin.020	63.0	bin.020	0.02	0.0	0.04	0.633	0.633	NCLDV	43141.0	0.0	13.9	2.8	|full
1053	NODE_1054_length_43031_cov_111.442829	43031	172.82	172.82	349.288	bin.020	65.0	bin.020	0.893	0.013	0.607	0.12	0.893	dsDNAphage	16667.0	2.0	15.0	20.0	|0_partial
1245	NODE_1246_length_39659_cov_112.075649	39659	173.964	173.964	435.448	bin.020	64.0							Bacteria?					
1989	NODE_1990_length_30492_cov_110.183132	30492	171.492	171.492	545.799	bin.020	63.0							Bacteria?					
2100	NODE_2101_length_29400_cov_109.143466	29400	170.19	170.19	448.039	bin.020	65.0							Bacteria?					
2148	NODE_2149_length_28925_cov_117.735435	28925	182.967	182.967	397.271	bin.020	60.0							Bacteria?					
2187	NODE_2188_length_28599_cov_110.027571	28599	170.544	170.544	574.548	bin.020	64.0							Bacteria?					
2208	NODE_2209_length_28457_cov_108.909901	28457	168.796	168.796	526.652	bin.020	65.0							Bacteria?					
2294	NODE_2295_length_27666_cov_110.111839	27666	171.53	171.53	400.922	bin.020	64.0							Bacteria?					
2535	NODE_2536_length_26081_cov_110.937870	26081	173.323	173.323	579.742	bin.020	65.0							Bacteria?					
2670	NODE_2671_length_25215_cov_123.148887	25215	188.992	188.992	4531.75	bin.020	59.0							Bacteria?					
2673	NODE_2674_length_25193_cov_115.982337	25193	168.965	168.965	507.608	bin.020	57.0							Bacteria?					
3512	NODE_3513_length_21149_cov_105.171802	21149	163.686	163.686	1163.24	bin.020	63.0							Bacteria?					
3993	NODE_3994_length_19524_cov_112.127536	19524	174.369	174.369	508.077	bin.020	63.0							Bacteria?					
4745	NODE_4746_length_17397_cov_117.648310	17397	181.702	181.702	677.002	bin.020	63.0							Bacteria?					
4980	NODE_4981_length_16902_cov_111.159672	16902	171.97	171.97	475.311	bin.020	64.0							Bacteria?					
5426	NODE_5427_length_15920_cov_129.452316	15920	165.547	165.547	1049.3	bin.020	64.0							Bacteria?					
5711	NODE_5712_length_15376_cov_115.284120	15376	180.258	180.258	430.64	bin.020	63.0							Bacteria?					
6769	NODE_6770_length_13695_cov_110.941202	13695	173.285	173.285	407.968	bin.020	64.0							Bacteria?					
7284	NODE_7285_length_13033_cov_108.156958	13033	169.268	169.268	433.318	bin.020	65.0							Bacteria?					
7922	NODE_7923_length_12284_cov_106.319895	12284	165.743	165.743	657.216	bin.020	64.0							Bacteria?					
9114	NODE_9115_length_11152_cov_107.060827	11152	166.907	166.907	375.135	bin.020	65.0							Bacteria?					
10799	NODE_10800_length_9906_cov_104.264440	9906	162.244	162.244	316.404	bin.020	67.0							Bacteria?					
12858	NODE_12859_length_8714_cov_107.785541	8714	168.067	168.067	536.851	bin.020	63.0							Bacteria?					
23362	NODE_23363_length_5783_cov_111.254190	5783	173.871	173.871	768.324	bin.020	65.0							Bacteria?					
594	NODE_595_length_56941_cov_6.074166	56941	9.4182	9.4182	11.0518	bin.021	49.0							Bacteria?					
896	NODE_897_length_46776_cov_5.651912	46776	8.8405	8.8405	9.61913	bin.021	51.0							Bacteria?					
1397	NODE_1398_length_37475_cov_5.758979	37475	8.99196	8.99196	10.8185	bin.021	50.0							Bacteria?					
1559	NODE_1560_length_34880_cov_5.584609	34880	8.63329	8.63329	11.1283	bin.021	50.0							Bacteria?					
1770	NODE_1771_length_32408_cov_5.757859	32408	8.90068	8.90068	11.5869	bin.021	51.0							Bacteria?					
2001	NODE_2002_length_30338_cov_5.445332	30338	8.4304	8.4304	10.0689	bin.021	51.0							Bacteria?					
2165	NODE_2166_length_28789_cov_5.820143	28789	9.00855	9.00855	11.0554	bin.021	51.0							Bacteria?					
2582	NODE_2583_length_25735_cov_5.415927	25735	8.47426	8.47426	12.8881	bin.021	49.0							Bacteria?					
2638	NODE_2639_length_25406_cov_5.436196	25406	8.41016	8.41016	12.2866	bin.021	51.0							Bacteria?					
2875	NODE_2876_length_24122_cov_5.650351	24122	8.76427	8.76427	10.0236	bin.021	49.0							Bacteria?					
2877	NODE_2878_length_24109_cov_5.240210	24109	8.22338	8.22338	9.98867	bin.021	48.0							Bacteria?					
3268	NODE_3269_length_22170_cov_5.514312	22170	8.5416	8.5416	10.09	bin.021	51.0							Bacteria?					
3505	NODE_3506_length_21210_cov_5.701631	21210	8.91026	8.91026	9.63142	bin.021	50.0							Bacteria?					
3775	NODE_3776_length_20289_cov_5.861718	20289	9.13427	9.13427	9.71198	bin.021	49.0							Bacteria?					
3866	NODE_3867_length_19951_cov_6.155257	19951	9.44887	9.44887	13.3302	bin.021	47.0	bin.021	0.993	0.067	0.007	0.113	0.993	dsDNAphage	19915.0	1.0	21.1	2.6	|full
3881	NODE_3882_length_19899_cov_5.514765	19899	8.32584	8.32584	10.3203	bin.021	49.0							Bacteria?					
3997	NODE_3998_length_19509_cov_5.748946	19509	8.89912	8.89912	7.85791	bin.021	48.0							Bacteria?					
4067	NODE_4068_length_19275_cov_5.626223	19275	8.62698	8.62698	12.7082	bin.021	50.0	bin.021	0.02	0.0	0.02	0.533	0.533	NCLDV	19273.0	0.0	12.5	6.2	|full
4178	NODE_4179_length_18950_cov_5.549616	18950	8.63154	8.63154	10.8242	bin.021	52.0							Bacteria?					
4250	NODE_4251_length_18713_cov_5.677672	18713	8.78872	8.78872	7.31899	bin.021	51.0							Bacteria?					
4690	NODE_4691_length_17519_cov_5.950870	17519	8.77563	8.77563	12.1104	bin.021	49.0							Bacteria?					
5070	NODE_5071_length_16712_cov_5.427808	16712	8.34597	8.34597	9.89291	bin.021	51.0	bin.021	0.14	0.0	0.413	0.74	0.74	NCLDV	16408.0	0.0	18.8	12.5	|full
5198	NODE_5199_length_16414_cov_5.471117	16414	8.49779	8.49779	12.1843	bin.021	52.0	bin.021	0.213	0.0	0.12	0.787	0.787	NCLDV	16010.0	0.0	16.7	0.0	|full
5398	NODE_5399_length_15994_cov_5.102328	15994	8.01338	8.01338	7.01957	bin.021	51.0	bin.021	0.02	0.0	0.073	0.62	0.62	NCLDV	15592.0	0.0	14.3	0.0	|full
5560	NODE_5561_length_15694_cov_5.392225	15694	8.26287	8.26287	8.76439	bin.021	51.0							Bacteria?					
5777	NODE_5778_length_15282_cov_5.647403	15282	8.80617	8.80617	11.8471	bin.021	50.0							Bacteria?					
6080	NODE_6081_length_14750_cov_5.484859	14750	8.41733	8.41733	8.7865	bin.021	50.0							Bacteria?					
6629	NODE_6630_length_13917_cov_5.418699	13917	8.42813	8.42813	8.0008	bin.021	50.0							Bacteria?					
6807	NODE_6808_length_13659_cov_6.881285	13659	10.1387	10.1387	19.8162	bin.021	49.0							Bacteria?					
6836	NODE_6837_length_13625_cov_5.533235	13625	8.57722	8.57722	10.3141	bin.021	50.0							Bacteria?					
7000	NODE_7001_length_13401_cov_5.674959	13401	8.76779	8.76779	9.55731	bin.021	50.0							Bacteria?					
7557	NODE_7558_length_12715_cov_4.854344	12715	7.61433	7.61433	8.95975	bin.021	53.0							Bacteria?					
7593	NODE_7594_length_12675_cov_5.272821	12675	8.17653	8.17653	9.61661	bin.021	50.0	bin.021	0.113	0.0	0.033	0.8	0.8	NCLDV	12273.0	0.0	21.4	14.3	|full
7627	NODE_7628_length_12633_cov_5.344888	12633	8.30409	8.30409	14.6267	bin.021	48.0							Bacteria?					
7653	NODE_7654_length_12602_cov_6.033474	12602	9.32324	9.32324	11.1847	bin.021	48.0							Bacteria?					
7796	NODE_7797_length_12441_cov_5.470935	12441	8.3518	8.3518	12.4309	bin.021	51.0							Bacteria?					
7812	NODE_7813_length_12420_cov_5.978002	12420	9.27922	9.27922	9.93502	bin.021	48.0							Bacteria?					
7909	NODE_7910_length_12297_cov_5.844715	12297	8.99251	8.99251	8.31699	bin.021	47.0							Bacteria?					
8158	NODE_8159_length_12045_cov_5.370809	12045	8.33695	8.33695	7.62281	bin.021	51.0							Bacteria?					
8234	NODE_8235_length_11964_cov_5.379377	11964	8.37337	8.37337	11.5055	bin.021	51.0							Bacteria?					
8357	NODE_8358_length_11841_cov_5.632954	11841	8.84261	8.84261	9.08352	bin.021	48.0							Bacteria?					
8401	NODE_8402_length_11810_cov_5.850787	11810	9.10257	9.10257	9.22978	bin.021	52.0							Bacteria?					
8415	NODE_8416_length_11796_cov_5.207734	11796	8.09566	8.09566	11.1759	bin.021	52.0							Bacteria?					
8502	NODE_8503_length_11701_cov_5.707196	11701	8.86512	8.86512	9.78079	bin.021	51.0							Bacteria?					
8531	NODE_8532_length_11675_cov_5.786575	11675	8.88278	8.88278	10.1411	bin.021	48.0							Bacteria?					
8853	NODE_8854_length_11399_cov_5.845733	11399	9.06649	9.06649	11.1877	bin.021	51.0	bin.021	0.053	0.0	0.267	0.667	0.667	NCLDV	11280.0	0.0	12.5	0.0	|full
8869	NODE_8870_length_11390_cov_6.068549	11390	9.27251	9.27251	11.6144	bin.021	49.0							Bacteria?					
8992	NODE_8993_length_11271_cov_5.803762	11271	8.85981	8.85981	10.477	bin.021	47.0							Bacteria?					
9038	NODE_9039_length_11227_cov_6.044844	11227	9.39514	9.39514	8.87969	bin.021	49.0							Bacteria?					
9073	NODE_9074_length_11192_cov_5.971895	11192	9.3589	9.3589	11.4028	bin.021	48.0							Bacteria?					
9118	NODE_9119_length_11149_cov_5.621417	11149	8.75707	8.75707	11.9642	bin.021	50.0							Bacteria?					
9322	NODE_9323_length_10978_cov_6.424242	10978	9.88484	9.88484	15.048	bin.021	47.0							Bacteria?					
9381	NODE_9382_length_10935_cov_6.155607	10935	9.56022	9.56022	9.76362	bin.021	49.0							Bacteria?					
9628	NODE_9629_length_10749_cov_5.755003	10749	8.92433	8.92433	10.1516	bin.021	51.0							Bacteria?					
9766	NODE_9767_length_10648_cov_5.383272	10648	8.33787	8.33787	9.13714	bin.021	51.0							Bacteria?					
9866	NODE_9867_length_10575_cov_6.158935	10575	9.59693	9.59693	8.30361	bin.021	49.0							Bacteria?					
9878	NODE_9879_length_10569_cov_5.331273	10569	8.36741	8.36741	8.91212	bin.021	52.0							Bacteria?					
9905	NODE_9906_length_10546_cov_6.375846	10546	9.81387	9.81387	12.6131	bin.021	48.0							Bacteria?					
9939	NODE_9940_length_10514_cov_3.899321	10514	6.30616	6.30616	7.87356	bin.021	49.0							Bacteria?					
10042	NODE_10043_length_10443_cov_6.011937	10443	8.77286	8.77286	8.82096	bin.021	49.0							Bacteria?					
10044	NODE_10045_length_10439_cov_5.672477	10439	8.76499	8.76499	11.2305	bin.021	51.0							Bacteria?					
10137	NODE_10138_length_10361_cov_4.906850	10361	7.54686	7.54686	9.0404	bin.021	51.0							Bacteria?					
10450	NODE_10451_length_10150_cov_5.526795	10150	8.6283	8.6283	11.2268	bin.021	52.0	bin.021	0.12	0.0	0.147	0.547	0.547	NCLDV	9798.0	0.0	22.2	0.0	|full
10644	NODE_10645_length_10021_cov_5.364238	10021	8.36075	8.36075	11.8198	bin.021	51.0							Bacteria?					
10691	NODE_10692_length_9984_cov_6.066976	9984	9.55186	9.55186	10.5193	bin.021	51.0							Bacteria?					
10903	NODE_10904_length_9844_cov_5.328430	9844	8.13658	8.13658	8.19308	bin.021	50.0							Bacteria?					
11554	NODE_11555_length_9444_cov_5.754606	9444	9.03551	9.03551	13.9444	bin.021	46.0							Bacteria?					
11593	NODE_11594_length_9421_cov_5.946509	9421	9.27839	9.27839	15.4146	bin.021	47.0							Bacteria?					
11702	NODE_11703_length_9356_cov_5.126976	9356	7.96372	7.96372	8.24499	bin.021	48.0							Bacteria?					
11847	NODE_11848_length_9266_cov_6.005211	9266	9.39359	9.39359	11.9525	bin.021	50.0							Bacteria?					
11916	NODE_11917_length_9227_cov_6.154710	9227	9.30924	9.30924	9.79634	bin.021	51.0							Bacteria?					
12102	NODE_12103_length_9125_cov_6.182029	9125	9.60457	9.60457	6.73756	bin.021	51.0							Bacteria?					
12187	NODE_12188_length_9073_cov_5.835773	9073	9.05088	9.05088	9.44735	bin.021	49.0							Bacteria?					
12261	NODE_12262_length_9031_cov_5.054033	9031	7.79023	7.79023	7.67386	bin.021	51.0							Bacteria?					
12386	NODE_12387_length_8963_cov_5.962506	8963	9.26438	9.26438	10.1155	bin.021	47.0							Bacteria?					
12535	NODE_12536_length_8877_cov_5.928134	8877	8.98568	8.98568	8.67637	bin.021	49.0							Bacteria?					
12736	NODE_12737_length_8777_cov_5.794772	8777	9.06642	9.06642	11.0786	bin.021	52.0							Bacteria?					
12933	NODE_12934_length_8682_cov_5.523821	8682	8.27426	8.27426	9.12481	bin.021	47.0							Bacteria?					
13046	NODE_13047_length_8630_cov_5.495977	8630	8.15696	8.15696	8.21397	bin.021	49.0							Bacteria?					
13284	NODE_13285_length_8523_cov_3.537553	8523	5.40093	5.40093	6.626	bin.021	50.0							Bacteria?					
13389	NODE_13390_length_8481_cov_5.777474	8481	8.5105	8.5105	9.67386	bin.021	49.0							Bacteria?					
13396	NODE_13397_length_8479_cov_6.423789	8479	9.7409	9.7409	10.33	bin.021	49.0							Bacteria?					
13463	NODE_13464_length_8451_cov_5.566579	8451	8.50452	8.50452	11.2904	bin.021	47.0							Bacteria?					
14842	NODE_14843_length_7873_cov_5.793042	7873	9.10229	9.10229	12.9639	bin.021	50.0							Bacteria?					
15066	NODE_15067_length_7783_cov_5.723602	7783	8.78501	8.78501	11.7581	bin.021	48.0							Bacteria?					
15076	NODE_15077_length_7779_cov_5.614837	7779	8.69223	8.69223	8.76467	bin.021	51.0							Bacteria?					
15097	NODE_15098_length_7775_cov_3.490026	7775	5.46741	5.46741	4.63006	bin.021	52.0							Bacteria?					
15376	NODE_15377_length_7678_cov_4.976912	7678	7.76528	7.76528	10.4746	bin.021	51.0							Bacteria?					
15390	NODE_15391_length_7673_cov_6.174193	7673	9.50073	9.50073	10.3368	bin.021	49.0							Bacteria?					
15459	NODE_15460_length_7651_cov_6.560295	7651	9.65738	9.65738	12.2819	bin.021	50.0							Bacteria?					
15620	NODE_15621_length_7588_cov_6.579185	7588	10.1894	10.1894	12.1623	bin.021	46.0	bin.021	0.087	0.007	0.18	0.887	0.887	NCLDV	7454.0	0.0	11.1	0.0	|full
15707	NODE_15708_length_7563_cov_5.839105	7563	9.05531	9.05531	8.12578	bin.021	47.0							Bacteria?					
15757	NODE_15758_length_7546_cov_8.023495	7546	11.8176	11.8176	46.0623	bin.021	49.0							Bacteria?					
15777	NODE_15778_length_7538_cov_5.684351	7538	8.48227	8.48227	17.3971	bin.021	51.0							Bacteria?					
16328	NODE_16329_length_7371_cov_6.550301	7371	9.05886	9.05886	9.84857	bin.021	48.0							Bacteria?					
16392	NODE_16393_length_7354_cov_6.023839	7354	8.55955	8.55955	10.3485	bin.021	50.0							Bacteria?					
16923	NODE_16924_length_7189_cov_5.311186	7189	8.33414	8.33414	11.887	bin.021	53.0							Bacteria?					
16982	NODE_16983_length_7172_cov_5.408880	7172	8.22045	8.22045	7.96217	bin.021	50.0							Bacteria?					
17361	NODE_17362_length_7070_cov_5.188738	7070	8.00621	8.00621	9.34367	bin.021	52.0							Bacteria?					
17485	NODE_17486_length_7035_cov_5.330802	7035	8.3467	8.3467	10.0784	bin.021	49.0							Bacteria?					
17724	NODE_17725_length_6966_cov_4.236724	6966	6.44352	6.44352	13.5117	bin.021	48.0							Bacteria?					
18757	NODE_18758_length_6705_cov_5.641654	6705	8.67231	8.67231	12.0589	bin.021	47.0							Bacteria?					
