	seqname	contigLen	totalAvgDepth	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam	080a2ed5-d944-4915-9236-64933bc4da51.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
2335	NODE_2336_length_6055_cov_3.436333	6055	5.41473	5.41473	5.10723	bin.011	36.0							Bacteria?					
2343	NODE_2344_length_6045_cov_3.168447	6045	4.93282	4.93282	4.6813	bin.011	37.0	bin.011	0.693	0.007	0.56	0.973	0.973	NCLDV	6029.0	0.0	16.7	0.0	|full
2363	NODE_2364_length_6008_cov_2.957836	6008	4.6509	4.6509	4.52394	bin.011	36.0							Bacteria?					
2405	NODE_2406_length_5942_cov_2.860200	5942	4.48826	4.48826	3.39194	bin.011	34.0	bin.011	0.413	0.027	0.673	0.973	0.973	NCLDV	5796.0	0.0	28.6	0.0	|full
2407	NODE_2408_length_5940_cov_3.175871	5940	5.08273	5.08273	4.76383	bin.011	31.0							Bacteria?					
2422	NODE_2423_length_5908_cov_4.059969	5908	5.84908	5.84908	7.0196	bin.011	36.0	bin.011	0.307	0.1	0.16	0.953	0.953	NCLDV	5835.0	0.0	11.1	0.0	|full
2448	NODE_2449_length_5866_cov_3.419549	5866	5.39416	5.39416	4.65462	bin.011	38.0							Bacteria?					
2498	NODE_2499_length_5782_cov_3.504278	5782	5.59908	5.59908	5.92771	bin.011	34.0							Bacteria?					
2551	NODE_2552_length_5690_cov_3.662467	5690	5.82455	5.82455	6.61335	bin.011	37.0	bin.011	0.42	0.007	0.847	0.793	0.847	lavidaviridae	5687.0	0.0	28.6	14.3	|full
2566	NODE_2567_length_5671_cov_3.803775	5671	6.02137	6.02137	6.77657	bin.011	35.0							Bacteria?					
2584	NODE_2585_length_5633_cov_3.213876	5633	5.12986	5.12986	6.72322	bin.011	36.0							Bacteria?					
2604	NODE_2605_length_5605_cov_2.900721	5605	4.48304	4.48304	4.64025	bin.011	36.0	bin.011	0.36	0.067	0.6	0.88	0.88	NCLDV	4183.0	0.0	50.0	0.0	|full
2624	NODE_2625_length_5578_cov_2.964331	5578	4.69547	4.69547	4.26083	bin.011	39.0							Bacteria?					
2634	NODE_2635_length_5570_cov_3.279964	5570	5.22712	5.22712	4.0457	bin.011	38.0	bin.011	0.127	0.02	0.373	0.927	0.927	NCLDV	5567.0	0.0	16.7	0.0	|full
2648	NODE_2649_length_5546_cov_3.095975	5546	4.8662	4.8662	4.25514	bin.011	32.0							Bacteria?					
2655	NODE_2656_length_5539_cov_3.124726	5539	4.93858	4.93858	5.22137	bin.011	34.0	bin.011	0.227	0.013	0.4	0.9	0.9	NCLDV	5539.0	0.0	42.9	14.3	|full
2658	NODE_2659_length_5532_cov_3.139492	5532	5.00948	5.00948	5.59638	bin.011	35.0	bin.011	0.233	0.02	0.307	0.5	0.5	NCLDV	5484.0	0.0	25.0	0.0	|full
2711	NODE_2712_length_5463_cov_3.359837	5463	5.38076	5.38076	6.51348	bin.011	36.0							Bacteria?					
2731	NODE_2732_length_5441_cov_3.750464	5441	5.98734	5.98734	5.81956	bin.011	38.0							Bacteria?					
2778	NODE_2779_length_5374_cov_2.830983	5374	4.49732	4.49732	4.06622	bin.011	34.0							Bacteria?					
2786	NODE_2787_length_5363_cov_3.060475	5363	4.85901	4.85901	4.90508	bin.011	36.0							Bacteria?					
2805	NODE_2806_length_5338_cov_2.865228	5338	4.51099	4.51099	4.95733	bin.011	37.0							Bacteria?					
2849	NODE_2850_length_5291_cov_3.606188	5291	5.64248	5.64248	4.46856	bin.011	35.0							Bacteria?					
2854	NODE_2855_length_5290_cov_2.773830	5290	4.34163	4.34163	3.77589	bin.011	36.0							Bacteria?					
2977	NODE_2978_length_5119_cov_2.875395	5119	4.59187	4.59187	3.61039	bin.011	34.0							Bacteria?					
3014	NODE_3015_length_5065_cov_3.220758	5065	5.10275	5.10275	5.3999	bin.011	36.0							Bacteria?					
3026	NODE_3027_length_5053_cov_3.187275	5053	4.99205	4.99205	5.46728	bin.011	36.0							Bacteria?					
3037	NODE_3038_length_5044_cov_2.411104	5044	3.89661	3.89661	2.54842	bin.011	34.0							Bacteria?					
3038	NODE_3039_length_5042_cov_3.476038	5042	5.39779	5.39779	3.40866	bin.011	36.0	bin.011	0.453	0.333	0.967	0.713	0.967	lavidaviridae	4771.0	0.0	20.0	0.0	|full
3040	NODE_3041_length_5041_cov_3.574609	5041	5.69454	5.69454	4.83142	bin.011	38.0							Bacteria?					
3067	NODE_3068_length_5012_cov_2.740569	5012	4.40169	4.40169	4.77535	bin.011	33.0							Bacteria?					
33	NODE_34_length_130996_cov_5.197547	130996	8.12145	8.12145	9.10436	bin.012	61.0							Bacteria?					
71	NODE_72_length_81738_cov_5.042016	81738	7.97284	7.97284	9.86293	bin.012	61.0							Bacteria?					
75	NODE_76_length_79098_cov_4.900687	79098	7.74401	7.74401	8.6557	bin.012	63.0							Bacteria?					
79	NODE_80_length_74017_cov_5.261878	74017	8.26625	8.26625	9.79359	bin.012	62.0							Bacteria?					
81	NODE_82_length_72519_cov_5.240381	72519	8.21044	8.21044	9.66367	bin.012	63.0							Bacteria?					
83	NODE_84_length_70356_cov_5.189144	70356	8.20322	8.20322	10.116	bin.012	63.0							Bacteria?					
92	NODE_93_length_67125_cov_5.235426	67125	8.20593	8.20593	9.63251	bin.012	62.0							Bacteria?					
93	NODE_94_length_66714_cov_5.054891	66714	7.88947	7.88947	10.8483	bin.012	61.0							Bacteria?					
94	NODE_95_length_66579_cov_4.957534	66579	7.80858	7.80858	8.652	bin.012	61.0	bin.012	0.913	0.0	0.013	0.133	0.913	dsDNAphage	15204.0	2.0	39.1	17.4	|0_partial
96	NODE_97_length_66015_cov_5.314842	66015	8.30922	8.30922	11.0754	bin.012	58.0							Bacteria?					
97	NODE_98_length_65920_cov_5.082031	65920	7.91172	7.91172	8.4378	bin.012	63.0							Bacteria?					
100	NODE_101_length_65078_cov_5.004137	65078	7.84637	7.84637	9.48627	bin.012	61.0							Bacteria?					
102	NODE_103_length_64607_cov_5.311733	64607	8.2829	8.2829	10.593	bin.012	60.0							Bacteria?					
103	NODE_104_length_64491_cov_5.304271	64491	8.36864	8.36864	12.0049	bin.012	62.0							Bacteria?					
104	NODE_105_length_64445_cov_5.235099	64445	8.23624	8.23624	9.17809	bin.012	62.0							Bacteria?					
106	NODE_107_length_63901_cov_5.241174	63901	8.21725	8.21725	11.9282	bin.012	59.0							Bacteria?					
110	NODE_111_length_62791_cov_5.128443	62791	8.12217	8.12217	9.82987	bin.012	63.0							Bacteria?					
114	NODE_115_length_62277_cov_5.291585	62277	8.3022	8.3022	9.65775	bin.012	60.0	bin.012	0.853	0.0	0.0	0.04	0.853	dsDNAphage	62275.0	10.0	30.0	36.7	|full
115	NODE_116_length_62137_cov_5.275104	62137	8.27009	8.27009	10.0353	bin.012	63.0							Bacteria?					
116	NODE_117_length_61854_cov_5.250425	61854	8.28445	8.28445	10.9931	bin.012	59.0							Bacteria?					
122	NODE_123_length_57672_cov_4.686811	57672	7.40136	7.40136	9.06322	bin.012	62.0							Bacteria?					
123	NODE_124_length_57129_cov_4.914024	57129	7.64322	7.64322	8.60272	bin.012	62.0							Bacteria?					
124	NODE_125_length_56438_cov_5.084032	56438	8.03134	8.03134	8.95715	bin.012	61.0							Bacteria?					
127	NODE_128_length_55834_cov_5.519335	55834	8.65947	8.65947	10.7461	bin.012	62.0							Bacteria?					
133	NODE_134_length_54073_cov_5.277352	54073	8.31634	8.31634	11.0291	bin.012	59.0							Bacteria?					
138	NODE_139_length_53182_cov_5.655260	53182	8.89676	8.89676	9.82763	bin.012	59.0	bin.012	1.0	0.0	0.007	0.3	1.0	dsDNAphage	52989.0	7.0	40.8	3.9	|full
139	NODE_140_length_52955_cov_5.095293	52955	8.03666	8.03666	10.3444	bin.012	62.0							Bacteria?					
141	NODE_142_length_52585_cov_5.171255	52585	8.07936	8.07936	9.60355	bin.012	61.0							Bacteria?					
142	NODE_143_length_52584_cov_5.713149	52584	8.97591	8.97591	11.1222	bin.012	61.0	bin.012	1.0	0.047	0.013	0.833	1.0	dsDNAphage	52555.0	14.0	46.1	1.1	|full
143	NODE_144_length_52318_cov_4.790521	52318	7.44016	7.44016	9.07987	bin.012	62.0							Bacteria?					
150	NODE_151_length_51267_cov_5.089061	51267	7.98351	7.98351	9.04946	bin.012	63.0							Bacteria?					
154	NODE_155_length_50063_cov_5.238242	50063	8.23787	8.23787	10.2416	bin.012	62.0							Bacteria?					
156	NODE_157_length_49599_cov_4.998506	49599	7.87017	7.87017	9.76361	bin.012	63.0							Bacteria?					
160	NODE_161_length_49037_cov_5.033461	49037	7.86475	7.86475	9.87692	bin.012	62.0							Bacteria?					
162	NODE_163_length_48592_cov_5.204689	48592	8.12533	8.12533	9.90223	bin.012	61.0							Bacteria?					
164	NODE_165_length_47894_cov_5.108280	47894	8.05881	8.05881	10.0571	bin.012	62.0							Bacteria?					
165	NODE_166_length_47730_cov_5.622989	47730	8.79323	8.79323	10.2361	bin.012	61.0							Bacteria?					
166	NODE_167_length_47411_cov_6.021391	47411	9.08891	9.08891	10.7045	bin.012	58.0							Bacteria?					
168	NODE_169_length_46767_cov_5.226130	46767	8.21627	8.21627	10.1106	bin.012	57.0							Bacteria?					
174	NODE_175_length_46314_cov_5.164292	46314	8.10179	8.10179	9.37717	bin.012	62.0							Bacteria?					
178	NODE_179_length_45707_cov_5.600916	45707	8.7632	8.7632	10.1425	bin.012	59.0							Bacteria?					
179	NODE_180_length_45623_cov_4.924706	45623	7.81033	7.81033	9.24701	bin.012	63.0							Bacteria?					
182	NODE_183_length_45405_cov_5.209592	45405	8.14619	8.14619	9.09685	bin.012	63.0							Bacteria?					
186	NODE_187_length_44839_cov_4.692502	44839	7.40196	7.40196	7.99848	bin.012	64.0							Bacteria?					
192	NODE_193_length_43743_cov_5.250481	43743	8.31691	8.31691	11.3053	bin.012	62.0							Bacteria?					
199	NODE_200_length_42829_cov_5.507879	42829	8.64282	8.64282	10.8621	bin.012	61.0							Bacteria?					
200	NODE_201_length_42746_cov_5.185707	42746	8.15401	8.15401	8.63845	bin.012	63.0							Bacteria?					
202	NODE_203_length_42652_cov_4.862854	42652	7.66397	7.66397	8.54922	bin.012	62.0							Bacteria?					
206	NODE_207_length_42424_cov_5.083646	42424	7.98417	7.98417	8.6318	bin.012	60.0							Bacteria?					
213	NODE_214_length_40515_cov_4.885788	40515	7.68354	7.68354	10.4088	bin.012	62.0							Bacteria?					
216	NODE_217_length_40228_cov_4.972096	40228	7.86182	7.86182	9.60614	bin.012	63.0							Bacteria?					
217	NODE_218_length_40184_cov_5.503576	40184	8.63064	8.63064	9.48973	bin.012	57.0							Bacteria?					
218	NODE_219_length_40182_cov_4.881202	40182	7.70793	7.70793	9.11425	bin.012	65.0							Bacteria?					
220	NODE_221_length_39723_cov_5.119870	39723	8.00872	8.00872	10.6496	bin.012	58.0							Bacteria?					
225	NODE_226_length_39112_cov_4.790691	39112	7.58329	7.58329	9.45334	bin.012	62.0							Bacteria?					
237	NODE_238_length_37836_cov_5.053863	37836	7.96808	7.96808	8.75398	bin.012	58.0							Bacteria?					
238	NODE_239_length_37831_cov_5.040264	37831	7.9909	7.9909	10.1582	bin.012	61.0							Bacteria?					
239	NODE_240_length_37796_cov_5.293871	37796	8.24321	8.24321	10.01	bin.012	62.0							Bacteria?					
242	NODE_243_length_37645_cov_5.485368	37645	8.62872	8.62872	9.47056	bin.012	63.0							Bacteria?					
247	NODE_248_length_36933_cov_5.810022	36933	9.08474	9.08474	10.5747	bin.012	56.0							Bacteria?					
248	NODE_249_length_36917_cov_4.876919	36917	7.67291	7.67291	10.0313	bin.012	61.0							Bacteria?					
249	NODE_250_length_36896_cov_5.704731	36896	8.94609	8.94609	12.4956	bin.012	62.0							Bacteria?					
250	NODE_251_length_36644_cov_5.357430	36644	8.39223	8.39223	9.90857	bin.012	62.0							Bacteria?					
252	NODE_253_length_36195_cov_5.434090	36195	8.4723	8.4723	10.5931	bin.012	62.0							Bacteria?					
253	NODE_254_length_36021_cov_5.022327	36021	7.89713	7.89713	8.04195	bin.012	61.0							Bacteria?					
258	NODE_259_length_35321_cov_4.971984	35321	7.83285	7.83285	9.79866	bin.012	61.0							Bacteria?					
259	NODE_260_length_35296_cov_5.047927	35296	7.96785	7.96785	9.87253	bin.012	59.0	bin.012	1.0	0.007	0.007	0.66	1.0	dsDNAphage	35211.0	4.0	54.0	4.0	|full
260	NODE_261_length_35187_cov_5.403023	35187	8.52028	8.52028	11.2326	bin.012	64.0							Bacteria?					
261	NODE_262_length_35124_cov_5.192677	35124	7.50946	7.50946	12.5644	bin.012	61.0							Bacteria?					
264	NODE_265_length_33980_cov_4.540280	33980	7.14744	7.14744	9.95991	bin.012	64.0							Bacteria?					
268	NODE_269_length_33713_cov_5.269327	33713	8.25215	8.25215	9.85636	bin.012	62.0							Bacteria?					
270	NODE_271_length_33506_cov_4.981645	33506	7.79272	7.79272	9.42988	bin.012	63.0							Bacteria?					
272	NODE_273_length_33420_cov_4.783755	33420	7.52919	7.52919	9.02861	bin.012	64.0							Bacteria?					
275	NODE_276_length_32994_cov_5.173745	32994	8.0689	8.0689	8.55044	bin.012	62.0							Bacteria?					
276	NODE_277_length_32916_cov_5.417912	32916	8.41793	8.41793	10.293	bin.012	62.0							Bacteria?					
277	NODE_278_length_32633_cov_4.816717	32633	7.59317	7.59317	9.64448	bin.012	61.0							Bacteria?					
281	NODE_282_length_32240_cov_5.087059	32240	7.96444	7.96444	10.3234	bin.012	63.0							Bacteria?					
284	NODE_285_length_31868_cov_5.136202	31868	8.07554	8.07554	9.21467	bin.012	62.0							Bacteria?					
286	NODE_287_length_31774_cov_4.837353	31774	7.65359	7.65359	9.69807	bin.012	62.0							Bacteria?					
287	NODE_288_length_31763_cov_4.723098	31763	7.42106	7.42106	8.27156	bin.012	61.0							Bacteria?					
288	NODE_289_length_31737_cov_5.020611	31737	7.89695	7.89695	9.9368	bin.012	60.0							Bacteria?					
293	NODE_294_length_30982_cov_4.993630	30982	7.84347	7.84347	8.24919	bin.012	62.0							Bacteria?					
297	NODE_298_length_30682_cov_5.392170	30682	8.41635	8.41635	10.1208	bin.012	63.0							Bacteria?					
303	NODE_304_length_29884_cov_5.467129	29884	8.55243	8.55243	11.0896	bin.012	60.0							Bacteria?					
305	NODE_306_length_29749_cov_4.965380	29749	7.85479	7.85479	10.9556	bin.012	63.0							Bacteria?					
306	NODE_307_length_29629_cov_5.527626	29629	8.68188	8.68188	11.1846	bin.012	61.0							Bacteria?					
307	NODE_308_length_29583_cov_5.199438	29583	8.19043	8.19043	9.70503	bin.012	61.0							Bacteria?					
309	NODE_310_length_29434_cov_4.585282	29434	7.2375	7.2375	10.0266	bin.012	63.0							Bacteria?					
315	NODE_316_length_29003_cov_5.269310	29003	8.30704	8.30704	11.5625	bin.012	63.0							Bacteria?					
317	NODE_318_length_28956_cov_5.021937	28956	7.88648	7.88648	8.15327	bin.012	61.0							Bacteria?					
320	NODE_321_length_28743_cov_5.438302	28743	8.51754	8.51754	10.4997	bin.012	59.0							Bacteria?					
324	NODE_325_length_28407_cov_5.002892	28407	7.82316	7.82316	8.62681	bin.012	64.0							Bacteria?					
331	NODE_332_length_28055_cov_4.960107	28055	7.82731	7.82731	9.87184	bin.012	63.0							Bacteria?					
334	NODE_335_length_27922_cov_5.125704	27922	8.08689	8.08689	8.87936	bin.012	62.0							Bacteria?					
339	NODE_340_length_27544_cov_5.103823	27544	8.00299	8.00299	9.32819	bin.012	62.0							Bacteria?					
341	NODE_342_length_27334_cov_4.900620	27334	7.67827	7.67827	9.39944	bin.012	62.0							Bacteria?					
343	NODE_344_length_27033_cov_4.980354	27033	7.78261	7.78261	10.0188	bin.012	63.0							Bacteria?					
345	NODE_346_length_26928_cov_4.951215	26928	7.77295	7.77295	7.44742	bin.012	63.0							Bacteria?					
346	NODE_347_length_26891_cov_5.267775	26891	8.32856	8.32856	7.96557	bin.012	63.0							Bacteria?					
348	NODE_349_length_26766_cov_5.017558	26766	7.72911	7.72911	9.37069	bin.012	62.0							Bacteria?					
359	NODE_360_length_26302_cov_5.180821	26302	8.13808	8.13808	8.13625	bin.012	62.0							Bacteria?					
365	NODE_366_length_26043_cov_4.930583	26043	7.79558	7.79558	9.98354	bin.012	62.0							Bacteria?					
369	NODE_370_length_25909_cov_4.860679	25909	7.68706	7.68706	10.4463	bin.012	64.0							Bacteria?					
371	NODE_372_length_25740_cov_5.133230	25740	8.10336	8.10336	10.2832	bin.012	61.0							Bacteria?					
373	NODE_374_length_25669_cov_4.708402	25669	7.41252	7.41252	9.14274	bin.012	59.0							Bacteria?					
375	NODE_376_length_25658_cov_5.042026	25658	7.94755	7.94755	8.69398	bin.012	62.0							Bacteria?					
377	NODE_378_length_25578_cov_4.700114	25578	7.36507	7.36507	10.8391	bin.012	63.0							Bacteria?					
379	NODE_380_length_25566_cov_5.405786	25566	8.5105	8.5105	8.95662	bin.012	63.0							Bacteria?					
382	NODE_383_length_25396_cov_4.838720	25396	7.64173	7.64173	9.07479	bin.012	63.0							Bacteria?					
384	NODE_385_length_25325_cov_4.933993	25325	7.77482	7.77482	7.69133	bin.012	64.0							Bacteria?					
391	NODE_392_length_24921_cov_4.901110	24921	7.74458	7.74458	8.24806	bin.012	62.0							Bacteria?					
394	NODE_395_length_24844_cov_4.605470	24844	7.31477	7.31477	8.26642	bin.012	63.0							Bacteria?					
396	NODE_397_length_24786_cov_5.084186	24786	7.98717	7.98717	8.28992	bin.012	64.0							Bacteria?					
403	NODE_404_length_24523_cov_4.805542	24523	7.64662	7.64662	8.51881	bin.012	60.0							Bacteria?					
405	NODE_406_length_24433_cov_4.815407	24433	7.59218	7.59218	10.0129	bin.012	59.0							Bacteria?					
406	NODE_407_length_24185_cov_5.154414	24185	8.12161	8.12161	8.33891	bin.012	63.0							Bacteria?					
415	NODE_416_length_24042_cov_4.639263	24042	7.37314	7.37314	8.59644	bin.012	64.0							Bacteria?					
429	NODE_430_length_23554_cov_4.704966	23554	7.45522	7.45522	9.7179	bin.012	61.0							Bacteria?					
439	NODE_440_length_23126_cov_4.767284	23126	7.4943	7.4943	7.4691	bin.012	62.0							Bacteria?					
442	NODE_443_length_22939_cov_5.442580	22939	8.53583	8.53583	9.81509	bin.012	64.0							Bacteria?					
443	NODE_444_length_22870_cov_5.232829	22870	8.23517	8.23517	9.62585	bin.012	62.0							Bacteria?					
452	NODE_453_length_22159_cov_4.932501	22159	7.76078	7.76078	10.6746	bin.012	64.0							Bacteria?					
454	NODE_455_length_22055_cov_4.830682	22055	7.61123	7.61123	12.5025	bin.012	62.0							Bacteria?					
455	NODE_456_length_22005_cov_5.292210	22005	8.32368	8.32368	9.32865	bin.012	60.0							Bacteria?					
459	NODE_460_length_21844_cov_4.710037	21844	7.47621	7.47621	8.75261	bin.012	63.0							Bacteria?					
465	NODE_466_length_21670_cov_4.874254	21670	7.63499	7.63499	9.25871	bin.012	61.0							Bacteria?					
467	NODE_468_length_21622_cov_5.126443	21622	8.0129	8.0129	10.1818	bin.012	62.0							Bacteria?					
469	NODE_470_length_21487_cov_5.081000	21487	8.05751	8.05751	12.4515	bin.012	56.0							Bacteria?					
471	NODE_472_length_21313_cov_5.194139	21313	8.20876	8.20876	10.4507	bin.012	65.0							Bacteria?					
472	NODE_473_length_21309_cov_5.462736	21309	8.60565	8.60565	8.11127	bin.012	56.0							Bacteria?					
485	NODE_486_length_20774_cov_5.246682	20774	8.23555	8.23555	8.85055	bin.012	63.0							Bacteria?					
488	NODE_489_length_20701_cov_5.214666	20701	8.25395	8.25395	8.50836	bin.012	62.0							Bacteria?					
490	NODE_491_length_20689_cov_5.456480	20689	8.56897	8.56897	9.35865	bin.012	61.0							Bacteria?					
497	NODE_498_length_20379_cov_5.429246	20379	8.53814	8.53814	9.57348	bin.012	63.0							Bacteria?					
504	NODE_505_length_20108_cov_5.360046	20108	8.45801	8.45801	11.3451	bin.012	63.0							Bacteria?					
506	NODE_507_length_20052_cov_5.356854	20052	8.4601	8.4601	10.4991	bin.012	61.0							Bacteria?					
512	NODE_513_length_19928_cov_4.950184	19928	7.79563	7.79563	9.66406	bin.012	62.0							Bacteria?					
515	NODE_516_length_19867_cov_5.293862	19867	8.33509	8.33509	10.0853	bin.012	61.0							Bacteria?					
518	NODE_519_length_19770_cov_5.295055	19770	8.38716	8.38716	8.57695	bin.012	60.0							Bacteria?					
527	NODE_528_length_19530_cov_4.967035	19530	7.87214	7.87214	9.99517	bin.012	63.0							Bacteria?					
535	NODE_536_length_19135_cov_5.022065	19135	7.78272	7.78272	9.48963	bin.012	62.0							Bacteria?					
536	NODE_537_length_19084_cov_5.180461	19084	8.14329	8.14329	10.5085	bin.012	62.0							Bacteria?					
537	NODE_538_length_19047_cov_5.247315	19047	8.27301	8.27301	9.54763	bin.012	62.0							Bacteria?					
538	NODE_539_length_18982_cov_4.745707	18982	7.52119	7.52119	9.39662	bin.012	64.0							Bacteria?					
544	NODE_545_length_18873_cov_4.726220	18873	7.45094	7.45094	10.4152	bin.012	62.0							Bacteria?					
560	NODE_561_length_18356_cov_4.758374	18356	7.48528	7.48528	8.7296	bin.012	60.0							Bacteria?					
563	NODE_564_length_18202_cov_5.462886	18202	8.47009	8.47009	9.63054	bin.012	58.0							Bacteria?					
569	NODE_570_length_18074_cov_5.044509	18074	8.02979	8.02979	9.68189	bin.012	64.0							Bacteria?					
572	NODE_573_length_18017_cov_5.217348	18017	8.21744	8.21744	10.4987	bin.012	63.0							Bacteria?					
573	NODE_574_length_17963_cov_4.785012	17963	7.53899	7.53899	7.84366	bin.012	64.0							Bacteria?					
574	NODE_575_length_17894_cov_5.407030	17894	8.51679	8.51679	11.2905	bin.012	63.0							Bacteria?					
575	NODE_576_length_17866_cov_5.172758	17866	8.22567	8.22567	10.1348	bin.012	59.0							Bacteria?					
577	NODE_578_length_17734_cov_4.736297	17734	7.45638	7.45638	9.97676	bin.012	63.0							Bacteria?					
586	NODE_587_length_17576_cov_5.069117	17576	8.01073	8.01073	8.87409	bin.012	64.0							Bacteria?					
588	NODE_589_length_17472_cov_4.675777	17472	7.38956	7.38956	9.13977	bin.012	63.0							Bacteria?					
597	NODE_598_length_17239_cov_5.177956	17239	7.95711	7.95711	11.2498	bin.012	60.0							Bacteria?					
608	NODE_609_length_16981_cov_5.422722	16981	8.59147	8.59147	8.88697	bin.012	62.0							Bacteria?					
612	NODE_613_length_16904_cov_5.496528	16904	8.64379	8.64379	11.4941	bin.012	59.0							Bacteria?					
615	NODE_616_length_16787_cov_5.219101	16787	8.17665	8.17665	10.9474	bin.012	55.0							Bacteria?					
625	NODE_626_length_16558_cov_5.312852	16558	8.3146	8.3146	9.86645	bin.012	59.0							Bacteria?					
629	NODE_630_length_16493_cov_5.074097	16493	8.01267	8.01267	9.01956	bin.012	64.0							Bacteria?					
642	NODE_643_length_16273_cov_4.340363	16273	6.8963	6.8963	7.67653	bin.012	64.0							Bacteria?					
645	NODE_646_length_16215_cov_4.860272	16215	7.64351	7.64351	8.99023	bin.012	63.0							Bacteria?					
