	seqname	contigLen	totalAvgDepth	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam	a20d9c2a-d9de-4901-a3a6-c2a954fcfdf4.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
31179	NODE_31179_length_5361_cov_7.655484	5361.0	11.2445	11.2445	22.1749	bin.012	63.0							Bacteria?					
31238	NODE_31238_length_5356_cov_8.659875	5356.0	13.1606	13.1606	13.8148	bin.012	64.0							Bacteria?					
31297	NODE_31297_length_5349_cov_7.974311	5349.0	11.5615	11.5615	13.7932	bin.012	64.0							Bacteria?					
31489	NODE_31489_length_5329_cov_7.585514	5329.0	11.2255	11.2255	14.7356	bin.012	63.0							Bacteria?					
31595	NODE_31595_length_5317_cov_7.703155	5317.0	11.7414	11.7414	13.8309	bin.012	63.0							Bacteria?					
31640	NODE_31640_length_5313_cov_8.632370	5313.0	12.674	12.674	21.8965	bin.012	63.0							Bacteria?					
32078	NODE_32078_length_5261_cov_6.620054	5261.0	10.5095	10.5095	11.148	bin.012	63.0							Bacteria?					
32152	NODE_32152_length_5252_cov_8.158361	5252.0	12.049	12.049	25.2845	bin.012	63.0							Bacteria?					
32158	NODE_32158_length_5251_cov_6.007891	5251.0	8.28093	8.28093	17.0473	bin.012	62.0							Bacteria?					
32345	NODE_32345_length_5231_cov_7.757535	5231.0	11.8931	11.8931	12.4166	bin.012	64.0							Bacteria?					
32380	NODE_32380_length_5228_cov_7.215349	5228.0	11.2105	11.2105	17.838	bin.012	61.0							Bacteria?					
32400	NODE_32400_length_5226_cov_6.198994	5226.0	7.62333	7.62333	18.8705	bin.012	63.0							Bacteria?					
32474	NODE_32474_length_5219_cov_7.691131	5219.0	11.678	11.678	16.294	bin.012	63.0							Bacteria?					
32517	NODE_32517_length_5214_cov_6.559992	5214.0	9.72848	9.72848	13.5313	bin.012	64.0							Bacteria?					
32611	NODE_32611_length_5204_cov_6.509614	5204.0	9.96696	9.96696	9.04795	bin.012	63.0							Bacteria?					
32698	NODE_32698_length_5194_cov_8.108971	5194.0	12.5284	12.5284	15.2834	bin.012	62.0							Bacteria?					
32783	NODE_32783_length_5186_cov_7.917365	5186.0	12.0645	12.0645	11.4573	bin.012	63.0							Bacteria?					
32845	NODE_32845_length_5179_cov_8.873341	5179.0	11.4214	11.4214	30.2375	bin.012	63.0							Bacteria?					
32863	NODE_32863_length_5177_cov_5.870168	5177.0	9.53133	9.53133	17.5687	bin.012	62.0							Bacteria?					
32950	NODE_32950_length_5168_cov_7.000978	5168.0	10.837	10.837	12.2807	bin.012	64.0							Bacteria?					
33105	NODE_33105_length_5151_cov_6.568681	5151.0	9.70746	9.70746	18.7136	bin.012	62.0							Bacteria?					
33142	NODE_33142_length_5147_cov_6.666929	5147.0	10.4811	10.4811	10.4924	bin.012	64.0	bin.012	0.147	0.007	0.153	0.54	0.54	NCLDV	5145.0	0.0	20.0	0.0	|full
33193	NODE_33193_length_5142_cov_10.206212	5142.0	11.5533	11.5533	24.7695	bin.012	62.0							Bacteria?					
33223	NODE_33223_length_5139_cov_6.400079	5139.0	9.62638	9.62638	13.3448	bin.012	63.0							Bacteria?					
33354	NODE_33354_length_5125_cov_8.538067	5125.0	12.998	12.998	17.7662	bin.012	66.0							Bacteria?					
33390	NODE_33390_length_5121_cov_8.516779	5121.0	12.7405	12.7405	21.4198	bin.012	63.0							Bacteria?					
33436	NODE_33436_length_5117_cov_7.430857	5117.0	11.4637	11.4637	20.5151	bin.012	62.0							Bacteria?					
33570	NODE_33570_length_5104_cov_6.636166	5104.0	10.3135	10.3135	12.9913	bin.012	62.0							Bacteria?					
33603	NODE_33603_length_5101_cov_6.983155	5101.0	11.1075	11.1075	11.3369	bin.012	61.0							Bacteria?					
33620	NODE_33620_length_5100_cov_6.505649	5100.0	9.92465	9.92465	9.58839	bin.012	63.0							Bacteria?					
33671	NODE_33671_length_5094_cov_9.256003	5094.0	13.2747	13.2747	14.7095	bin.012	63.0							Bacteria?					
33697	NODE_33697_length_5091_cov_7.617355	5091.0	11.2706	11.2706	16.4803	bin.012	65.0							Bacteria?					
33776	NODE_33776_length_5083_cov_8.457041	5083.0	11.5844	11.5844	20.0886	bin.012	60.0							Bacteria?					
33788	NODE_33788_length_5082_cov_7.326437	5082.0	10.7559	10.7559	13.7271	bin.012	63.0							Bacteria?					
33816	NODE_33816_length_5080_cov_7.850945	5080.0	11.3582	11.3582	26.2342	bin.012	61.0							Bacteria?					
34085	NODE_34085_length_5053_cov_7.927571	5053.0	11.9347	11.9347	20.8048	bin.012	64.0							Bacteria?					
34130	NODE_34130_length_5048_cov_9.264971	5048.0	13.6982	13.6982	17.3513	bin.012	61.0							Bacteria?					
34168	NODE_34168_length_5045_cov_7.760922	5045.0	11.3736	11.3736	15.8296	bin.012	62.0							Bacteria?					
34393	NODE_34393_length_5023_cov_8.191828	5023.0	11.7061	11.7061	11.1308	bin.012	63.0							Bacteria?					
34537	NODE_34537_length_5010_cov_7.059738	5010.0	11.0479	11.0479	13.0639	bin.012	63.0							Bacteria?					
6912	NODE_6912_length_14974_cov_3.318185	14974.0	5.26815	5.26815	4.8945	bin.013	57.0							Bacteria?					
7028	NODE_7028_length_14793_cov_3.492740	14793.0	5.53664	5.53664	4.9117	bin.013	59.0							Bacteria?					
7126	NODE_7126_length_14642_cov_3.544800	14642.0	5.5432	5.5432	7.14453	bin.013	59.0							Bacteria?					
8386	NODE_8386_length_13153_cov_3.462208	13153.0	5.54311	5.54311	5.62082	bin.013	61.0							Bacteria?					
8471	NODE_8471_length_13056_cov_3.503192	13056.0	5.47459	5.47459	6.18282	bin.013	60.0							Bacteria?					
8974	NODE_8974_length_12522_cov_3.840459	12522.0	6.08972	6.08972	5.54895	bin.013	59.0							Bacteria?					
9930	NODE_9930_length_11696_cov_3.310283	11696.0	5.21964	5.21964	6.46074	bin.013	60.0	bin.013	0.027	0.0	0.007	0.6	0.6	NCLDV	11694.0	0.0	20.0	10.0	|full
10201	NODE_10201_length_11459_cov_2.801999	11459.0	4.46715	4.46715	4.30802	bin.013	58.0							Bacteria?					
10319	NODE_10319_length_11367_cov_4.090258	11367.0	6.36489	6.36489	8.73154	bin.013	55.0							Bacteria?					
10677	NODE_10677_length_11101_cov_3.377512	11101.0	5.27176	5.27176	6.47071	bin.013	57.0							Bacteria?					
11559	NODE_11559_length_10490_cov_3.610350	10490.0	5.76905	5.76905	6.67947	bin.013	61.0							Bacteria?					
12452	NODE_12452_length_9948_cov_3.429597	9948.0	5.44836	5.44836	5.68387	bin.013	59.0							Bacteria?					
12697	NODE_12697_length_9829_cov_3.492020	9829.0	5.54809	5.54809	5.62392	bin.013	58.0							Bacteria?					
13487	NODE_13487_length_9446_cov_3.412842	9446.0	5.51818	5.51818	6.0249	bin.013	58.0							Bacteria?					
13725	NODE_13725_length_9331_cov_3.162678	9331.0	5.0085	5.0085	4.78857	bin.013	60.0							Bacteria?					
13785	NODE_13785_length_9301_cov_3.526822	9301.0	5.51076	5.51076	4.87677	bin.013	58.0							Bacteria?					
13931	NODE_13931_length_9237_cov_3.345676	9237.0	5.34346	5.34346	5.33049	bin.013	57.0							Bacteria?					
14717	NODE_14717_length_8878_cov_3.293098	8878.0	5.20039	5.20039	4.73678	bin.013	59.0							Bacteria?					
14821	NODE_14821_length_8831_cov_3.449635	8831.0	5.36159	5.36159	7.50749	bin.013	59.0							Bacteria?					
15235	NODE_15235_length_8671_cov_4.162372	8671.0	6.65427	6.65427	6.74307	bin.013	60.0							Bacteria?					
15963	NODE_15963_length_8398_cov_3.489033	8398.0	5.65422	5.65422	6.08589	bin.013	60.0							Bacteria?					
16346	NODE_16346_length_8266_cov_3.343564	8266.0	5.24778	5.24778	7.20973	bin.013	57.0							Bacteria?					
16647	NODE_16647_length_8164_cov_3.530028	8164.0	5.61642	5.61642	4.98231	bin.013	59.0							Bacteria?					
16718	NODE_16718_length_8141_cov_3.225575	8141.0	5.16519	5.16519	4.25454	bin.013	60.0							Bacteria?					
16761	NODE_16761_length_8127_cov_3.410679	8127.0	5.43036	5.43036	6.27675	bin.013	60.0							Bacteria?					
17095	NODE_17095_length_8015_cov_3.925503	8015.0	6.19339	6.19339	7.30795	bin.013	60.0							Bacteria?					
17117	NODE_17117_length_8009_cov_3.536082	8009.0	5.6908	5.6908	6.94325	bin.013	59.0							Bacteria?					
17422	NODE_17422_length_7911_cov_3.122200	7911.0	5.04806	5.04806	4.94087	bin.013	60.0							Bacteria?					
18245	NODE_18245_length_7678_cov_3.470025	7678.0	5.5174	5.5174	4.97969	bin.013	63.0							Bacteria?					
18324	NODE_18324_length_7658_cov_3.875970	7658.0	6.2191	6.2191	6.58027	bin.013	60.0							Bacteria?					
19980	NODE_19980_length_7230_cov_3.208084	7230.0	4.98023	4.98023	7.10519	bin.013	61.0							Bacteria?					
20089	NODE_20089_length_7202_cov_3.739471	7202.0	5.97986	5.97986	6.24317	bin.013	55.0							Bacteria?					
20692	NODE_20692_length_7060_cov_3.525339	7060.0	5.63415	5.63415	6.13429	bin.013	61.0							Bacteria?					
20970	NODE_20970_length_7000_cov_3.237437	7000.0	5.22978	5.22978	5.32108	bin.013	62.0							Bacteria?					
20986	NODE_20986_length_6997_cov_3.320513	6997.0	5.37432	5.37432	4.63619	bin.013	61.0							Bacteria?					
21569	NODE_21569_length_6863_cov_3.420094	6863.0	5.49412	5.49412	5.27632	bin.013	58.0							Bacteria?					
21597	NODE_21597_length_6859_cov_3.489859	6859.0	5.58548	5.58548	4.26663	bin.013	61.0							Bacteria?					
21721	NODE_21721_length_6831_cov_3.307409	6831.0	5.28544	5.28544	6.74738	bin.013	58.0							Bacteria?					
22217	NODE_22217_length_6737_cov_3.405418	6737.0	5.4515	5.4515	6.66734	bin.013	61.0							Bacteria?					
22888	NODE_22888_length_6610_cov_3.284668	6610.0	5.17229	5.17229	5.18891	bin.013	58.0							Bacteria?					
22945	NODE_22945_length_6597_cov_3.353714	6597.0	5.40127	5.40127	6.7247	bin.013	59.0							Bacteria?					
23445	NODE_23445_length_6507_cov_3.647551	6507.0	5.84128	5.84128	6.83665	bin.013	60.0	bin.013	0.92	0.007	0.34	0.3	0.92	dsDNAphage	6503.0	1.0	12.5	0.0	|full
23613	NODE_23613_length_6472_cov_3.213495	6472.0	5.18554	5.18554	5.75997	bin.013	61.0							Bacteria?					
23845	NODE_23845_length_6426_cov_3.299953	6426.0	5.3276	5.3276	4.78372	bin.013	59.0							Bacteria?					
24222	NODE_24222_length_6367_cov_3.388783	6367.0	5.42899	5.42899	5.44807	bin.013	61.0							Bacteria?					
24238	NODE_24238_length_6365_cov_3.176228	6365.0	5.11585	5.11585	5.06132	bin.013	55.0							Bacteria?					
25057	NODE_25057_length_6217_cov_3.368874	6217.0	5.34745	5.34745	6.26049	bin.013	59.0							Bacteria?					
25177	NODE_25177_length_6200_cov_3.381937	6200.0	5.34331	5.34331	8.69684	bin.013	56.0							Bacteria?					
25932	NODE_25932_length_6075_cov_3.164950	6075.0	5.06177	5.06177	4.74491	bin.013	59.0							Bacteria?					
26228	NODE_26228_length_6026_cov_3.276503	6026.0	5.31314	5.31314	4.12054	bin.013	61.0							Bacteria?					
26356	NODE_26356_length_6007_cov_3.430780	6007.0	5.46594	5.46594	4.61944	bin.013	59.0							Bacteria?					
26505	NODE_26505_length_5981_cov_3.648161	5981.0	5.8093	5.8093	6.92005	bin.013	60.0							Bacteria?					
26550	NODE_26550_length_5973_cov_3.793342	5973.0	6.04276	6.04276	6.02685	bin.013	58.0							Bacteria?					
26921	NODE_26921_length_5913_cov_3.728747	5913.0	5.98647	5.98647	5.2681	bin.013	60.0							Bacteria?					
26948	NODE_26948_length_5909_cov_3.839768	5909.0	6.16722	6.16722	6.09423	bin.013	59.0							Bacteria?					
27808	NODE_27808_length_5783_cov_3.219099	5783.0	5.13669	5.13669	3.5944	bin.013	61.0							Bacteria?					
27847	NODE_27847_length_5777_cov_3.430444	5777.0	5.48765	5.48765	5.12651	bin.013	62.0							Bacteria?					
27849	NODE_27849_length_5777_cov_3.312828	5777.0	5.38813	5.38813	6.74339	bin.013	60.0							Bacteria?					
28727	NODE_28727_length_5659_cov_3.120985	5659.0	5.08495	5.08495	5.7482	bin.013	62.0							Bacteria?					
28732	NODE_28732_length_5658_cov_3.735856	5658.0	6.05156	6.05156	5.30809	bin.013	59.0							Bacteria?					
28843	NODE_28843_length_5643_cov_3.311739	5643.0	5.3681	5.3681	6.72332	bin.013	62.0							Bacteria?					
29052	NODE_29052_length_5615_cov_3.392626	5615.0	5.53413	5.53413	6.29751	bin.013	62.0							Bacteria?					
29717	NODE_29717_length_5530_cov_3.822100	5530.0	6.12342	6.12342	8.07023	bin.013	57.0							Bacteria?					
30038	NODE_30038_length_5492_cov_3.243701	5492.0	5.22239	5.22239	5.20942	bin.013	59.0							Bacteria?					
30167	NODE_30167_length_5476_cov_3.387382	5476.0	5.03699	5.03699	4.69331	bin.013	59.0							Bacteria?					
30429	NODE_30429_length_5447_cov_3.030786	5447.0	4.86842	4.86842	5.37262	bin.013	60.0							Bacteria?					
30568	NODE_30568_length_5431_cov_3.695126	5431.0	5.8398	5.8398	6.12116	bin.013	55.0							Bacteria?					
30718	NODE_30718_length_5415_cov_3.115112	5415.0	5.01386	5.01386	6.0889	bin.013	57.0							Bacteria?					
30756	NODE_30756_length_5409_cov_3.744677	5409.0	6.03423	6.03423	5.12262	bin.013	58.0							Bacteria?					
31045	NODE_31045_length_5376_cov_3.000188	5376.0	4.95809	4.95809	5.29643	bin.013	61.0							Bacteria?					
31221	NODE_31221_length_5358_cov_3.325665	5358.0	5.20065	5.20065	4.83797	bin.013	60.0							Bacteria?					
31510	NODE_31510_length_5327_cov_4.687974	5327.0	7.45239	7.45239	7.83527	bin.013	57.0							Bacteria?					
31865	NODE_31865_length_5288_cov_3.497994	5288.0	5.57921	5.57921	5.85766	bin.013	60.0							Bacteria?					
32516	NODE_32516_length_5215_cov_2.754264	5215.0	4.41955	4.41955	5.20018	bin.013	59.0							Bacteria?					
32754	NODE_32754_length_5189_cov_3.377094	5189.0	5.54316	5.54316	6.37282	bin.013	57.0							Bacteria?					
32756	NODE_32756_length_5189_cov_2.925594	5189.0	4.59218	4.59218	5.87001	bin.013	58.0							Bacteria?					
32764	NODE_32764_length_5188_cov_3.766219	5188.0	5.74355	5.74355	7.30049	bin.013	57.0							Bacteria?					
32890	NODE_32890_length_5175_cov_2.982422	5175.0	4.77214	4.77214	3.82491	bin.013	60.0							Bacteria?					
33097	NODE_33097_length_5152_cov_3.915833	5152.0	6.23611	6.23611	6.53518	bin.013	57.0							Bacteria?					
33137	NODE_33137_length_5148_cov_2.779305	5148.0	4.44838	4.44838	4.2058	bin.013	58.0							Bacteria?					
33715	NODE_33715_length_5090_cov_2.669712	5090.0	4.31984	4.31984	3.31352	bin.013	58.0							Bacteria?					
33784	NODE_33784_length_5083_cov_3.179196	5083.0	5.1415	5.1415	4.11009	bin.013	59.0							Bacteria?					
34013	NODE_34013_length_5061_cov_3.240312	5061.0	5.28507	5.28507	4.73836	bin.013	60.0							Bacteria?					
34056	NODE_34056_length_5056_cov_3.426315	5056.0	5.36629	5.36629	6.33579	bin.013	61.0							Bacteria?					
34193	NODE_34193_length_5043_cov_3.875702	5043.0	6.16881	6.16881	6.29279	bin.013	61.0							Bacteria?					
34275	NODE_34275_length_5035_cov_3.639558	5035.0	5.81187	5.81187	6.40333	bin.013	61.0							Bacteria?					
34390	NODE_34390_length_5024_cov_3.304890	5024.0	5.27082	5.27082	5.1539	bin.013	61.0							Bacteria?					
34618	NODE_34618_length_5004_cov_3.317034	5004.0	5.38278	5.38278	4.31951	bin.013	61.0							Bacteria?					
5	NODE_6_length_609648_cov_15.936038	609648.0	25.2739	25.2739	33.6809	bin.014	65.0	bin.014	0.927	0.007	0.027	0.007	0.927	dsDNAphage	26204.0	5.0	25.7	11.4	|0_partial
8	NODE_9_length_541451_cov_17.391691	541451.0	27.5216	27.5216	35.4395	bin.014	64.0							Bacteria?					
17	NODE_18_length_382537_cov_16.166834	382537.0	25.5464	25.5464	39.1342	bin.014	66.0							Bacteria?					
33	NODE_34_length_297163_cov_18.298676	297163.0	28.708	28.708	63.9155	bin.014	66.0							Bacteria?					
53	NODE_54_length_238589_cov_17.005467	238589.0	26.7211	26.7211	37.0944	bin.014	66.0							Bacteria?					
60	NODE_61_length_225811_cov_15.725425	225811.0	24.7392	24.7392	34.9935	bin.014	66.0							Bacteria?					
66	NODE_67_length_218762_cov_16.152880	218762.0	25.3115	25.3115	49.3082	bin.014	66.0							Bacteria?					
69	NODE_70_length_214011_cov_16.483001	214011.0	26.1239	26.1239	31.788	bin.014	65.0							Bacteria?					
70	NODE_71_length_209882_cov_17.500712	209882.0	27.7092	27.7092	33.1759	bin.014	64.0							Bacteria?					
72	NODE_73_length_208655_cov_20.545336	208655.0	31.9221	31.9221	51.0056	bin.014	66.0							Bacteria?					
105	NODE_106_length_174842_cov_17.536464	174842.0	27.572	27.572	54.9786	bin.014	66.0							Bacteria?					
119	NODE_119_length_166520_cov_16.606350	166520.0	25.5526	25.5526	42.9895	bin.014	65.0							Bacteria?					
124	NODE_124_length_164162_cov_16.707276	164162.0	26.5054	26.5054	33.638	bin.014	65.0							Bacteria?					
130	NODE_130_length_158815_cov_17.589941	158815.0	27.098	27.098	65.0	bin.014	63.0							Bacteria?					
135	NODE_135_length_157180_cov_17.865273	157180.0	27.9413	27.9413	40.2421	bin.014	66.0							Bacteria?					
149	NODE_149_length_147943_cov_21.216677	147943.0	31.5674	31.5674	105.378	bin.014	64.0							Bacteria?					
153	NODE_153_length_145352_cov_20.091874	145352.0	29.8608	29.8608	62.405	bin.014	65.0							Bacteria?					
158	NODE_158_length_143443_cov_17.315884	143443.0	27.3142	27.3142	36.7955	bin.014	63.0							Bacteria?					
176	NODE_176_length_134331_cov_17.814457	134331.0	27.1041	27.1041	39.2448	bin.014	60.0	bin.014	0.953	0.0	0.067	0.24	0.953	dsDNAphage	133463.0	6.0	32.3	9.3	|full
183	NODE_183_length_131980_cov_19.522820	131980.0	28.86	28.86	210.274	bin.014	66.0							Bacteria?					
201	NODE_201_length_123084_cov_18.741606	123084.0	27.7345	27.7345	71.9377	bin.014	63.0	bin.014	0.927	0.0	0.0	0.273	0.927	dsDNAphage	14912.0	1.0	21.2	21.2	|0_partial
220	NODE_220_length_116775_cov_26.791330	116775.0	36.1807	36.1807	287.084	bin.014	65.0							Bacteria?					
253	NODE_253_length_109542_cov_16.044983	109542.0	25.2526	25.2526	32.5894	bin.014	63.0							Bacteria?					
255	NODE_255_length_109452_cov_16.867867	109452.0	25.46	25.46	45.7339	bin.014	65.0							Bacteria?					
278	NODE_278_length_105092_cov_18.097242	105092.0	27.2578	27.2578	37.3929	bin.014	63.0							Bacteria?					
299	NODE_299_length_99527_cov_22.021051	99527.0	34.6836	34.6836	112.025	bin.014	62.0	bin.014	0.953	0.0	0.0	0.053	0.953	dsDNAphage	99169.0	6.0	31.0	17.5	|full
331	NODE_331_length_93708_cov_21.750024	93708.0	30.0217	30.0217	43.2158	bin.014	61.0							Bacteria?					
337	NODE_337_length_92696_cov_17.229672	92696.0	26.599	26.599	55.1127	bin.014	65.0							Bacteria?					
347	NODE_347_length_91756_cov_18.784168	91756.0	29.7426	29.7426	44.6088	bin.014	67.0							Bacteria?					
379	NODE_379_length_87513_cov_16.303563	87513.0	25.7633	25.7633	32.1883	bin.014	65.0							Bacteria?					
399	NODE_399_length_85769_cov_18.311793	85769.0	29.148	29.148	40.9762	bin.014	66.0							Bacteria?					
440	NODE_440_length_81123_cov_16.516320	81123.0	26.1055	26.1055	36.7321	bin.014	65.0	bin.014	0.893	0.0	0.0	0.12	0.893	dsDNAphage	79370.0	7.0	40.4	20.2	|full
444	NODE_444_length_80732_cov_15.109213	80732.0	23.8376	23.8376	32.8051	bin.014	66.0							Bacteria?					
452	NODE_452_length_80259_cov_16.409855	80259.0	25.982	25.982	32.9342	bin.014	64.0							Bacteria?					
473	NODE_473_length_77835_cov_21.832425	77835.0	31.1412	31.1412	46.5989	bin.014	60.0							Bacteria?					
475	NODE_475_length_77741_cov_16.182028	77741.0	25.7041	25.7041	37.97	bin.014	66.0							Bacteria?					
486	NODE_486_length_76567_cov_21.264377	76567.0	28.6911	28.6911	70.8117	bin.014	61.0							Bacteria?					
493	NODE_493_length_75697_cov_16.805531	75697.0	26.3842	26.3842	36.4458	bin.014	66.0							Bacteria?					
495	NODE_495_length_75515_cov_18.203287	75515.0	26.6838	26.6838	35.6597	bin.014	61.0							Bacteria?					
505	NODE_505_length_74337_cov_15.734552	74337.0	25.0102	25.0102	35.9443	bin.014	67.0							Bacteria?					
516	NODE_516_length_72613_cov_18.478665	72613.0	27.4925	27.4925	38.745	bin.014	66.0							Bacteria?					
572	NODE_572_length_68909_cov_12.908938	68909.0	20.2024	20.2024	26.4345	bin.014	60.0							Bacteria?					
598	NODE_598_length_67049_cov_16.268949	67049.0	25.424	25.424	47.2904	bin.014	66.0							Bacteria?					
614	NODE_614_length_66247_cov_16.934917	66247.0	26.12	26.12	65.9411	bin.014	64.0							Bacteria?					
709	NODE_709_length_61557_cov_18.343452	61557.0	29.0542	29.0542	39.4547	bin.014	65.0							Bacteria?					
737	NODE_737_length_60443_cov_23.746638	60443.0	37.5842	37.5842	55.635	bin.014	64.0	bin.014	1.0	0.02	0.007	0.387	1.0	dsDNAphage	60302.0	8.0	58.9	2.7	|full
760	NODE_760_length_59165_cov_19.839350	59165.0	31.1834	31.1834	65.6533	bin.014	68.0							Bacteria?					
791	NODE_791_length_58104_cov_20.233837	58104.0	32.0092	32.0092	52.3701	bin.014	65.0							Bacteria?					
800	NODE_800_length_57773_cov_21.815344	57773.0	29.8744	29.8744	50.6743	bin.014	59.0							Bacteria?					
812	NODE_812_length_57321_cov_16.361069	57321.0	26.0246	26.0246	35.0506	bin.014	67.0							Bacteria?					
831	NODE_831_length_56711_cov_17.378636	56711.0	26.0881	26.0881	35.6322	bin.014	59.0							Bacteria?					
876	NODE_876_length_54997_cov_19.699319	54997.0	28.3007	28.3007	45.7647	bin.014	61.0							Bacteria?					
882	NODE_882_length_54840_cov_17.031925	54840.0	27.0715	27.0715	32.7467	bin.014	67.0							Bacteria?					
893	NODE_893_length_54380_cov_16.304777	54380.0	25.8917	25.8917	31.8221	bin.014	66.0							Bacteria?					
897	NODE_897_length_54244_cov_19.532174	54244.0	28.7894	28.7894	55.5949	bin.014	60.0							Bacteria?					
970	NODE_970_length_51631_cov_20.487921	51631.0	31.7727	31.7727	69.1553	bin.014	65.0							Bacteria?					
971	NODE_971_length_51614_cov_20.390834	51614.0	29.4298	29.4298	59.2515	bin.014	66.0							Bacteria?					
973	NODE_973_length_51607_cov_16.127638	51607.0	25.5452	25.5452	29.957	bin.014	64.0							Bacteria?					
982	NODE_982_length_51427_cov_19.719283	51427.0	26.9341	26.9341	39.8163	bin.014	64.0							Bacteria?					
993	NODE_993_length_51145_cov_15.602427	51145.0	23.5811	23.5811	162.083	bin.014	57.0							Bacteria?					
