	seqname	contigLen	totalAvgDepth	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam	111f2644-870d-4a95-ab44-101be3f522ca.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
9930	NODE_9931_length_8049_cov_5.265824	8049	8.20167	8.20167	11.0913	bin.023	60.0	bin.023	0.913	0.16	0.327	0.613	0.913	dsDNAphage	8049.0	0.0	17.6	0.0	|full
9931	NODE_9932_length_8049_cov_4.294471	8049	6.15103	6.15103	6.7672	bin.023	59.0							Bacteria?					
9932	NODE_9933_length_8049_cov_3.841381	8049	5.76415	5.76415	6.4709	bin.023	57.0							Bacteria?					
9933	NODE_9934_length_8049_cov_3.551414	8049	5.80466	5.80466	5.14533	bin.023	61.0							Bacteria?					
9934	NODE_9935_length_8047_cov_4.935936	8047	7.21628	7.21628	11.5938	bin.023	53.0							Bacteria?					
9936	NODE_9937_length_8046_cov_3.546615	8046	5.77596	5.77596	7.16261	bin.023	61.0							Bacteria?					
9938	NODE_9939_length_8045_cov_4.319274	8045	6.85079	6.85079	6.86453	bin.023	59.0							Bacteria?					
9939	NODE_9940_length_8045_cov_3.990989	8045	6.26054	6.26054	7.59001	bin.023	52.0							Bacteria?					
9941	NODE_9942_length_8045_cov_3.326283	8045	5.114	5.114	3.40601	bin.023	54.0							Bacteria?					
9943	NODE_9944_length_8044_cov_10.070973	8044	12.0708	12.0708	22.3724	bin.023	55.0							Bacteria?					
9944	NODE_9945_length_8044_cov_4.330329	8044	6.80948	6.80948	7.89372	bin.023	58.0							Bacteria?					
9945	NODE_9946_length_8044_cov_4.150832	8044	6.48404	6.48404	9.31657	bin.023	59.0							Bacteria?					
9946	NODE_9947_length_8044_cov_4.000376	8044	6.26476	6.26476	5.64264	bin.023	63.0							Bacteria?					
9948	NODE_9949_length_8042_cov_5.847502	8042	7.91308	7.91308	7.88401	bin.023	62.0							Bacteria?					
9950	NODE_9951_length_8042_cov_3.981345	8042	6.28269	6.28269	11.2506	bin.023	63.0							Bacteria?					
9951	NODE_9952_length_8042_cov_3.964567	8042	6.13583	6.13583	5.15149	bin.023	56.0							Bacteria?					
9952	NODE_9953_length_8041_cov_4.952542	8041	7.78799	7.78799	8.60052	bin.023	63.0							Bacteria?					
9954	NODE_9955_length_8041_cov_4.510894	8041	6.96401	6.96401	9.19033	bin.023	58.0							Bacteria?					
9958	NODE_9959_length_8038_cov_5.096455	8038	7.92089	7.92089	8.02153	bin.023	60.0							Bacteria?					
9961	NODE_9962_length_8037_cov_3.908168	8037	5.92557	5.92557	5.38776	bin.023	59.0							Bacteria?					
9962	NODE_9963_length_8037_cov_2.984089	8037	4.76011	4.76011	3.51913	bin.023	58.0							Bacteria?					
9964	NODE_9965_length_8036_cov_3.743140	8036	6.08204	6.08204	9.32271	bin.023	56.0							Bacteria?					
9965	NODE_9966_length_8036_cov_3.438917	8036	5.32247	5.32247	7.44014	bin.023	63.0							Bacteria?					
9973	NODE_9974_length_8033_cov_4.049135	8033	6.3231	6.3231	7.40545	bin.023	59.0							Bacteria?					
9982	NODE_9983_length_8031_cov_3.284353	8031	5.23271	5.23271	4.36406	bin.023	56.0							Bacteria?					
9983	NODE_9984_length_8031_cov_3.082748	8031	4.85586	4.85586	4.12335	bin.023	58.0							Bacteria?					
9985	NODE_9986_length_8030_cov_4.501944	8030	7.3486	7.3486	6.83888	bin.023	64.0							Bacteria?					
9989	NODE_9990_length_8029_cov_4.299348	8029	6.85734	6.85734	7.34469	bin.023	59.0							Bacteria?					
9990	NODE_9991_length_8028_cov_6.166311	8028	8.64369	8.64369	13.9787	bin.023	55.0							Bacteria?					
9991	NODE_9992_length_8028_cov_5.562900	8028	8.07413	8.07413	10.4405	bin.023	60.0							Bacteria?					
9994	NODE_9995_length_8027_cov_3.538384	8027	5.77009	5.77009	5.57702	bin.023	54.0							Bacteria?					
9997	NODE_9998_length_8026_cov_4.300088	8026	6.62202	6.62202	7.50652	bin.023	56.0							Bacteria?					
9999	NODE_10000_length_8025_cov_3.990464	8025	6.23149	6.23149	7.62241	bin.023	62.0							Bacteria?					
10004	NODE_10005_length_8023_cov_4.817646	8023	7.47275	7.47275	9.31977	bin.023	60.0							Bacteria?					
10005	NODE_10006_length_8023_cov_4.207078	8023	6.66049	6.66049	9.19152	bin.023	64.0							Bacteria?					
10010	NODE_10011_length_8021_cov_2.894677	8021	4.44238	4.44238	3.10899	bin.023	58.0							Bacteria?					
10019	NODE_10020_length_8016_cov_6.136289	8016	9.18116	9.18116	11.7574	bin.023	56.0							Bacteria?					
10024	NODE_10025_length_8014_cov_6.194246	8014	8.89713	8.89713	16.2959	bin.023	57.0							Bacteria?					
10025	NODE_10026_length_8014_cov_3.110064	8014	5.12716	5.12716	4.0455	bin.023	61.0							Bacteria?					
10026	NODE_10027_length_8013_cov_3.859889	8013	5.99135	5.99135	6.9626	bin.023	56.0							Bacteria?					
10028	NODE_10029_length_8012_cov_3.657157	8012	5.75541	5.75541	5.62396	bin.023	59.0							Bacteria?					
10029	NODE_10030_length_8012_cov_2.427925	8012	3.8433	3.8433	4.50503	bin.023	55.0							Bacteria?					
10030	NODE_10031_length_8011_cov_3.234666	8011	4.97201	4.97201	4.19301	bin.023	60.0							Bacteria?					
10032	NODE_10033_length_8008_cov_4.253992	8008	6.33151	6.33151	6.75215	bin.023	65.0							Bacteria?					
10034	NODE_10035_length_8007_cov_5.667128	8007	8.99275	8.99275	8.22456	bin.023	60.0							Bacteria?					
10035	NODE_10036_length_8007_cov_3.170900	8007	5.1484	5.1484	4.31374	bin.023	60.0							Bacteria?					
10038	NODE_10039_length_8005_cov_3.275346	8005	5.37556	5.37556	3.9865	bin.023	59.0							Bacteria?					
10042	NODE_10043_length_8004_cov_4.326834	8004	6.67214	6.67214	7.72306	bin.023	57.0							Bacteria?					
10044	NODE_10045_length_8004_cov_3.551642	8004	5.55602	5.55602	4.15095	bin.023	57.0							Bacteria?					
10047	NODE_10048_length_8003_cov_3.538123	8003	5.76557	5.76557	4.39866	bin.023	61.0							Bacteria?					
10049	NODE_10050_length_8002_cov_4.392223	8002	6.86704	6.86704	8.68761	bin.023	56.0							Bacteria?					
10053	NODE_10054_length_7998_cov_8.246129	7998	10.86	10.86	16.9098	bin.023	55.0							Bacteria?					
10055	NODE_10056_length_7997_cov_6.282926	7997	6.08424	6.08424	11.9488	bin.023	63.0							Bacteria?					
10059	NODE_10060_length_7994_cov_3.478524	7994	5.54742	5.54742	6.48411	bin.023	63.0							Bacteria?					
10061	NODE_10062_length_7993_cov_5.362434	7993	7.9861	7.9861	8.33858	bin.023	59.0							Bacteria?					
10064	NODE_10065_length_7992_cov_4.578178	7992	6.58863	6.58863	6.06807	bin.023	59.0							Bacteria?					
10065	NODE_10066_length_7992_cov_3.719163	7992	6.15328	6.15328	5.58677	bin.023	60.0							Bacteria?					
10069	NODE_10070_length_7991_cov_4.140625	7991	5.83548	5.83548	6.40327	bin.023	60.0							Bacteria?					
10070	NODE_10071_length_7990_cov_3.633396	7990	5.80663	5.80663	6.3572	bin.023	57.0							Bacteria?					
10073	NODE_10074_length_7989_cov_4.463827	7989	6.83352	6.83352	7.11403	bin.023	59.0	bin.023	0.08	0.0	0.073	0.527	0.527	NCLDV	7988.0	0.0	14.3	0.0	|full
10075	NODE_10076_length_7987_cov_4.501891	7987	6.58364	6.58364	6.16562	bin.023	62.0							Bacteria?					
10076	NODE_10077_length_7987_cov_3.453858	7987	5.40487	5.40487	6.94397	bin.023	57.0							Bacteria?					
10079	NODE_10080_length_7985_cov_5.553720	7985	8.42068	8.42068	10.9095	bin.023	57.0							Bacteria?					
10080	NODE_10081_length_7985_cov_4.632661	7985	7.26267	7.26267	7.73785	bin.023	57.0							Bacteria?					
10082	NODE_10083_length_7985_cov_3.449306	7985	5.48909	5.48909	5.73514	bin.023	59.0							Bacteria?					
10083	NODE_10084_length_7984_cov_3.751167	7984	6.03702	6.03702	6.04993	bin.023	64.0							Bacteria?					
10084	NODE_10085_length_7984_cov_3.710430	7984	5.40311	5.40311	5.14398	bin.023	62.0							Bacteria?					
10092	NODE_10093_length_7982_cov_3.994576	7982	6.23455	6.23455	9.96744	bin.023	60.0							Bacteria?					
10093	NODE_10094_length_7982_cov_3.354106	7982	5.23059	5.23059	6.28136	bin.023	59.0							Bacteria?					
10094	NODE_10095_length_7982_cov_2.687776	7982	4.20046	4.20046	3.52797	bin.023	59.0							Bacteria?					
10099	NODE_10100_length_7978_cov_4.537044	7978	7.14563	7.14563	8.21013	bin.023	63.0							Bacteria?					
10100	NODE_10101_length_7976_cov_6.332534	7976	9.16215	9.16215	15.8905	bin.023	59.0							Bacteria?					
10108	NODE_10109_length_7973_cov_4.356151	7973	6.84661	6.84661	8.87615	bin.023	54.0							Bacteria?					
10111	NODE_10112_length_7972_cov_4.610459	7972	7.07364	7.07364	6.98366	bin.023	64.0							Bacteria?					
10112	NODE_10113_length_7972_cov_4.066313	7972	6.35541	6.35541	8.74529	bin.023	58.0							Bacteria?					
10113	NODE_10114_length_7972_cov_3.836302	7972	5.96305	5.96305	8.28386	bin.023	64.0							Bacteria?					
10116	NODE_10117_length_7969_cov_3.817286	7969	6.24031	6.24031	8.02494	bin.023	62.0							Bacteria?					
10118	NODE_10119_length_7968_cov_5.235562	7968	7.86032	7.86032	8.23372	bin.023	62.0							Bacteria?					
10119	NODE_10120_length_7968_cov_4.027550	7968	6.25058	6.25058	7.68295	bin.023	53.0							Bacteria?					
10124	NODE_10125_length_7966_cov_3.411326	7966	5.6021	5.6021	7.4059	bin.023	58.0							Bacteria?					
10128	NODE_10129_length_7963_cov_7.585230	7963	11.4682	11.4682	15.0766	bin.023	54.0							Bacteria?					
10129	NODE_10130_length_7963_cov_2.790718	7963	4.37425	4.37425	3.62843	bin.023	55.0							Bacteria?					
10131	NODE_10132_length_7961_cov_6.661396	7961	9.93176	9.93176	11.8193	bin.023	54.0							Bacteria?					
10133	NODE_10134_length_7960_cov_4.723593	7960	7.69936	7.69936	8.83702	bin.023	59.0							Bacteria?					
10135	NODE_10136_length_7959_cov_5.921812	7959	9.07683	9.07683	9.71699	bin.023	53.0							Bacteria?					
10136	NODE_10137_length_7959_cov_4.353745	7959	6.95915	6.95915	9.28034	bin.023	53.0							Bacteria?					
10137	NODE_10138_length_7958_cov_6.017968	7958	9.5187	9.5187	11.6969	bin.023	58.0							Bacteria?					
10138	NODE_10139_length_7958_cov_4.752246	7958	7.51114	7.51114	8.93301	bin.023	59.0							Bacteria?					
10141	NODE_10142_length_7957_cov_4.428879	7957	6.94646	6.94646	8.91742	bin.023	59.0							Bacteria?					
10143	NODE_10144_length_7956_cov_4.543982	7956	6.46246	6.46246	9.09284	bin.023	61.0							Bacteria?					
10144	NODE_10145_length_7956_cov_4.491583	7956	6.8888	6.8888	7.50816	bin.023	54.0							Bacteria?					
10145	NODE_10146_length_7956_cov_4.030629	7956	6.49846	6.49846	7.61318	bin.023	55.0							Bacteria?					
10148	NODE_10149_length_7955_cov_4.828861	7955	6.68559	6.68559	7.90428	bin.023	61.0							Bacteria?					
10149	NODE_10150_length_7953_cov_5.345910	7953	6.93784	6.93784	7.84636	bin.023	57.0							Bacteria?					
10153	NODE_10154_length_7951_cov_3.087259	7951	4.80964	4.80964	5.21435	bin.023	62.0							Bacteria?					
10154	NODE_10155_length_7950_cov_4.127042	7950	6.58769	6.58769	7.92415	bin.023	62.0							Bacteria?					
10157	NODE_10158_length_7949_cov_4.829491	7949	7.44762	7.44762	10.8209	bin.023	59.0							Bacteria?					
10158	NODE_10159_length_7949_cov_3.491006	7949	5.45057	5.45057	6.11505	bin.023	61.0							Bacteria?					
10159	NODE_10160_length_7948_cov_4.716458	7948	7.56271	7.56271	7.91792	bin.023	57.0							Bacteria?					
10160	NODE_10161_length_7948_cov_4.047637	7948	6.59823	6.59823	7.00959	bin.023	60.0							Bacteria?					
10164	NODE_10165_length_7947_cov_3.503294	7947	5.57509	5.57509	5.47144	bin.023	58.0							Bacteria?					
10166	NODE_10167_length_7945_cov_3.275285	7945	4.99089	4.99089	5.23552	bin.023	57.0							Bacteria?					
10172	NODE_10173_length_7940_cov_6.387952	7940	9.77048	9.77048	11.0536	bin.023	58.0							Bacteria?					
10173	NODE_10174_length_7940_cov_5.207229	7940	8.11053	8.11053	8.8574	bin.023	56.0							Bacteria?					
10180	NODE_10181_length_7938_cov_4.471394	7938	6.86864	6.86864	9.34164	bin.023	59.0							Bacteria?					
10184	NODE_10185_length_7936_cov_3.728334	7936	6.06846	6.06846	4.82271	bin.023	64.0							Bacteria?					
10185	NODE_10186_length_7936_cov_3.627966	7936	5.70755	5.70755	6.72584	bin.023	54.0							Bacteria?					
10187	NODE_10188_length_7936_cov_2.758279	7936	4.09915	4.09915	4.54705	bin.023	54.0							Bacteria?					
10189	NODE_10190_length_7935_cov_4.042513	7935	6.22068	6.22068	6.00297	bin.023	59.0							Bacteria?					
10191	NODE_10192_length_7934_cov_3.647417	7934	5.73099	5.73099	6.3242	bin.023	57.0							Bacteria?					
10192	NODE_10193_length_7932_cov_4.607846	7932	7.11205	7.11205	9.70459	bin.023	63.0							Bacteria?					
10193	NODE_10194_length_7932_cov_4.300749	7932	6.954	6.954	6.61036	bin.023	56.0							Bacteria?					
10194	NODE_10195_length_7932_cov_4.197537	7932	6.74737	6.74737	9.86795	bin.023	59.0							Bacteria?					
10195	NODE_10196_length_7932_cov_3.503491	7932	5.18144	5.18144	4.86788	bin.023	59.0							Bacteria?					
10198	NODE_10199_length_7930_cov_4.281524	7930	6.63149	6.63149	7.82084	bin.023	64.0							Bacteria?					
10200	NODE_10201_length_7929_cov_4.457455	7929	6.44119	6.44119	5.4467	bin.023	56.0							Bacteria?					
10201	NODE_10202_length_7928_cov_4.819383	7928	7.75315	7.75315	8.52104	bin.023	62.0							Bacteria?					
10208	NODE_10209_length_7924_cov_3.816622	7924	6.23077	6.23077	6.79119	bin.023	64.0							Bacteria?					
10211	NODE_10212_length_7923_cov_3.032664	7923	5.05725	5.05725	3.20375	bin.023	58.0							Bacteria?					
10214	NODE_10215_length_7922_cov_4.889666	7922	7.56395	7.56395	13.1469	bin.023	60.0							Bacteria?					
10216	NODE_10217_length_7921_cov_3.897407	7921	6.47111	6.47111	5.02624	bin.023	59.0							Bacteria?					
10217	NODE_10218_length_7920_cov_4.014749	7920	6.41506	6.41506	7.09502	bin.023	61.0							Bacteria?					
10222	NODE_10223_length_7917_cov_4.457390	7917	7.08034	7.08034	6.5402	bin.023	57.0							Bacteria?					
10223	NODE_10224_length_7916_cov_3.733749	7916	5.41373	5.41373	5.64176	bin.023	60.0							Bacteria?					
10227	NODE_10228_length_7913_cov_7.733265	7913	9.43553	9.43553	22.35	bin.023	60.0							Bacteria?					
10229	NODE_10230_length_7913_cov_6.929499	7913	9.58367	9.58367	13.6488	bin.023	59.0							Bacteria?					
10235	NODE_10236_length_7912_cov_3.453354	7912	5.80211	5.80211	6.80061	bin.023	56.0							Bacteria?					
10239	NODE_10240_length_7910_cov_4.510757	7910	7.06198	7.06198	7.6027	bin.023	60.0							Bacteria?					
10241	NODE_10242_length_7909_cov_3.995798	7909	6.17786	6.17786	5.59256	bin.023	60.0							Bacteria?					
10243	NODE_10244_length_7908_cov_4.319114	7908	6.76489	6.76489	7.71223	bin.023	57.0							Bacteria?					
10247	NODE_10248_length_7905_cov_7.603185	7905	10.1923	10.1923	16.6978	bin.023	55.0							Bacteria?					
10248	NODE_10249_length_7905_cov_7.527134	7905	9.15448	9.15448	12.5281	bin.023	57.0							Bacteria?					
10249	NODE_10250_length_7905_cov_3.814777	7905	6.11219	6.11219	5.55273	bin.023	62.0							Bacteria?					
10252	NODE_10253_length_7904_cov_4.726844	7904	7.44519	7.44519	8.86591	bin.023	61.0							Bacteria?					
10255	NODE_10256_length_7902_cov_4.355422	7902	6.52232	6.52232	6.62984	bin.023	60.0							Bacteria?					
10257	NODE_10258_length_7902_cov_3.992481	7902	6.56876	6.56876	5.51294	bin.023	57.0							Bacteria?					
10263	NODE_10264_length_7898_cov_4.335586	7898	7.03898	7.03898	9.23893	bin.023	55.0							Bacteria?					
10264	NODE_10265_length_7898_cov_4.265077	7898	6.46967	6.46967	11.2363	bin.023	53.0	bin.023	0.12	0.007	0.587	0.167	0.587	lavidaviridae	7895.0	0.0	11.1	0.0	|full
10265	NODE_10266_length_7897_cov_7.370824	7897	9.64502	9.64502	16.0473	bin.023	62.0							Bacteria?					
10267	NODE_10268_length_7897_cov_4.976409	7897	7.56551	7.56551	12.8566	bin.023	59.0							Bacteria?					
10268	NODE_10269_length_7897_cov_4.751977	7897	7.21828	7.21828	9.53146	bin.023	59.0							Bacteria?					
10270	NODE_10271_length_7897_cov_4.361515	7897	6.89067	6.89067	6.695	bin.023	56.0							Bacteria?					
10273	NODE_10274_length_7896_cov_3.973345	7896	6.12148	6.12148	6.8239	bin.023	52.0							Bacteria?					
10279	NODE_10280_length_7893_cov_3.439653	7893	5.28594	5.28594	6.84723	bin.023	59.0							Bacteria?					
10284	NODE_10285_length_7891_cov_7.655309	7891	11.5034	11.5034	15.683	bin.023	60.0	bin.023	0.773	0.027	0.313	0.553	0.773	dsDNAphage	7762.0	1.0	28.6	0.0	|full
10287	NODE_10288_length_7889_cov_6.705770	7889	10.4433	10.4433	9.66734	bin.023	54.0							Bacteria?					
10289	NODE_10290_length_7889_cov_3.629308	7889	5.45329	5.45329	4.73017	bin.023	60.0							Bacteria?					
10290	NODE_10291_length_7888_cov_3.948040	7888	6.16904	6.16904	6.07118	bin.023	57.0	bin.023	0.133	0.007	0.68	0.033	0.68	lavidaviridae	7886.0	0.0	20.0	0.0	|full
10291	NODE_10292_length_7888_cov_3.684029	7888	5.83484	5.83484	5.90805	bin.023	60.0							Bacteria?					
10293	NODE_10294_length_7885_cov_4.526820	7885	7.04874	7.04874	10.8561	bin.023	58.0							Bacteria?					
10295	NODE_10296_length_7884_cov_6.487163	7884	8.28019	8.28019	11.9632	bin.023	59.0							Bacteria?					
10297	NODE_10298_length_7883_cov_3.733137	7883	5.96845	5.96845	6.93407	bin.023	57.0							Bacteria?					
10298	NODE_10299_length_7883_cov_3.671819	7883	5.86771	5.86771	6.05314	bin.023	55.0							Bacteria?					
10305	NODE_10306_length_7881_cov_4.244569	7881	6.37266	6.37266	8.33451	bin.023	62.0							Bacteria?					
10306	NODE_10307_length_7880_cov_6.676422	7880	6.97891	6.97891	12.2403	bin.023	64.0							Bacteria?					
10307	NODE_10308_length_7880_cov_3.844473	7880	6.12458	6.12458	7.37629	bin.023	60.0							Bacteria?					
10309	NODE_10310_length_7879_cov_4.816462	7879	7.15099	7.15099	6.60591	bin.023	57.0	bin.023	0.067	0.0	0.28	0.513	0.513	NCLDV	7876.0	0.0	16.7	0.0	|full
10310	NODE_10311_length_7878_cov_6.813882	7878	9.90839	9.90839	16.4631	bin.023	58.0							Bacteria?					
10311	NODE_10312_length_7878_cov_3.404065	7878	5.13212	5.13212	4.69269	bin.023	57.0							Bacteria?					
10314	NODE_10315_length_7876_cov_5.246004	7876	8.0563	8.0563	10.1797	bin.023	60.0							Bacteria?					
10316	NODE_10317_length_7876_cov_4.654264	7876	7.45703	7.45703	7.35656	bin.023	62.0							Bacteria?					
10317	NODE_10318_length_7876_cov_4.141926	7876	6.35478	6.35478	8.95838	bin.023	62.0							Bacteria?					
10318	NODE_10319_length_7876_cov_3.788390	7876	5.73376	5.73376	4.9628	bin.023	54.0	bin.023	0.08	0.0	0.007	0.507	0.507	NCLDV	7874.0	0.0	14.3	0.0	|full
10319	NODE_10320_length_7875_cov_5.872123	7875	8.85566	8.85566	10.3816	bin.023	59.0							Bacteria?					
10320	NODE_10321_length_7875_cov_4.233504	7875	6.63456	6.63456	9.84133	bin.023	61.0							Bacteria?					
10322	NODE_10323_length_7874_cov_5.716588	7874	8.74909	8.74909	9.61783	bin.023	59.0							Bacteria?					
10323	NODE_10324_length_7874_cov_4.357335	7874	6.13374	6.13374	6.44025	bin.023	65.0							Bacteria?					
10324	NODE_10325_length_7874_cov_3.321269	7874	5.2601	5.2601	8.02703	bin.023	57.0							Bacteria?					
10325	NODE_10326_length_7873_cov_4.512919	7873	7.13531	7.13531	8.30322	bin.023	60.0							Bacteria?					
10326	NODE_10327_length_7873_cov_3.943720	7873	6.12288	6.12288	7.62491	bin.023	62.0							Bacteria?					
10333	NODE_10334_length_7870_cov_4.003711	7870	6.08381	6.08381	5.99505	bin.023	54.0							Bacteria?					
10335	NODE_10336_length_7869_cov_4.325953	7869	6.74919	6.74919	8.07887	bin.023	55.0							Bacteria?					
10336	NODE_10337_length_7867_cov_4.379160	7867	6.71479	6.71479	5.4847	bin.023	53.0							Bacteria?					
10337	NODE_10338_length_7866_cov_4.400717	7866	7.12934	7.12934	11.591	bin.023	54.0							Bacteria?					
10338	NODE_10339_length_7865_cov_6.509603	7865	9.39274	9.39274	11.2569	bin.023	55.0							Bacteria?					
10340	NODE_10341_length_7865_cov_3.358003	7865	5.15749	5.15749	4.31822	bin.023	57.0							Bacteria?					
10343	NODE_10344_length_7864_cov_5.560891	7864	8.6168	8.6168	10.4562	bin.023	60.0							Bacteria?					
10344	NODE_10345_length_7864_cov_4.709182	7864	7.35494	7.35494	9.4066	bin.023	65.0							Bacteria?					
10345	NODE_10346_length_7864_cov_4.246767	7864	6.52554	6.52554	17.5826	bin.023	57.0							Bacteria?					
10346	NODE_10347_length_7863_cov_3.852587	7863	6.04201	6.04201	5.83887	bin.023	61.0							Bacteria?					
10353	NODE_10354_length_7861_cov_4.271074	7861	6.33199	6.33199	7.53488	bin.023	60.0							Bacteria?					
10355	NODE_10356_length_7860_cov_6.072389	7860	9.48016	9.48016	8.59357	bin.023	58.0							Bacteria?					
10356	NODE_10357_length_7860_cov_4.604484	7860	6.78988	6.78988	6.40939	bin.023	60.0							Bacteria?					
10366	NODE_10367_length_7856_cov_7.824381	7856	11.9049	11.9049	32.4613	bin.023	61.0							Bacteria?					
10368	NODE_10369_length_7856_cov_4.982438	7856	7.71399	7.71399	11.6338	bin.023	59.0							Bacteria?					
10377	NODE_10378_length_7852_cov_3.572784	7852	5.7006	5.7006	4.94662	bin.023	60.0							Bacteria?					
10380	NODE_10381_length_7850_cov_7.346889	7850	11.3739	11.3739	16.532	bin.023	56.0							Bacteria?					
10381	NODE_10382_length_7850_cov_4.431430	7850	6.85078	6.85078	9.20495	bin.023	59.0							Bacteria?					
10382	NODE_10383_length_7850_cov_4.413727	7850	7.22234	7.22234	6.39647	bin.023	61.0							Bacteria?					
10383	NODE_10384_length_7850_cov_3.573958	7850	5.5074	5.5074	5.18509	bin.023	61.0							Bacteria?					
10384	NODE_10385_length_7849_cov_5.178214	7849	7.59241	7.59241	7.99553	bin.023	59.0							Bacteria?					
10387	NODE_10388_length_7848_cov_3.640575	7848	5.79709	5.79709	4.70716	bin.023	61.0							Bacteria?					
10391	NODE_10392_length_7846_cov_3.337954	7846	5.0356	5.0356	4.78764	bin.023	63.0							Bacteria?					
10394	NODE_10395_length_7841_cov_4.864886	7841	7.94708	7.94708	9.84821	bin.023	65.0							Bacteria?					
10397	NODE_10398_length_7839_cov_3.792909	7839	5.97178	5.97178	6.94181	bin.023	56.0							Bacteria?					
10398	NODE_10399_length_7838_cov_4.239111	7838	6.41038	6.41038	5.41482	bin.023	62.0							Bacteria?					
10399	NODE_10400_length_7838_cov_3.489143	7838	5.48075	5.48075	5.08768	bin.023	60.0							Bacteria?					
10403	NODE_10404_length_7836_cov_6.061432	7836	9.09706	9.09706	9.48252	bin.023	58.0							Bacteria?					
10404	NODE_10405_length_7836_cov_4.930215	7836	7.75124	7.75124	9.04731	bin.023	61.0							Bacteria?					
