	seqname	contigLen	totalAvgDepth	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam	4ffd0a6c-7ea3-4023-b6c1-f92716821c2c.inter.fastq.sam.sorted.bam-var	bin	%GC	bin_y	dsDNAphage	ssDNA	lavidaviridae	NCLDV	max_score	max_score_group	length	hallmark	viral	cellular	full-partial
1619	NODE_1620_length_8814_cov_5.989611	8814	8.84464	8.84464	8.54341	bin.001	59							Bacteria?					
1620	NODE_1621_length_8811_cov_4.988693	8811	7.86295	7.86295	9.85991	bin.001	59							Bacteria?					
1621	NODE_1622_length_8811_cov_4.734696	8811	7.15287	7.15287	11.6084	bin.001	62							Bacteria?					
1622	NODE_1623_length_8808_cov_3.653947	8808	5.61007	5.61007	7.77727	bin.001	59							Bacteria?					
1623	NODE_1624_length_8799_cov_5.220723	8799	7.83778	7.83778	8.62267	bin.001	64							Bacteria?					
1624	NODE_1625_length_8796_cov_3.548221	8796	5.30696	5.30696	6.71629	bin.001	57							Bacteria?					
1625	NODE_1626_length_8793_cov_4.726825	8793	7.03691	7.03691	7.69154	bin.001	61							Bacteria?					
1626	NODE_1627_length_8792_cov_5.496624	8792	8.45892	8.45892	11.5959	bin.001	60							Bacteria?					
1627	NODE_1628_length_8790_cov_3.938752	8790	5.97801	5.97801	6.59728	bin.001	60							Bacteria?					
1628	NODE_1629_length_8790_cov_3.854035	8790	5.80706	5.80706	6.81073	bin.001	56							Bacteria?					
1629	NODE_1630_length_8787_cov_4.797412	8787	7.43835	7.43835	6.85941	bin.001	57							Bacteria?					
1630	NODE_1631_length_8779_cov_5.349037	8779	7.83127	7.83127	8.20404	bin.001	59							Bacteria?					
1631	NODE_1632_length_8778_cov_4.119913	8778	6.23957	6.23957	5.15229	bin.001	57							Bacteria?					
1633	NODE_1634_length_8769_cov_4.348175	8769	6.60622	6.60622	6.68929	bin.001	61							Bacteria?					
1634	NODE_1635_length_8764_cov_4.464462	8764	6.91653	6.91653	7.91182	bin.001	57							Bacteria?					
1635	NODE_1636_length_8756_cov_4.139294	8756	6.20881	6.20881	6.0161	bin.001	55							Bacteria?					
1637	NODE_1638_length_8743_cov_4.671501	8743	7.09601	7.09601	8.52653	bin.001	59							Bacteria?					
1640	NODE_1641_length_8731_cov_5.682112	8731	8.69607	8.69607	12.0465	bin.001	57							Bacteria?					
1641	NODE_1642_length_8726_cov_3.482413	8726	5.49242	5.49242	5.24955	bin.001	57							Bacteria?					
1642	NODE_1643_length_8719_cov_5.243536	8719	7.61524	7.61524	11.295	bin.001	58							Bacteria?					
1643	NODE_1644_length_8719_cov_4.207756	8719	6.58992	6.58992	6.75201	bin.001	59							Bacteria?					
1645	NODE_1646_length_8716_cov_6.716892	8716	9.63717	9.63717	13.1231	bin.001	59							Bacteria?					
1646	NODE_1647_length_8716_cov_4.347650	8716	6.7915	6.7915	9.59304	bin.001	63							Bacteria?					
1647	NODE_1648_length_8715_cov_6.245727	8715	9.09375	9.09375	10.6255	bin.001	58							Bacteria?					
1648	NODE_1649_length_8715_cov_3.589030	8715	5.66071	5.66071	5.84977	bin.001	58							Bacteria?					
1649	NODE_1650_length_8713_cov_4.918919	8713	7.33516	7.33516	7.97748	bin.001	61							Bacteria?					
1650	NODE_1651_length_8711_cov_4.140712	8711	6.41467	6.41467	6.94089	bin.001	59							Bacteria?					
1651	NODE_1652_length_8706_cov_6.668940	8706	8.90977	8.90977	11.6986	bin.001	56							Bacteria?					
1653	NODE_1654_length_8706_cov_5.520749	8706	8.214	8.214	8.98721	bin.001	58							Bacteria?					
1654	NODE_1655_length_8701_cov_4.859588	8701	7.53	7.53	9.85418	bin.001	59							Bacteria?					
1655	NODE_1656_length_8699_cov_4.484498	8699	7.06995	7.06995	8.42539	bin.001	60							Bacteria?					
1656	NODE_1657_length_8696_cov_4.166995	8696	6.34589	6.34589	5.8274	bin.001	61							Bacteria?					
1659	NODE_1660_length_8677_cov_6.193227	8677	8.87428	8.87428	12.5361	bin.001	60							Bacteria?					
1665	NODE_1666_length_8664_cov_4.491927	8664	7.07552	7.07552	8.55666	bin.001	62							Bacteria?					
1666	NODE_1667_length_8663_cov_4.393239	8663	6.68566	6.68566	6.20692	bin.001	57							Bacteria?					
1667	NODE_1668_length_8661_cov_4.192889	8661	6.19751	6.19751	6.59763	bin.001	57							Bacteria?					
1669	NODE_1670_length_8652_cov_6.313830	8652	9.50812	9.50812	10.4105	bin.001	56							Bacteria?					
1671	NODE_1672_length_8650_cov_6.671437	8650	9.64412	9.64412	9.76186	bin.001	53							Bacteria?					
1672	NODE_1673_length_8649_cov_5.461950	8649	8.3891	8.3891	10.1102	bin.001	61							Bacteria?					
1674	NODE_1675_length_8645_cov_6.473108	8645	9.81012	9.81012	13.5699	bin.001	58							Bacteria?					
1675	NODE_1676_length_8639_cov_5.333877	8639	7.77653	7.77653	8.49764	bin.001	56							Bacteria?					
1676	NODE_1677_length_8636_cov_4.763198	8636	7.10276	7.10276	6.66385	bin.001	55							Bacteria?					
1678	NODE_1679_length_8629_cov_3.972592	8629	6.16688	6.16688	7.06098	bin.001	55							Bacteria?					
1679	NODE_1680_length_8617_cov_3.411119	8617	5.17586	5.17586	4.67693	bin.001	57							Bacteria?					
1680	NODE_1681_length_8616_cov_5.228595	8616	7.8357	7.8357	9.00449	bin.001	57	bin.001	0.913	0.053	0.06	0.16	0.913	dsDNAphage	8558.0	0.0	6.7	0.0	|full
1683	NODE_1684_length_8610_cov_5.028638	8610	7.93794	7.93794	10.2481	bin.001	54							Bacteria?					
1685	NODE_1686_length_8605_cov_4.745380	8605	7.07487	7.07487	9.08842	bin.001	60							Bacteria?					
1686	NODE_1687_length_8605_cov_3.386199	8605	5.12431	5.12431	5.61983	bin.001	59							Bacteria?					
1688	NODE_1689_length_8603_cov_3.457768	8603	5.21081	5.21081	5.15841	bin.001	60							Bacteria?					
1689	NODE_1690_length_8601_cov_3.986192	8601	6.37676	6.37676	11.2237	bin.001	61							Bacteria?					
1690	NODE_1691_length_8599_cov_5.914209	8599	8.85963	8.85963	13.9122	bin.001	59							Bacteria?					
1691	NODE_1692_length_8597_cov_4.336455	8597	6.35835	6.35835	6.28884	bin.001	57	bin.001	0.233	0.04	0.093	0.54	0.54	NCLDV	8594.0	0.0	20.0	0.0	|full
1693	NODE_1694_length_8596_cov_3.750029	8596	5.89297	5.89297	6.86845	bin.001	63							Bacteria?					
1694	NODE_1695_length_8591_cov_3.541823	8591	5.1706	5.1706	4.64413	bin.001	56							Bacteria?					
1695	NODE_1696_length_8583_cov_3.694887	8583	5.68185	5.68185	6.16974	bin.001	54							Bacteria?					
1698	NODE_1699_length_8577_cov_5.125909	8577	7.62454	7.62454	9.44516	bin.001	58							Bacteria?					
1701	NODE_1702_length_8569_cov_4.472163	8569	6.69628	6.69628	6.18381	bin.001	61							Bacteria?					
1702	NODE_1703_length_8565_cov_4.034900	8565	6.13761	6.13761	5.02459	bin.001	54							Bacteria?					
1703	NODE_1704_length_8564_cov_4.201316	8564	6.53066	6.53066	6.40259	bin.001	61							Bacteria?					
1705	NODE_1706_length_8563_cov_3.994711	8563	6.25568	6.25568	6.70969	bin.001	62							Bacteria?					
1706	NODE_1707_length_8557_cov_6.697953	8557	9.07387	9.07387	14.1575	bin.001	60							Bacteria?					
1707	NODE_1708_length_8555_cov_4.158118	8555	6.06425	6.06425	7.70089	bin.001	59							Bacteria?					
1708	NODE_1709_length_8554_cov_6.345099	8554	8.76832	8.76832	13.4824	bin.001	57							Bacteria?					
1709	NODE_1710_length_8552_cov_6.800636	8552	9.48786	9.48786	12.7088	bin.001	57							Bacteria?					
1712	NODE_1713_length_8549_cov_6.027902	8549	9.37659	9.37659	13.1449	bin.001	58							Bacteria?					
1715	NODE_1716_length_8535_cov_6.383608	8535	9.5548	9.5548	10.7766	bin.001	62							Bacteria?					
1716	NODE_1717_length_8535_cov_5.247406	8535	8.01455	8.01455	9.77578	bin.001	56							Bacteria?					
1717	NODE_1718_length_8533_cov_4.138476	8533	6.34367	6.34367	5.64605	bin.001	63							Bacteria?					
1718	NODE_1719_length_8532_cov_5.785183	8532	8.68074	8.68074	8.57034	bin.001	59							Bacteria?					
1719	NODE_1720_length_8525_cov_3.364817	8525	5.39522	5.39522	4.54554	bin.001	60							Bacteria?					
1720	NODE_1721_length_8522_cov_5.352309	8522	7.79276	7.79276	10.2444	bin.001	59							Bacteria?					
1722	NODE_1723_length_8518_cov_4.782110	8518	7.0135	7.0135	12.7066	bin.001	61							Bacteria?					
1723	NODE_1724_length_8518_cov_3.454094	8518	5.38564	5.38564	6.4304	bin.001	61							Bacteria?					
1724	NODE_1725_length_8517_cov_4.341290	8517	6.35628	6.35628	8.14411	bin.001	60	bin.001	0.033	0.0	0.16	0.547	0.547	NCLDV	8515.0	0.0	28.6	0.0	|full
1726	NODE_1727_length_8512_cov_7.112569	8512	10.5419	10.5419	12.8509	bin.001	54							Bacteria?					
1727	NODE_1728_length_8510_cov_3.705500	8510	5.73995	5.73995	6.00238	bin.001	61							Bacteria?					
1728	NODE_1729_length_8509_cov_6.880412	8509	10.3296	10.3296	9.53494	bin.001	59							Bacteria?					
1729	NODE_1730_length_8509_cov_5.726993	8509	8.69973	8.69973	9.04208	bin.001	59							Bacteria?					
1730	NODE_1731_length_8509_cov_4.574876	8509	7.00347	7.00347	5.8886	bin.001	62							Bacteria?					
1732	NODE_1733_length_8507_cov_5.689423	8507	8.26636	8.26636	12.4975	bin.001	62							Bacteria?					
1733	NODE_1734_length_8504_cov_3.989703	8504	6.12006	6.12006	6.10313	bin.001	60							Bacteria?					
1734	NODE_1735_length_8501_cov_4.139711	8501	6.20584	6.20584	8.844	bin.001	56							Bacteria?					
1735	NODE_1736_length_8500_cov_6.698165	8500	9.86275	9.86275	12.6693	bin.001	59							Bacteria?					
1736	NODE_1737_length_8499_cov_6.123046	8499	8.55001	8.55001	11.9984	bin.001	60							Bacteria?					
1737	NODE_1738_length_8499_cov_4.530673	8499	6.75398	6.75398	10.6906	bin.001	58							Bacteria?					
1738	NODE_1739_length_8499_cov_3.976078	8499	5.86657	5.86657	5.81301	bin.001	59							Bacteria?					
1739	NODE_1740_length_8492_cov_5.746118	8492	8.32091	8.32091	9.40572	bin.001	57							Bacteria?					
1741	NODE_1742_length_8486_cov_5.752698	8486	8.85557	8.85557	11.7915	bin.001	59							Bacteria?					
1742	NODE_1743_length_8486_cov_4.196062	8486	6.2632	6.2632	4.96944	bin.001	56							Bacteria?					
1743	NODE_1744_length_8486_cov_4.048274	8486	5.97733	5.97733	6.35913	bin.001	58							Bacteria?					
1744	NODE_1745_length_8485_cov_4.576868	8485	7.0222	7.0222	6.3435	bin.001	59							Bacteria?					
1746	NODE_1747_length_8482_cov_6.238282	8482	9.05221	9.05221	13.6349	bin.001	54							Bacteria?					
1752	NODE_1753_length_8464_cov_6.559876	8464	8.94275	8.94275	15.3776	bin.001	56							Bacteria?					
1754	NODE_1755_length_8456_cov_4.303059	8456	6.63653	6.63653	7.04798	bin.001	59							Bacteria?					
1756	NODE_1757_length_8454_cov_5.339207	8454	7.95472	7.95472	12.2761	bin.001	60							Bacteria?					
1758	NODE_1759_length_8452_cov_5.545909	8452	8.3622	8.3622	9.80313	bin.001	59							Bacteria?					
1759	NODE_1760_length_8452_cov_4.259497	8452	6.14021	6.14021	6.99668	bin.001	55							Bacteria?					
1761	NODE_1762_length_8447_cov_5.689585	8447	8.37435	8.37435	14.3072	bin.001	60							Bacteria?					
1762	NODE_1763_length_8446_cov_6.722322	8446	9.91056	9.91056	12.9783	bin.001	61							Bacteria?					
1763	NODE_1764_length_8445_cov_3.860072	8445	5.87318	5.87318	6.85144	bin.001	61							Bacteria?					
1764	NODE_1765_length_8443_cov_6.023009	8443	8.86977	8.86977	11.1991	bin.001	59							Bacteria?					
1765	NODE_1766_length_8440_cov_4.354204	8440	6.62569	6.62569	7.56192	bin.001	59	bin.001	0.02	0.0	0.0	0.567	0.567	NCLDV	8398.0	0.0	10.0	0.0	|full
1767	NODE_1768_length_8431_cov_3.834527	8431	5.61309	5.61309	7.86647	bin.001	58							Bacteria?					
1769	NODE_1770_length_8426_cov_4.978378	8426	7.49202	7.49202	13.7838	bin.001	58							Bacteria?					
1770	NODE_1771_length_8426_cov_4.091745	8426	6.10029	6.10029	11.3973	bin.001	60							Bacteria?					
1771	NODE_1772_length_8423_cov_4.333772	8423	6.66445	6.66445	8.75648	bin.001	60							Bacteria?					
1772	NODE_1773_length_8421_cov_6.127660	8421	8.90328	8.90328	11.661	bin.001	61							Bacteria?					
1773	NODE_1774_length_8415_cov_6.494498	8415	9.70067	9.70067	10.4489	bin.001	60							Bacteria?					
1774	NODE_1775_length_8409_cov_2.776275	8409	4.32994	4.32994	5.42391	bin.001	60							Bacteria?					
1775	NODE_1776_length_8405_cov_4.785988	8405	6.83404	6.83404	11.6379	bin.001	57							Bacteria?					
1776	NODE_1777_length_8404_cov_3.395856	8404	5.31197	5.31197	5.15098	bin.001	63							Bacteria?					
1777	NODE_1778_length_8403_cov_7.387758	8403	11.0639	11.0639	15.9015	bin.001	56							Bacteria?					
1778	NODE_1779_length_8394_cov_3.986689	8394	6.54804	6.54804	6.27028	bin.001	62							Bacteria?					
1780	NODE_1781_length_8388_cov_5.206408	8388	7.30456	7.30456	12.4539	bin.001	59							Bacteria?					
1781	NODE_1782_length_8387_cov_4.011042	8387	6.16729	6.16729	7.20549	bin.001	58							Bacteria?					
1782	NODE_1783_length_8380_cov_4.549670	8380	6.79757	6.79757	8.32778	bin.001	60							Bacteria?					
1783	NODE_1784_length_8378_cov_5.322600	8378	8.20309	8.20309	9.75712	bin.001	60							Bacteria?					
1784	NODE_1785_length_8378_cov_4.632584	8378	7.39268	7.39268	11.9739	bin.001	59							Bacteria?					
1785	NODE_1786_length_8374_cov_4.738671	8374	7.12293	7.12293	7.39668	bin.001	59							Bacteria?					
1786	NODE_1787_length_8373_cov_5.792017	8373	8.70899	8.70899	7.76433	bin.001	60							Bacteria?					
1787	NODE_1788_length_8371_cov_4.520563	8371	6.54957	6.54957	7.51957	bin.001	53							Bacteria?					
1789	NODE_1790_length_8370_cov_6.153939	8370	9.01703	9.01703	15.0592	bin.001	57							Bacteria?					
1790	NODE_1791_length_8368_cov_5.152051	8368	7.41689	7.41689	8.16595	bin.001	55							Bacteria?					
1791	NODE_1792_length_8363_cov_4.835460	8363	7.06831	7.06831	9.84313	bin.001	56							Bacteria?					
1792	NODE_1793_length_8361_cov_6.772935	8361	9.25174	9.25174	13.1379	bin.001	54							Bacteria?					
1793	NODE_1794_length_8361_cov_3.807729	8361	5.74839	5.74839	7.80598	bin.001	57							Bacteria?					
1794	NODE_1795_length_8360_cov_3.415412	8360	5.12192	5.12192	5.1048	bin.001	59							Bacteria?					
1795	NODE_1796_length_8358_cov_4.404191	8358	6.6931	6.6931	7.92476	bin.001	59							Bacteria?					
1797	NODE_1798_length_8353_cov_3.869005	8353	6.01134	6.01134	5.90289	bin.001	64							Bacteria?					
1798	NODE_1799_length_8352_cov_6.705556	8352	9.05596	9.05596	9.80172	bin.001	55							Bacteria?					
1799	NODE_1800_length_8351_cov_5.608607	8351	8.46397	8.46397	10.9224	bin.001	55							Bacteria?					
1800	NODE_1801_length_8348_cov_4.273725	8348	6.72615	6.72615	7.62064	bin.001	62							Bacteria?					
1802	NODE_1803_length_8346_cov_3.482933	8346	5.20742	5.20742	4.93456	bin.001	56							Bacteria?					
1804	NODE_1805_length_8343_cov_4.350627	8343	6.46259	6.46259	7.13973	bin.001	56							Bacteria?					
1805	NODE_1806_length_8333_cov_3.403237	8333	5.19345	5.19345	4.75957	bin.001	60							Bacteria?					
1806	NODE_1807_length_8332_cov_3.986227	8332	6.27585	6.27585	7.962	bin.001	60							Bacteria?					
1807	NODE_1808_length_8329_cov_4.471235	8329	6.42083	6.42083	6.10912	bin.001	56							Bacteria?					
1808	NODE_1809_length_8328_cov_4.033966	8328	6.1652	6.1652	6.7281	bin.001	55							Bacteria?					
1809	NODE_1810_length_8328_cov_3.690801	8328	5.5181	5.5181	7.12018	bin.001	60							Bacteria?					
1810	NODE_1811_length_8326_cov_7.126829	8326	10.472	10.472	14.0337	bin.001	54							Bacteria?					
1812	NODE_1813_length_8324_cov_4.816907	8324	7.52019	7.52019	8.48829	bin.001	57	bin.001	0.827	0.007	0.173	0.233	0.827	dsDNAphage	8322.0	1.0	42.9	14.3	|full
1813	NODE_1814_length_8321_cov_3.836317	8321	5.99009	5.99009	6.7755	bin.001	61							Bacteria?					
1815	NODE_1816_length_8320_cov_6.108651	8320	9.36071	9.36071	9.32854	bin.001	61							Bacteria?					
1816	NODE_1817_length_8319_cov_4.620281	8319	7.43849	7.43849	6.99639	bin.001	58							Bacteria?					
1817	NODE_1818_length_8318_cov_5.988624	8318	8.73408	8.73408	11.289	bin.001	57							Bacteria?					
1818	NODE_1819_length_8315_cov_3.545036	8315	5.29369	5.29369	8.21277	bin.001	62	bin.001	0.093	0.007	0.527	0.42	0.527	lavidaviridae	8313.0	0.0	16.7	0.0	|full
1820	NODE_1821_length_8312_cov_3.938113	8312	5.82639	5.82639	6.84714	bin.001	57							Bacteria?					
1821	NODE_1822_length_8311_cov_4.066013	8311	6.32398	6.32398	8.0531	bin.001	56							Bacteria?					
1823	NODE_1824_length_8309_cov_3.820935	8309	5.92818	5.92818	6.42786	bin.001	56							Bacteria?					
1825	NODE_1826_length_8305_cov_4.376485	8305	6.65739	6.65739	6.40208	bin.001	59							Bacteria?					
1826	NODE_1827_length_8303_cov_4.179559	8303	6.37998	6.37998	6.5763	bin.001	60							Bacteria?					
1827	NODE_1828_length_8299_cov_5.555434	8299	8.1734	8.1734	10.7884	bin.001	56							Bacteria?					
1829	NODE_1830_length_8296_cov_3.931076	8296	5.94697	5.94697	5.46926	bin.001	61							Bacteria?					
1831	NODE_1832_length_8293_cov_4.755645	8293	6.94216	6.94216	9.13129	bin.001	58							Bacteria?					
1832	NODE_1833_length_8290_cov_3.573770	8290	5.39816	5.39816	5.94036	bin.001	59							Bacteria?					
1833	NODE_1834_length_8289_cov_4.406728	8289	6.0806	6.0806	5.67896	bin.001	57	bin.001	0.06	0.0	0.007	0.513	0.513	NCLDV	8287.0	0.0	12.5	0.0	|full
1834	NODE_1835_length_8289_cov_3.820500	8289	5.55142	5.55142	5.35354	bin.001	59							Bacteria?					
1835	NODE_1836_length_8289_cov_3.571533	8289	5.52476	5.52476	6.13266	bin.001	62							Bacteria?					
1836	NODE_1837_length_8286_cov_3.099016	8286	4.88852	4.88852	3.33691	bin.001	63							Bacteria?					
1837	NODE_1838_length_8283_cov_4.901799	8283	7.36862	7.36862	6.82234	bin.001	61							Bacteria?					
1838	NODE_1839_length_8280_cov_4.973982	8280	6.92571	6.92571	7.95846	bin.001	61							Bacteria?					
1839	NODE_1840_length_8280_cov_4.901520	8280	7.7984	7.7984	9.24895	bin.001	62							Bacteria?					
1841	NODE_1842_length_8279_cov_4.742947	8279	6.88277	6.88277	7.48061	bin.001	57							Bacteria?					
1843	NODE_1844_length_8278_cov_4.443269	8278	6.55426	6.55426	8.14698	bin.001	58							Bacteria?					
1845	NODE_1846_length_8268_cov_4.328260	8268	6.51688	6.51688	8.58374	bin.001	60							Bacteria?					
1847	NODE_1848_length_8266_cov_5.698453	8266	8.19542	8.19542	8.47295	bin.001	57							Bacteria?					
1849	NODE_1850_length_8261_cov_6.490373	8261	9.94131	9.94131	17.8585	bin.001	57							Bacteria?					
1853	NODE_1854_length_8247_cov_6.260010	8247	9.44103	9.44103	13.3976	bin.001	58							Bacteria?					
1854	NODE_1855_length_8246_cov_5.755463	8246	8.72703	8.72703	12.7884	bin.001	58							Bacteria?					
1855	NODE_1856_length_8246_cov_4.972409	8246	7.82139	7.82139	9.16132	bin.001	58							Bacteria?					
1856	NODE_1857_length_8243_cov_4.379213	8243	6.56209	6.56209	7.8937	bin.001	57							Bacteria?					
1858	NODE_1859_length_8230_cov_3.729052	8230	5.49951	5.49951	6.89366	bin.001	55							Bacteria?					
1859	NODE_1860_length_8229_cov_4.352214	8229	6.70343	6.70343	6.52759	bin.001	60							Bacteria?					
1862	NODE_1863_length_8218_cov_4.393605	8218	6.79177	6.79177	7.33523	bin.001	62							Bacteria?					
1863	NODE_1864_length_8217_cov_4.531120	8217	7.10376	7.10376	9.59082	bin.001	59							Bacteria?					
1864	NODE_1865_length_8206_cov_4.951540	8206	7.76651	7.76651	9.63034	bin.001	59							Bacteria?					
1866	NODE_1867_length_8198_cov_4.677392	8198	7.41824	7.41824	9.17517	bin.001	62							Bacteria?					
1867	NODE_1868_length_8195_cov_6.749754	8195	8.70727	8.70727	11.311	bin.001	58							Bacteria?					
1868	NODE_1869_length_8191_cov_6.034046	8191	8.03495	8.03495	8.25563	bin.001	56							Bacteria?					
1870	NODE_1871_length_8185_cov_5.879705	8185	8.53391	8.53391	12.3436	bin.001	54							Bacteria?					
1871	NODE_1872_length_8183_cov_3.756275	8183	5.727	5.727	5.01902	bin.001	57							Bacteria?					
1872	NODE_1873_length_8181_cov_5.946468	8181	8.59806	8.59806	13.1707	bin.001	56							Bacteria?					
1873	NODE_1874_length_8176_cov_4.007265	8176	5.94107	5.94107	6.02103	bin.001	58							Bacteria?					
1874	NODE_1875_length_8175_cov_5.845074	8175	9.1129	9.1129	11.5809	bin.001	59							Bacteria?					
1876	NODE_1877_length_8165_cov_4.573736	8165	7.30593	7.30593	10.9005	bin.001	63							Bacteria?					
1879	NODE_1880_length_8163_cov_4.226443	8163	6.52689	6.52689	7.88592	bin.001	61							Bacteria?					
1880	NODE_1881_length_8161_cov_4.451764	8161	6.90788	6.90788	8.2571	bin.001	60							Bacteria?					
1881	NODE_1882_length_8160_cov_4.869957	8160	7.40287	7.40287	7.92552	bin.001	55							Bacteria?					
1883	NODE_1884_length_8158_cov_5.637418	8158	8.40172	8.40172	10.1155	bin.001	58							Bacteria?					
1884	NODE_1885_length_8151_cov_5.447011	8151	8.27097	8.27097	9.1964	bin.001	55							Bacteria?					
1885	NODE_1886_length_8148_cov_5.024836	8148	7.35171	7.35171	9.40769	bin.001	61							Bacteria?					
1886	NODE_1887_length_8148_cov_4.021253	8148	6.04626	6.04626	6.13754	bin.001	57							Bacteria?					
1887	NODE_1888_length_8144_cov_3.928669	8144	5.98361	5.98361	5.46589	bin.001	59							Bacteria?					
1888	NODE_1889_length_8142_cov_3.824039	8142	5.7047	5.7047	6.70094	bin.001	57							Bacteria?					
1890	NODE_1891_length_8137_cov_5.792378	8137	8.62564	8.62564	11.585	bin.001	59							Bacteria?					
1891	NODE_1892_length_8131_cov_4.174591	8131	6.50821	6.50821	8.16076	bin.001	57							Bacteria?					
1892	NODE_1893_length_8130_cov_5.573498	8130	8.27343	8.27343	8.76626	bin.001	58							Bacteria?					
1893	NODE_1894_length_8127_cov_6.143954	8127	9.16811	9.16811	24.5733	bin.001	57							Bacteria?					
1894	NODE_1895_length_8125_cov_5.247831	8125	7.98922	7.98922	7.60593	bin.001	61							Bacteria?					
1898	NODE_1899_length_8114_cov_4.194937	8114	6.47062	6.47062	5.25818	bin.001	60							Bacteria?					
1900	NODE_1901_length_8107_cov_4.583333	8107	6.28227	6.28227	7.31387	bin.001	58							Bacteria?					
